mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	3/4	2	1	d.i		d	i		i	i							m	1	1	0, -3, 1		0	0
1	1	2	1.0	1/2	1/2	3/4	2	1	III64		d	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
2	2	3	1.0	0	0	3/4	2	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	4	1.0	1/4	1/4	3/4	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	5	0.5	1/2	1/2	3/4	2	1	III6(2)		d	i		III6(2)	III		6	2				M	1	1	1, -2, -1		-3	1
2	2	11/2	0.5	5/8	5/8	3/4	2	1	IVM7/III		d	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4
3	3	6	2.5	0	0	3/4	2	1	V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
3	3	17/2	0.5	5/8	5/8	3/4	2	1	viio6/III		d	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
4	4	9	1.0	0	0	3/4	2	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
4	4	10	1.0	1/4	1/4	3/4	2	1	ii7/III		d	i		ii7/III	ii		7		III			mm7	1	1	-1, -4, 0, -3		-1	-1
4	4	11	1.0	1/2	1/2	3/4	2	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	5	12	2.0	0	0	3/4	2	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	14	0.5	1/2	1/2	3/4	2	1	iv7		d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
5	5	29/2	0.5	5/8	5/8	3/4	2	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	15	0.5	0	0	3/4	2	1	ii%7		d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
6	6	31/2	0.5	1/8	1/8	3/4	2	1	V6(11)		d	i		V6(11)	V		6	11				M	1	1	5, 2, 1	0	1	5
6	6	16	0.5	1/4	1/4	3/4	2	1	VI6		d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
6	6	33/2	0.5	3/8	3/8	3/4	2	1	ii%7		d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
6	6	17	0.5	1/2	1/2	3/4	2	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	35/2	0.5	5/8	5/8	3/4	2	1	iv7		d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
7	7	18	1.0	0	0	3/4	2	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
7	7	19	1.5	1/4	1/4	3/4	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
