quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
115/2	1.0	12	10	3/4	3/4	3/2	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
117/2	1.0	12	10	1	1	3/2	2	1	V65		A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
119/2	1.0	12	10	5/4	5/4	3/2	2	1	#viio/ii		A	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
121/2	3.0	13	11	0	0	3/2	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
127/2	1.0	13	11	3/4	3/4	3/2	2	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
129/2	1.0	13	11	1	1	3/2	2	1	viio/V		A	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
131/2	1.0	13	11	5/4	5/4	3/2	2	1	V7/V		A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
133/2	2.0	14	12	0	0	3/2	2	1	v		A	I		v	v							m	0	0	1, -2, 2		1	1
137/2	1.0	14	12	1/2	1/2	3/2	2	1	viio/IV		A	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
139/2	1.0	14	12	3/4	3/4	3/2	2	1	IV/IV		A	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
141/2	1.5	14	12	1	1	3/2	2	1	V43/IV		A	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
72	0.5	14	12	11/8	11/8	3/2	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
145/2	1.5	15	13	0	0	3/2	2	1	V/IV		A	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
74	0.5	15	13	3/8	3/8	3/2	2	1	ii6/IV		A	I		ii6/IV	ii		6		IV			m	0	0	-2, 2, 1		1	-2
149/2	1.0	15	13	1/2	1/2	3/2	2	1	V64/IV		A	I		V64/IV	V		64		IV			M	0	0	1, 0, 4		0	1
151/2	1.0	15	13	3/4	3/4	3/2	2	1	V6/IV		A	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
153/2	1.0	15	13	1	1	3/2	2	1	IV6/IV		A	I		IV6/IV	IV		6		IV			M	0	0	2, -1, -2		-2	2
155/2	1.0	15	13	5/4	5/4	3/2	2	1	V65/IV		A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
157/2	2.0	16	14	0	0	3/2	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
161/2	1.0	16	14	1/2	1/2	3/2	2	1	IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
163/2	1.0	16	14	3/4	3/4	3/2	2	1	ii6/IV		A	I		ii6/IV	ii		6		IV			m	0	0	-2, 2, 1		1	-2
165/2	2.0	16	14	1	1	3/2	2	1	V7/IV		A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
169/2	1.0	17	15	0	0	3/2	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
171/2	2.0	17	15	1/4	1/4	3/2	2	1	ii7		A	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
175/2	1.0	17	15	3/4	3/4	3/2	2	1	IV	ii6	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
177/2	1.0	17	15	1	1	3/2	2	1	iv/ii		A	I		iv/ii	iv				ii			m	0	0	1, -2, 2		1	1
179/2	0.5	17	15	5/4	5/4	3/2	2	1	iio/ii		A	I		iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
90	0.5	17	15	11/8	11/8	3/2	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
181/2	2.0	18	16	0	0	3/2	2	1	#viio/ii		A	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
185/2	1.0	18	16	1/2	1/2	3/2	2	1	iio6/ii		A	I		iio6/ii	ii	o	6		ii			o	0	0	1, -2, 4		4	1
187/2	0.5	18	16	3/4	3/4	3/2	2	1	iv/ii		A	I		iv/ii	iv				ii			m	0	0	1, -2, 2		1	1
94	0.5	18	16	7/8	7/8	3/2	2	1	V/ii		A	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
189/2	1.5	18	16	1	1	3/2	2	1	VI/ii		A	I		VI/ii	VI				ii			M	0	0	-2, 2, -1		-2	-2
96	0.5	18	16	11/8	11/8	3/2	2	1	iio6/ii		A	I		iio6/ii	ii	o	6		ii			o	0	0	1, -2, 4		4	1
193/2	1.5	19	17	0	0	3/2	2	1	V/ii		A	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
98	0.5	19	17	3/8	3/8	3/2	2	1	IV/ii		A	I		IV/ii	IV				ii			M	0	0	1, 5, 2		1	1
197/2	1.0	19	17	1/2	1/2	3/2	2	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
199/2	1.0	19	17	3/4	3/4	3/2	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
201/2	1.0	19	17	1	1	3/2	2	1	IV6/ii		A	I		IV6/ii	IV		6		ii			M	0	0	5, 2, 1		1	5
203/2	1.0	19	17	5/4	5/4	3/2	2	1	V65/ii		A	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
205/2	2.0	20	18	0	0	3/2	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
209/2	1.0	20	18	1/2	1/2	3/2	2	1	VI/ii		A	I		VI/ii	VI				ii			M	0	0	-2, 2, -1		-2	-2
211/2	1.0	20	18	3/4	3/4	3/2	2	1	ii%65/ii		A	I		ii%65/ii	ii	%	65		ii			%7	0	0	1, -2, 2, 4		4	1
213/2	2.0	20	18	1	1	3/2	2	1	V/ii		A	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
217/2	1.0	21	19	0	0	3/2	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
219/2	1.0	21	19	1/4	1/4	3/2	2	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
221/2	1.0	21	19	1/2	1/2	3/2	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
223/2	2.0	21	19	3/4	3/4	3/2	2	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
227/2	1.0	21	19	5/4	5/4	3/2	2	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
229/2	1.5	22	20	0	0	3/2	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
116	0.5	22	20	3/8	3/8	3/2	2	1	viio		A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
233/2	1.0	22	20	1/2	1/2	3/2	2	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
235/2	1.0	22	20	3/4	3/4	3/2	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
237/2	1.0	22	20	1	1	3/2	2	1	V2		A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
239/2	0.5	22	20	5/4	5/4	3/2	2	1	V43		A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
120	0.5	22	20	11/8	11/8	3/2	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
241/2	1.5	23	21	0	0	3/2	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
122	0.5	23	21	3/8	3/8	3/2	2	1	ii64		A	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
245/2	1.0	23	21	1/2	1/2	3/2	2	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
247/2	1.0	23	21	3/4	3/4	3/2	2	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
249/2	2.0	23	21	1	1	3/2	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
253/2	1.0	24	22	0	0	3/2	2	1	vii%7/IV		A	I		vii%7/IV	vii	%	7		IV			%7	0	0	4, 1, -2, 2		4	4
255/2	1.0	24	22	1/4	1/4	3/2	2	1	V/IV		A	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
257/2	1.0	24	22	1/2	1/2	3/2	2	1	ii43/IV		A	I		ii43/IV	ii		43		IV			mm7	0	0	2, -1, 1, -2		1	2
259/2	1.0	24	22	3/4	3/4	3/2	2	1	V6/IV		A	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
261/2	1.0	24	22	1	1	3/2	2	1	V2		A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
263/2	0.5	24	22	5/4	5/4	3/2	2	1	V64		A	I		V64	V		64					M	0	0	2, 1, 5		1	2
132	0.5	24	22	11/8	11/8	3/2	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
265/2	1.5	25	23	0	0	3/2	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
134	0.5	25	23	3/8	3/8	3/2	2	1	viio64		A	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
269/2	1.0	25	23	1/2	1/2	3/2	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
271/2	0.5	25	23	3/4	3/4	3/2	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
136	0.5	25	23	7/8	7/8	3/2	2	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
273/2	2.0	25	23	1	1	3/2	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
277/2	5.5	26	24	0	0	3/2	2	1	I\\		A	I		I	I						\\	M	0	0	0, 4, 1		0	0
