mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	2/2	2	1	F.I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	1.0	1/2	1/2	2/2	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1	1	3	1.0	3/4	3/4	2/2	2	1	V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	2	4	2.0	0	0	2/2	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
2	2	6	1.0	1/2	1/2	2/2	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	7	1.0	3/4	3/4	2/2	2	1	V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	8	1.0	0	0	2/2	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	9	1.0	1/4	1/4	2/2	2	1	vi6	F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
3	3	10	1.0	1/2	1/2	2/2	2	1	V2/V	F	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
3	3	11	1.0	3/4	3/4	2/2	2	1	V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	4	12	0.5	0	0	2/2	2	1	ii(2)/V	F	I		ii(2)/V	ii			2	V			m	0	0	5, 0, 4		3	5
4	4	25/2	0.5	1/8	1/8	2/2	2	1	IV6/V	F	I		IV6/V	IV		6		V			M	0	0	4, 1, 0		0	4
4	4	13	1.0	1/4	1/4	2/2	2	1	viio6/V	F	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
4	4	14	1.0	1/2	1/2	2/2	2	1	iii2/V	F	I		iii2/V	iii		2		V			mm7	0	0	3, 5, 2, 6		5	3
4	4	15	1.0	3/4	3/4	2/2	2	1	vi6/V	F	I		vi6/V	vi		6		V			m	0	0	1, 5, 4		4	1
5	5	16	1.0	0	0	2/2	2	1	IVM43/V	F	I		IVM43/V	IV	M	43		V			MM7	0	0	1, 5, 0, 4		0	1
5	5	17	1.0	1/4	1/4	2/2	2	1	V6/V	F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
5	5	18	1.0	1/2	1/2	2/2	2	1	V6(2)	F	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
5	5	19	1.0	3/4	3/4	2/2	2	1	V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	20	1.0	0	0	2/2	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
