quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
73/2	2.0	14	13	0	0	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
77/2	1.0	14	13	1/2	1/2	3/4	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
79/2	1.0	15	14	0	0	3/4	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
81/2	1.0	15	14	1/4	1/4	3/4	2	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
83/2	1.0	15	14	1/2	1/2	3/4	2	1	iii7	Eb	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
85/2	1.0	16	15	0	0	3/4	2	1	V7/V	Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
87/2	0.6666666666666643	16	15	1/4	1/4	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
265/6	0.3333333333333357	16	15	5/12	5/12	3/4	2	1	IV(9)/V	Eb	I		IV(9)/V	IV			9	V			M	0	0	0, 4, 1	2	0	0
89/2	1.0	16	15	1/2	1/2	3/4	2	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
91/2	4.666666666666664	17	16	0	0	3/4	2	1	V\\	Eb	I		V	V						\\	M	0	0	1, 5, 2		1	1
301/6	0.3333333333333357	19	17	5/12	5/12	3/4	2	1	V7/V	Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
101/2	1.0	19	17	1/2	1/2	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
103/2	1.0	20	18	0	0	3/4	2	1	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
105/2	1.0	20	18	1/4	1/4	3/4	2	1	#viio43/vi	Eb	I		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
107/2	0.6666666666666643	20	18	1/2	1/2	3/4	2	1	V/vi	Eb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
325/6	0.3333333333333357	20	18	2/3	2/3	3/4	2	1	#viio64/vi	Eb	I		#viio64/vi	#vii	o	64		vi			o	0	0	2, 8, 5		8	2
109/2	0.6666666666666643	21	19	0	0	3/4	2	1	vi6	Eb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
331/6	0.3333333333333357	21	19	1/6	1/6	3/4	2	1	viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
111/2	0.6666666666666643	21	19	1/4	1/4	3/4	2	1	IVM7	Eb	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
337/6	0.3333333333333357	21	19	5/12	5/12	3/4	2	1	ii7	Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
113/2	1.0	21	19	1/2	1/2	3/4	2	1	V7/vi	Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
115/2	0.6666666666666643	22	20	0	0	3/4	2	1	vi(94)	Eb	I		vi(94)	vi			94				m	0	0	3, 2, 4	5	3	3
349/6	0.3333333333333357	22	20	1/6	1/6	3/4	2	1	vi64	Eb	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
117/2	0.6666666666666643	22	20	1/4	1/4	3/4	2	1	vi6	Eb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
355/6	0.3333333333333357	22	20	5/12	5/12	3/4	2	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
119/2	0.6666666666666643	22	20	1/2	1/2	3/4	2	1	vi6	Eb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
361/6	0.3333333333333357	22	20	2/3	2/3	3/4	2	1	V/vi	Eb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
121/2	1.0	23	21	0	0	3/4	2	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
123/2	1.0	23	21	1/4	1/4	3/4	2	1	V6/IV	Eb	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
125/2	1.0	23	21	1/2	1/2	3/4	2	1	V7/IV	Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
127/2	1.3333333333333286	24	22	0	0	3/4	2	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
389/6	0.3333333333333428	24	22	1/3	1/3	3/4	2	1	viio6/IV	Eb	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
391/6	0.3333333333333286	24	22	5/12	5/12	3/4	2	1	IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
131/2	0.6666666666666714	24	22	1/2	1/2	3/4	2	1	#viio64/ii	Eb	I		#viio64/ii	#vii	o	64		ii			o	0	0	1, 7, 4		7	1
397/6	0.3333333333333286	24	22	2/3	2/3	3/4	2	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
133/2	1.0	25	23	0	0	3/4	2	1	#viio65/ii	Eb	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
135/2	1.0	25	23	1/4	1/4	3/4	2	1	#viio/ii	Eb	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
137/2	1.0	25	23	1/2	1/2	3/4	2	1	V7/ii	Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
139/2	2.0	26	24	0	0	3/4	2	1	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
143/2	1.0	26	24	1/2	1/2	3/4	2	1	V65/v	Eb	I		V65/v	V		65		v			Mm7	0	0	6, 3, 0, 2		2	6
145/2	0.6666666666666714	27	25	0	0	3/4	2	1	v	Eb	I		v	v							m	0	0	1, -2, 2		1	1
439/6	0.3333333333333286	27	25	1/6	1/6	3/4	2	1	V/ii	Eb	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
147/2	0.6666666666666714	27	25	1/4	1/4	3/4	2	1	bVI/ii	Eb	I		bVI/ii	bVI				ii			M	0	0	-9, -5, -8		-9	-9
445/6	0.3333333333333286	27	25	5/12	5/12	3/4	2	1	ii64	Eb	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
149/2	0.6666666666666714	27	25	1/2	1/2	3/4	2	1	#viio64/ii	Eb	I		#viio64/ii	#vii	o	64		ii			o	0	0	1, 7, 4		7	1
451/6	0.3333333333333286	27	25	2/3	2/3	3/4	2	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
151/2	1.0	28	26	0	0	3/4	2	1	ii7/ii	Eb	I		ii7/ii	ii		7		ii			mm7	0	0	4, 1, 5, 2		4	4
153/2	1.0	28	26	1/4	1/4	3/4	2	1	#viio6/ii	Eb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
155/2	0.6666666666666714	28	26	1/2	1/2	3/4	2	1	#viio7/ii	Eb	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
469/6	0.3333333333333286	28	26	2/3	2/3	3/4	2	1	V/ii	Eb	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
157/2	0.6666666666666714	29	27	0	0	3/4	2	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
475/6	0.3333333333333286	29	27	1/6	1/6	3/4	2	1	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
159/2	0.6666666666666714	29	27	1/4	1/4	3/4	2	1	iv/ii	Eb	I		iv/ii	iv				ii			m	0	0	1, -2, 2		1	1
481/6	0.3333333333333286	29	27	5/12	5/12	3/4	2	1	iv6/ii	Eb	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
161/2	0.6666666666666714	29	27	1/2	1/2	3/4	2	1	V(64)/ii	Eb	I		V(64)/ii	V			64	ii			M	0	0	3, 2, -1		3	3
487/6	0.3333333333333286	29	27	2/3	2/3	3/4	2	1	V/ii	Eb	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
163/2	1.6666666666666714	30	28	0	0	3/4	2	1	ii\\	Eb	I		ii	ii						\\	m	0	0	2, -1, 3		2	2
499/6	0.3333333333333286	30	28	5/12	5/12	3/4	2	1	V/ii	Eb	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
167/2	1.0	30	28	1/2	1/2	3/4	2	1	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
169/2	2.0	31	29	0	0	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
173/2	1.0	31	29	1/2	1/2	3/4	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
175/2	2.0	32	30	0	0	3/4	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
179/2	1.0	32	30	1/2	1/2	3/4	2	1	V7/IV	Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
181/2	0.3333333333333286	33	31	0	0	3/4	2	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
545/6	1.3333333333333428	33	31	1/12	1/12	3/4	2	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
553/6	0.3333333333333286	33	31	5/12	5/12	3/4	2	1	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
185/2	0.6666666666666714	33	31	1/2	1/2	3/4	2	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
559/6	0.3333333333333286	33	31	2/3	2/3	3/4	2	1	ii7	Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
187/2	0.6666666666666714	34	32	0	0	3/4	2	1	V(94)	Eb	I		V(94)	V			94				M	0	0	1, 0, 2	3	1	1
565/6	0.3333333333333286	34	32	1/6	1/6	3/4	2	1	V(2)	Eb	I		V(2)	V			2				M	0	0	3, 5, 2		1	3
189/2	0.6666666666666714	34	32	1/4	1/4	3/4	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
571/6	0.3333333333333286	34	32	5/12	5/12	3/4	2	1	viio64	Eb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
191/2	0.6666666666666714	34	32	1/2	1/2	3/4	2	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
577/6	0.3333333333333286	34	32	2/3	2/3	3/4	2	1	viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
193/2	1.3333333333333286	35	33	0	0	3/4	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
587/6	0.6666666666666714	35	33	1/3	1/3	3/4	2	1	viio64/IV	Eb	I		viio64/IV	vii	o	64		IV			o	0	0	-2, 4, 1		4	-2
197/2	0.5	35	33	1/2	1/2	3/4	2	1	viio6/IV	Eb	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
99	0.5	35	33	5/8	5/8	3/4	2	1	viio/IV	Eb	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
199/2	0.6666666666666714	36	34	0	0	3/4	2	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
601/6	0.3333333333333286	36	34	1/6	1/6	3/4	2	1	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
201/2	0.6666666666666714	36	34	1/4	1/4	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
607/6	0.3333333333333286	36	34	5/12	5/12	3/4	2	1	iii	Eb	I		iii	iii							m	0	0	4, 1, 5		4	4
203/2	0.6666666666666714	36	34	1/2	1/2	3/4	2	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
613/6	0.3333333333333286	36	34	2/3	2/3	3/4	2	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
205/2	0.6666666666666714	37	35	0	0	3/4	2	1	viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
619/6	0.3333333333333286	37	35	1/6	1/6	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
207/2	0.6666666666666714	37	35	1/4	1/4	3/4	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
625/6	0.3333333333333286	37	35	5/12	5/12	3/4	2	1	IV(9)	Eb	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
209/2	0.6666666666666714	37	35	1/2	1/2	3/4	2	1	V(4)	Eb	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
631/6	0.3333333333333286	37	35	2/3	2/3	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
211/2	2.5	38	36	0	0	3/4	2	1	I\\	Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
