mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	3/4	2	1	E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	3	3	1.0	0	0	3/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
2	2	4	4	1.0	1/4	1/4	3/4	2	1	I(64)	E	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
2	2	5	5	1.0	1/2	1/2	3/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	3	6	6	3.0	0	0	3/4	2	1	viio	E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
4	4	9	9	1.0	0	0	3/4	2	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
4	4	10	10	1.0	1/4	1/4	3/4	2	1	I(94)	E	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
4	4	11	11	3.0	1/2	1/2	3/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
5	5	12	12	0.0	0	0	3/4	2	1	{	E	I									{		0	0				
5	5	14	14	1.0	1/2	1/2	3/4	2	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
6	6	15	15	1.0	0	0	3/4	2	1	V2/V	E	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
6	6	16	16	1.0	1/4	1/4	3/4	2	1	V2(94)/V	E	I		V2(94)/V	V		2	94	V			Mm7	0	0	0, 2, 1, 3	4	2	0
6	6	17	17	1.0	1/2	1/2	3/4	2	1	V2/V	E	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
7	7	18	18	1.0	0	0	3/4	2	1	I6/V	E	I		I6/V	I		6		V			M	0	0	5, 2, 1		1	5
7	7	19	19	1.0	1/4	1/4	3/4	2	1	IV/V	E	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
7	7	20	20	1.0	1/2	1/2	3/4	2	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
