mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	0.75	0	13/16	4/4	2	1	b.V{		b	i		V	V						{	M	1	1	1, 5, 2		1	1
2	1	3/4	3/4	2.5	0	0	4/4	2	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
2	1	13/4	13/4	1.0	5/8	5/8	4/4	2	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	1	17/4	17/4	0.5	7/8	7/8	4/4	2	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
3	2	19/4	19/4	0.5	0	0	4/4	2	1	iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	2	21/4	21/4	0.5	1/8	1/8	4/4	2	1	ii%7		b	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
3	2	23/4	23/4	1.0	1/4	1/4	4/4	2	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
3	2	27/4	27/4	0.5	1/2	1/2	4/4	2	1	i}		b	i		i	i						}	m	1	1	0, -3, 1		0	0
3	2	7	7	0.0	9/16	9/16	4/4	2	1	{		b	i									{		1	1				
3	2	29/4	29/4	0.5	5/8	5/8	4/4	2	1	#viio6		b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
3	2	31/4	31/4	0.5	3/4	3/4	4/4	2	1	i6		b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	33/4	33/4	0.5	7/8	7/8	4/4	2	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
4	3	35/4	35/4	1.0	0	0	4/4	2	1	iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	3	39/4	39/4	0.5	1/4	1/4	4/4	2	1	ii%7		b	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
4	3	41/4	41/4	0.5	3/8	3/8	4/4	2	1	ii%2		b	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
4	3	43/4	43/4	0.5	1/2	1/2	4/4	2	1	V/III		b	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
4	3	45/4	45/4	0.5	5/8	5/8	4/4	2	1	V2/III		b	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
4	3	47/4	47/4	0.5	3/4	3/4	4/4	2	1	iii/III		b	i		iii/III	iii				III			m	1	1	1, -2, 2		1	1
4	3	49/4	49/4	0.5	7/8	7/8	4/4	2	1	viio6/III		b	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
5	4	51/4	51/4	1.0	0	0	4/4	2	1	III		b	i		III	III							M	1	1	-3, 1, -2		-3	-3
5	4	55/4	55/4	0.5	1/4	1/4	4/4	2	1	vi7/III		b	i		vi7/III	vi		7		III			mm7	1	1	0, -3, 1, -2		0	0
5	4	57/4	57/4	0.5	3/8	3/8	4/4	2	1	V/III		b	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
5	4	59/4	59/4	0.5	1/2	1/2	4/4	2	1	IV/III		b	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
5	4	61/4	61/4	0.5	5/8	5/8	4/4	2	1	III6		b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	4	63/4	63/4	0.5	3/4	3/4	4/4	2	1	ii/III		b	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
5	4	65/4	65/4	0.5	7/8	7/8	4/4	2	1	III		b	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	5	67/4	67/4	1.0	0	0	4/4	2	1	V6/III		b	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
6	5	71/4	71/4	1.0	1/4	1/4	4/4	2	1	V(64)/III		b	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
6	5	75/4	75/4	1.0	1/2	1/2	4/4	2	1	vi/III		b	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
6	5	79/4	79/4	0.5	3/4	3/4	4/4	2	1	ii6/III		b	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
6	5	81/4	81/4	0.5	7/8	7/8	4/4	2	1	V/III		b	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
7	6	83/4	83/4	0.5	0	0	4/4	2	1	I/III|PAC}		b	i		I/III	I				III	PAC	}	M	1	1	-3, 1, -2		-3	-3
7	6	21	21	0.0	1/16	1/16	4/4	2	1	{		b	i									{		1	1				
7	6	85/4	85/4	0.5	1/8	1/8	4/4	2	1	i6		b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
7	6	87/4	87/4	1.0	1/4	1/4	4/4	2	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
7	6	91/4	91/4	2.0	1/2	1/2	4/4	2	1	ii%43		b	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
8	7	99/4	99/4	1.0	0	0	4/4	2	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
8	7	103/4	103/4	1.0	1/4	1/4	4/4	2	1	#viio43/v		b	i		#viio43/v	#vii	o	43		v			o7	1	1	0, -3, 6, 3		6	0
8	7	107/4	107/4	0.5	1/2	1/2	4/4	2	1	v6(2)		b	i		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
