mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3.0	0	3/4	2/2	2	1		a.i		a	i		i	i							m	1	1	0, -3, 1		0	0
2	1	3	2.0	1/2	1/2	2/2	2	1		iv64		a	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
3	2	5	1.0	0	0	2/2	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	2	6	1.0	1/4	1/4	2/2	2	1		iv64		a	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
3	2	7	1.0	1/2	1/2	2/2	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	2	8	1.0	3/4	3/4	2/2	2	1		ii%2		a	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
4	3	9	2.0	0	0	2/2	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
4	3	11	2.0	1/2	1/2	2/2	2	1		iv64		a	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
5	4	13	2.0	0	0	2/2	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
5	4	15	2.0	1/2	1/2	2/2	2	1		ii%2		a	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
6	5	17	1.0	0	0	2/2	2	1		V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
6	5	18	1.0	1/4	1/4	2/2	2	1		ii64		a	i		ii64	ii		64					m	1	1	3, 2, -1		2	3
6	5	19	1.0	1/2	1/2	2/2	2	1		#viio		a	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
6	5	20	1.0	3/4	3/4	2/2	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
7	6	21	2.0	0	0	2/2	2	1		V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
7	6	23	2.0	1/2	1/2	2/2	2	1		V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	7	25	2.0	0	0	2/2	2	1		V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
8	7	27	1.0	1/2	1/2	2/2	2	1		V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	7	28	1.0	3/4	3/4	2/2	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
9	8	29	1.0	0	0	2/2	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
9	8	30	1.0	1/4	1/4	2/2	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
9	8	31	1.0	1/2	1/2	2/2	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	8	32	1.0	3/4	3/4	2/2	2	1		V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	9	33	1.0	0	0	2/2	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
10	9	34	1.0	1/4	1/4	2/2	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	9	35	1.0	1/2	1/2	2/2	2	1		i64		a	i		i64	i		64					m	1	1	1, 0, -3		0	1
10	9	36	1.0	3/4	3/4	2/2	2	1		i2		a	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
11	10	37	1.0	0	0	2/2	2	1		viio/VII		a	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
11	10	38	1.0	1/4	1/4	2/2	2	1		V64/VII		a	i		V64/VII	V		64		VII			M	1	1	0, -1, 3		-1	0
11	10	39	1.0	1/2	1/2	2/2	2	1		V7/VII		a	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
11	10	40	1.0	3/4	3/4	2/2	2	1		V6/VII		a	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
12	11	41	1.0	0	0	2/2	2	1		VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
12	11	42	1.0	1/4	1/4	2/2	2	1		VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
12	11	43	1.0	1/2	1/2	2/2	2	1		VII64		a	i		VII64	VII		64					M	1	1	-1, -2, 2		-2	-1
12	11	44	1.0	3/4	3/4	2/2	2	1		VIIM2		a	i		VIIM2	VII	M	2					MM7	1	1	3, -2, 2, -1		-2	3
13	12	45	1.0	0	0	2/2	2	1		IIIM65		a	i		IIIM65	III	M	65					MM7	1	1	1, -2, 2, -3		-3	1
13	12	46	1.0	1/4	1/4	2/2	2	1		III64		a	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
13	12	47	1.0	1/2	1/2	2/2	2	1		IIIM7		a	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
13	12	48	1.0	3/4	3/4	2/2	2	1		III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
14	13	49	1.0	0	0	2/2	2	1		iio/v		a	i		iio/v	ii	o			v			o	1	1	3, 0, -3		3	3
14	13	50	1.0	1/4	1/4	2/2	2	1		iio6/v		a	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0
14	13	51	1.0	1/2	1/2	2/2	2	1		iio64/v		a	i		iio64/v	ii	o	64		v			o	1	1	-3, 3, 0		3	-3
14	13	52	1.0	3/4	3/4	2/2	2	1		ii%2/v		a	i		ii%2/v	ii	%	2		v			%7	1	1	1, 3, 0, -3		3	1
15	14	53	1.0	0	0	2/2	2	1		#viio/v		a	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
15	14	54	1.0	1/4	1/4	2/2	2	1		V64/v		a	i		V64/v	V		64		v			M	1	1	3, 2, 6		2	3
15	14	55	1.0	1/2	1/2	2/2	2	1		V7/v		a	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
15	14	56	1.0	3/4	3/4	2/2	2	1		V6/v		a	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
