mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.5	0	11/8	6/4	2	1	F.I[I		F	I	I	I	I							M	0	0	0, 4, 1		0	0
2	1	5/2	1.0	1/2	1/2	6/4	2	1	IV		F	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
2	1	7/2	1.0	3/4	3/4	6/4	2	1	I		F	I	I	I	I							M	0	0	0, 4, 1		0	0
2	1	9/2	1.0	1	1	6/4	2	1	IV6(2)		F	I	I	IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
2	1	11/2	1.0	5/4	5/4	6/4	2	1	viio		F	I	I	viio	vii	o						o	0	0	5, 2, -1		5	5
3	2	13/2	1.5	0	0	6/4	2	1	I]		F	I	I	I	I							M	0	0	0, 4, 1		0	0
3	2	8	0.5	3/8	3/8	6/4	2	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
3	2	17/2	1.5	1/2	1/2	6/4	2	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
3	2	10	0.5	7/8	7/8	6/4	2	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
3	2	21/2	1.0	1	1	6/4	2	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	23/2	1.0	5/4	5/4	6/4	2	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	3	25/2	1.0	0	0	6/4	2	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
4	3	27/2	1.0	1/4	1/4	6/4	2	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	29/2	2.0	1/2	1/2	6/4	2	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	3	33/2	1.0	1	1	6/4	2	1	vii%7/V		F	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
4	3	35/2	1.0	5/4	5/4	6/4	2	1	V7/V		F	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
5	4	37/2	2.0	0	0	6/4	2	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
5	4	41/2	1.0	1/2	1/2	6/4	2	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	4	43/2	1.0	3/4	3/4	6/4	2	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
5	4	45/2	1.0	1	1	6/4	2	1	V65/vi		F	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
