mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	3/4	2	1	a.i{	a	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	0.5	1/4	1/4	3/4	2	1	iio6(112)	a	i		iio6(112)	ii	o	6	112				o	1	1	-1, -4, -3	1	2	-1
1	1	3/2	0.5	3/8	3/8	3/4	2	1	iio6	a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
1	1	2	0.5	1/2	1/2	3/4	2	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
1	1	5/2	0.5	5/8	5/8	3/4	2	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
2	2	3	1.0	0	0	3/4	2	1	VI	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	4	1.0	1/4	1/4	3/4	2	1	i64	a	i		i64	i		64					m	1	1	1, 0, -3		0	1
2	2	5	2.0	1/2	1/2	3/4	2	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	7	0.5	1/4	1/4	3/4	2	1	ii%65(112)	a	i		ii%65(112)	ii	%	65	112				%7	1	1	-1, -4, 0, -3	1	2	-1
3	3	15/2	0.5	3/8	3/8	3/4	2	1	ii%65	a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	3	8	0.5	1/2	1/2	3/4	2	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
3	3	17/2	0.5	5/8	5/8	3/4	2	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
4	4	9	1.0	0	0	3/4	2	1	i(9#7)}	a	i		i(9#7)	i			9#7			}	m	1	1	0, -3, 1	2, 5	0	0
4	4	10	1.0	1/4	1/4	3/4	2	1	i6|IAC	a	i		i6	i		6			IAC		m	1	1	-3, 1, 0		0	-3
4	4	11	1.0	1/2	1/2	3/4	2	1	i64	a	i		i64	i		64					m	1	1	1, 0, -3		0	1
5	5	12	1.0	0	0	3/4	2	1	i{	a	i		i	i						{	m	1	1	0, -3, 1		0	0
5	5	13	2.0	1/4	1/4	3/4	2	1	III.IV6	a	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
6	6	15	1.0	0	0	3/4	2	1	viio	a	III		viio	vii	o						o	1	0	5, 2, -1		5	5
6	6	16	2.0	1/4	1/4	3/4	2	1	V65	a	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
7	7	18	0.5	0	0	3/4	2	1	I	a	III		I	I							M	1	0	0, 4, 1		0	0
7	7	37/2	0.5	1/8	1/8	3/4	2	1	V6(11)	a	III		V6(11)	V		6	11				M	1	0	5, 2, 1	0	1	5
7	7	19	0.5	1/4	1/4	3/4	2	1	ii65	a	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
7	7	39/2	0.5	3/8	3/8	3/4	2	1	I64	a	III		I64	I		64					M	1	0	1, 0, 4		0	1
7	7	20	0.5	1/2	1/2	3/4	2	1	ii6	a	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
7	7	41/2	0.5	5/8	5/8	3/4	2	1	IVM7	a	III		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
8	8	21	1.0	0	0	3/4	2	1	V2(4)}	a	III		V2(4)	V		2	4			}	Mm7	1	0	-1, 1, 0, 2		1	-1
8	8	22	2.0	1/4	1/4	3/4	2	1	V|HC	a	III		V	V					HC		M	1	0	1, 5, 2		1	1
9	9	24	3.0	0	0	3/4	2	1	V65/IV{	a	III		V65/IV	V		65		IV		{	Mm7	1	0	4, 1, -2, 0		0	4
10	10	27	2.0	0	0	3/4	2	1	IV	a	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
10	10	29	2.0	1/2	1/2	3/4	2	1	viio7/V	a	III		viio7/V	vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
11	11	31	1.0	1/4	1/4	3/4	2	1	V(64)	a	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
11	11	32	1.0	1/2	1/2	3/4	2	1	V7	a	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
12	12	33	1.0	0	0	3/4	2	1	I(94)}	a	III		I(94)	I			94			}	M	1	0	0, -1, 1	2	0	0
12	12	34	2.5	1/4	1/4	3/4	2	1	I|PAC	a	III		I	I					PAC		M	1	0	0, 4, 1		0	0
13	13	36	0.0	0	0	3/4	2	1	{	a	III									{		1	0				
13	13	73/2	0.5	1/8	1/8	3/4	2	1	I6	a	III		I6	I		6					M	1	0	4, 1, 0		0	4
13	13	37	1.5	1/4	1/4	3/4	2	1	V(64)	a	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
13	13	77/2	0.5	5/8	5/8	3/4	2	1	V	a	III		V	V							M	1	0	1, 5, 2		1	1
14	14	39	1.0	0	0	3/4	2	1	I(^2)	a	III		I(^2)	I			^2				M	1	0	0, 2, 1		0	0
14	14	40	2.0	1/4	1/4	3/4	2	1	I	a	III		I	I							M	1	0	0, 4, 1		0	0
15	15	42	1.0	0	0	3/4	2	1	v.#viio65	a	v		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
15	15	43	1.0	1/4	1/4	3/4	2	1	i	a	v		i	i							m	1	1	0, -3, 1		0	0
15	15	44	1.0	1/2	1/2	3/4	2	1	viio43/V	a	v		viio43/V	vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
16	16	45	1.0	0	0	3/4	2	1	V(4)}	a	v		V(4)	V			4			}	M	1	1	1, 0, 2		1	1
16	16	46	2.0	1/4	1/4	3/4	2	1	V|HC	a	v		V	V					HC		M	1	1	1, 5, 2		1	1
17	17	48	2.0	0	0	3/4	2	1	i{	a	v		i	i						{	m	1	1	0, -3, 1		0	0
17	17	50	1.0	1/2	1/2	3/4	2	1	viio43/V	a	v		viio43/V	vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
18	18	51	1.0	0	0	3/4	2	1	#viio	a	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
18	18	52	1.0	1/4	1/4	3/4	2	1	V65	a	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
18	18	53	1.0	1/2	1/2	3/4	2	1	#viio43/iv	a	v		#viio43/iv	#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
19	19	54	1.0	0	0	3/4	2	1	iv6	a	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
19	19	55	1.0	1/4	1/4	3/4	2	1	i6	a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
19	19	56	0.5	1/2	1/2	3/4	2	1	V(64)	a	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
19	19	113/2	0.5	5/8	5/8	3/4	2	1	V7	a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	20	57	1.0	0	0	3/4	2	1	i(^9#7)}	a	v		i(^9#7)	i			^9#7			}	m	1	1	0, -3, 1	2, 5	0	0
20	20	58	1.0	1/4	1/4	3/4	2	1	i6|IAC	a	v		i6	i		6			IAC		m	1	1	-3, 1, 0		0	-3
20	20	59	1.0	1/2	1/2	3/4	2	1	i64	a	v		i64	i		64					m	1	1	1, 0, -3		0	1
21	21	60	2.0	0	0	3/4	2	1	io{	a	v		io	i	o					{	o	1	1	0, -3, -6		0	0
21	21	62	1.0	1/2	1/2	3/4	2	1	io6	a	v		io6	i	o	6					o	1	1	-3, -6, 0		0	-3
22	22	63	3.0	0	0	3/4	2	1	i.V7/iv	a	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
23	23	66	2.0	0	0	3/4	2	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
23	23	68	1.0	1/2	1/2	3/4	2	1	iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
24	24	69	3.0	0	0	3/4	2	1	V7/III	a	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
25	25	72	0.5	0	0	3/4	2	1	III	a	i		III	III							M	1	1	-3, 1, -2		-3	-3
25	25	145/2	0.5	1/8	1/8	3/4	2	1	viio/III	a	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
25	25	73	0.5	1/4	1/4	3/4	2	1	IV6/III	a	i		IV6/III	IV		6		III			M	1	1	0, -3, -4		-4	0
25	25	147/2	0.5	3/8	3/8	3/4	2	1	III64	a	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
25	25	74	0.5	1/2	1/2	3/4	2	1	IVM7/III	a	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4
25	25	149/2	0.5	5/8	5/8	3/4	2	1	III6	a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
26	26	75	0.5	0	0	3/4	2	1	vii43	a	i		vii43	vii		43					mm7	1	1	-1, -4, -2, -5		-2	-1
26	26	151/2	0.5	1/8	1/8	3/4	2	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
26	26	76	0.5	1/4	1/4	3/4	2	1	#viio6	a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
26	26	153/2	0.5	3/8	3/8	3/4	2	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
26	26	77	0.5	1/2	1/2	3/4	2	1	#viio7	a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
