quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
14	0.5	5	5	1/2	1/2	3/4	2	1	VIM7	b	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
29/2	0.5	5	5	5/8	5/8	3/4	2	1	iv65	b	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
15	0.5	6	6	0	0	3/4	2	1	v7	b	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
31/2	0.5	6	6	1/8	1/8	3/4	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
16	0.5	6	6	1/4	1/4	3/4	2	1	iv7	b	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
33/2	0.5	6	6	3/8	3/8	3/4	2	1	ii%65	b	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
17	0.5	6	6	1/2	1/2	3/4	2	1	v7	b	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
35/2	0.5	6	6	5/8	5/8	3/4	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
18	0.5	7	7	0	0	3/4	2	1	IV/III	b	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
37/2	0.5	7	7	1/8	1/8	3/4	2	1	ii65/III	b	i		ii65/III	ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4
19	0.5	7	7	1/4	1/4	3/4	2	1	V/III	b	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
39/2	0.5	7	7	3/8	3/8	3/4	2	1	IVM7/III	b	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4
20	1.0	7	7	1/2	1/2	3/4	2	1	V7/III	b	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
21	1.0	8	8	0	0	3/4	2	1	III	b	i		III	III							M	1	1	-3, 1, -2		-3	-3
22	1.0	8	8	1/4	1/4	3/4	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
23	3.0	8	8	1/2	1/2	3/4	2	1	III\\	b	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
26	0.5	9	9	1/2	1/2	3/4	2	1	viio6(2)/III	b	i		viio6(2)/III	vii	o	6	2	III			o	1	1	-1, -4, -3		2	-1
53/2	0.5	9	9	5/8	5/8	3/4	2	1	viio6/III	b	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
27	1.0	10	10	0	0	3/4	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
28	0.5	10	10	1/4	1/4	3/4	2	1	III64	b	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
57/2	0.5	10	10	3/8	3/8	3/4	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
29	0.5	10	10	1/2	1/2	3/4	2	1	viio6(2)/III	b	i		viio6(2)/III	vii	o	6	2	III			o	1	1	-1, -4, -3		2	-1
59/2	0.5	10	10	5/8	5/8	3/4	2	1	viio6/III	b	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
30	0.5	11	11	0	0	3/4	2	1	III	b	i		III	III							M	1	1	-3, 1, -2		-3	-3
61/2	0.5	11	11	1/8	1/8	3/4	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
31	0.5	11	11	1/4	1/4	3/4	2	1	VII6(4)	b	i		VII6(4)	VII		6	4				M	1	1	-3, -1, -2		-2	-3
63/2	0.5	11	11	3/8	3/8	3/4	2	1	VII6	b	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
32	0.5	11	11	1/2	1/2	3/4	2	1	VI6(4)	b	i		VI6(4)	VI		6	4				M	1	1	2, -3, -4		-4	2
65/2	0.5	11	11	5/8	5/8	3/4	2	1	VI6	b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
33	1.0	12	12	0	0	3/4	2	1	VII(9#74)	b	i		VII(9#74)	VII			9#74				M	1	1	-2, -3, -1	0, 3	-2	-2
34	1.0	12	12	1/4	1/4	3/4	2	1	VII	b	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
35	0.5	12	12	1/2	1/2	3/4	2	1	VIIM2	b	i		VIIM2	VII	M	2					MM7	1	1	3, -2, 2, -1		-2	3
71/2	0.5	12	12	5/8	5/8	3/4	2	1	v7	b	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
36	2.0	13	13	0	0	3/4	2	1	#viio7/v	b	i		#viio7/v	#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
38	1.0	13	13	1/2	1/2	3/4	2	1	v	b	i		v	v							m	1	1	1, -2, 2		1	1
39	1.0	14	14	0	0	3/4	2	1	V7(6)/v	b	i		V7(6)/v	V		7	6	v			Mm7	1	1	2, 6, -2, 0		2	2
40	1.0	14	14	1/4	1/4	3/4	2	1	V7/v	b	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
41	1.0	14	14	1/2	1/2	3/4	2	1	VI/v	b	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
42	1.0	15	15	0	0	3/4	2	1	ii%65/v	b	i		ii%65/v	ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
43	1.0	15	15	1/4	1/4	3/4	2	1	V(4)/v	b	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
44	1.0	15	15	1/2	1/2	3/4	2	1	V/v	b	i		V/v	V				v			M	1	1	2, 6, 3		2	2
45	2.0	16	16	0	0	3/4	2	1	v\\	b	i		v	v						\\	m	1	1	1, -2, 2		1	1
47	1.0	16	16	1/2	1/2	3/4	2	1	v2	b	i		v2	v		2					mm7	1	1	-1, 1, -2, 2		1	-1
48	1.0	17	17	0	0	3/4	2	1	#viio7/iv	b	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
49	1.0	17	17	1/4	1/4	3/4	2	1	V65/iv	b	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
50	1.0	17	17	1/2	1/2	3/4	2	1	#viio7/iv	b	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
51	1.0	18	18	0	0	3/4	2	1	iv(9#764)	b	i		iv(9#764)	iv			9#764				m	1	1	-1, -2, 2	1, 4	-1	-1
52	2.0	18	18	1/4	1/4	3/4	2	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
54	1.0	19	19	0	0	3/4	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
55	1.0	19	19	1/4	1/4	3/4	2	1	V2/V	b	i		V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
56	0.5	19	19	1/2	1/2	3/4	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
113/2	0.5	19	19	5/8	5/8	3/4	2	1	ii%7/V	b	i		ii%7/V	ii	%	7		V			%7	1	1	3, 0, -3, 1		3	3
57	1.0	20	20	0	0	3/4	2	1	viio7/V	b	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
58	1.0	20	20	1/4	1/4	3/4	2	1	V(94)	b	i		V(94)	V			94				M	1	1	1, 0, 2	-4	1	1
59	1.0	20	20	1/2	1/2	3/4	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
60	2.0	21	21	0	0	3/4	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
62	0.5	21	21	1/2	1/2	3/4	2	1	#viio6(2)	b	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
125/2	0.5	21	21	5/8	5/8	3/4	2	1	#viio6	b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
63	1.5	22	22	0	0	3/4	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
129/2	0.5	22	22	3/8	3/8	3/4	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
65	0.5	22	22	1/2	1/2	3/4	2	1	ii%2	b	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
131/2	0.5	22	22	5/8	5/8	3/4	2	1	#viio7	b	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
66	0.5	23	23	0	0	3/4	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
133/2	0.5	23	23	1/8	1/8	3/4	2	1	#viio65	b	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
67	0.5	23	23	1/4	1/4	3/4	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
135/2	0.5	23	23	3/8	3/8	3/4	2	1	ii%65	b	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
68	0.5	23	23	1/2	1/2	3/4	2	1	V(64)	b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
137/2	0.5	23	23	5/8	5/8	3/4	2	1	V7	b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
69	0.5	24	24	0	0	3/4	2	1	i(4)	b	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
139/2	2.5	24	24	1/8	1/8	3/4	2	1	i\\	b	i		i	i						\\	m	1	1	0, -3, 1		0	0
