mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	11/8	#viio7/v	g	i		#viio7/v	#vii	o	7		v		o7	1	1	6, 3, 0, -3		6	6
12	12	0	v	g	i		v	v						m	1	1	1, -2, 2		1	1
12	12	1/4	v6/v	g	i		v6/v	v		6		v		m	1	1	-1, 3, 2		2	-1
12	12	3/8	iv6(2)/v	g	i		iv6(2)/v	iv		6	2	v		m	1	1	-3, 1, 2		0	-3
12	12	5/8	iv6/v	g	i		iv6/v	iv		6		v		m	1	1	-3, 1, 0		0	-3
12	12	3/4	V(4)/v	g	i		V(4)/v	V			4	v		M	1	1	2, 1, 3		2	2
12	12	9/8	V7/v	g	i		V7/v	V		7		v		Mm7	1	1	2, 6, 3, 0		2	2
13	13	0	VI/v	g	i		VI/v	VI				v		M	1	1	-3, 1, -2		-3	-3
13	13	1/4	iv7/v	g	i		iv7/v	iv		7		v		mm7	1	1	0, -3, 1, -2		0	0
13	13	3/8	v	g	i		v	v						m	1	1	1, -2, 2		1	1
13	13	3/4	V7/v	g	i		V7/v	V		7		v		Mm7	1	1	2, 6, 3, 0		2	2
13	13	9/8	iio/v	g	i		iio/v	ii	o			v		o	1	1	3, 0, -3		3	3
14	14	0	v6	g	i		v6	v		6				m	1	1	-2, 2, 1		1	-2
14	14	3/8	#viio6(2)/v	g	i		#viio6(2)/v	#vii	o	6	2	v		o	1	1	3, 0, 1		6	3
14	14	5/8	#viio6/v	g	i		#viio6/v	#vii	o	6		v		o	1	1	3, 0, 6		6	3
14	14	3/4	v	g	i		v	v						m	1	1	1, -2, 2		1	1
15	15	0	v6	g	i		v6	v		6				m	1	1	-2, 2, 1		1	-2
15	15	1/8	V/v	g	i		V/v	V				v		M	1	1	2, 6, 3		2	2
15	15	9/8	#viio/v	g	i		#viio/v	#vii	o			v		o	1	1	6, 3, 0		6	6
15	15	11/8	v	g	i		v	v						m	1	1	1, -2, 2		1	1
16	16	0	iio/v	g	i		iio/v	ii	o			v		o	1	1	3, 0, -3		3	3
16	16	3/4	#viio64/v	g	i		#viio64/v	#vii	o	64		v		o	1	1	0, 6, 3		6	0
16	16	9/8	iio6/v	g	i		iio6/v	ii	o	6		v		o	1	1	0, -3, 3		3	0
17	17	3/8	iio/v	g	i		iio/v	ii	o			v		o	1	1	3, 0, -3		3	3
17	17	3/4	V/v	g	i		V/v	V				v		M	1	1	2, 6, 3		2	2
17	17	9/8	IV6/v	g	i		IV6/v	IV		6		v		M	1	1	4, 1, 0		0	4
18	18	0	V6/v	g	i		V6/v	V		6		v		M	1	1	6, 3, 2		2	6
18	18	1/4	V7/v	g	i		V7/v	V		7		v		Mm7	1	1	2, 6, 3, 0		2	2
18	18	3/8	IV65/v	g	i		IV65/v	IV		65		v		Mm7	1	1	4, 1, -2, 0		0	4
18	18	5/8	#viio/v	g	i		#viio/v	#vii	o			v		o	1	1	6, 3, 0		6	6
18	18	3/4	v	g	i		v	v						m	1	1	1, -2, 2		1	1
18	18	9/8	ii%7/v	g	i		ii%7/v	ii	%	7		v		%7	1	1	3, 2, 9, 1		3	3
19	19	0	v6	g	i		v6	v		6				m	1	1	-2, 2, 1		1	-2
19	19	3/8	ii%65/v	g	i		ii%65/v	ii	%	65		v		%7	1	1	2, 9, 1, 3		3	2
19	19	3/4	#viio6/v	g	i		#viio6/v	#vii	o	6		v		o	1	1	3, 0, 6		6	3
19	19	9/8	v6	g	i		v6	v		6				m	1	1	-2, 2, 1		1	-2
20	20	0	iv/v	g	i		iv/v	iv				v		m	1	1	0, -3, 1		0	0
20	20	3/8	#viio7/ii	g	i		#viio7/ii	#vii	o	7		ii		o7	1	1	7, 4, 1, -2		7	7
20	20	3/4	V/v	g	i		V/v	V				v		M	1	1	2, 6, 3		2	2
20	20	1	v	g	i		v	v						m	1	1	1, -2, 2		1	1
20	20	9/8	#viio/v	g	i		#viio/v	#vii	o			v		o	1	1	6, 3, 0		6	6
21	21	0	v6	g	i		v6	v		6				m	1	1	-2, 2, 1		1	-2
21	21	3/8	V(4)/v	g	i		V(4)/v	V			4	v		M	1	1	2, 1, 3		2	2
21	21	5/8	V/v	g	i		V/v	V				v		M	1	1	2, 6, 3		2	2
21	21	3/4	V\\	g	i		V	V					\\	M	1	1	1, 5, 2		1	1
22	22	11/8	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
23	23	3/8	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
23	23	3/4	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
23	23	9/8	iio	g	i		iio	ii	o					o	1	1	2, -1, -4		2	2
24	24	0	V(64)	g	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
24	24	3/8	IV6	g	i		IV6	IV		6				M	1	1	3, 0, -1		-1	3
24	24	5/8	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
24	24	3/4	iio/v	g	i		iio/v	ii	o			v		o	1	1	3, 0, -3		3	3
24	24	9/8	#viio/v	g	i		#viio/v	#vii	o			v		o	1	1	6, 3, 0		6	6
24	24	11/8	v	g	i		v	v						m	1	1	1, -2, 2		1	1
25	25	0	V6/v	g	i		V6/v	V		6		v		M	1	1	6, 3, 2		2	6
25	25	3/8	v6	g	i		v6	v		6				m	1	1	-2, 2, 1		1	-2
25	25	3/4	iv/v	g	i		iv/v	iv				v		m	1	1	0, -3, 1		0	0
25	25	9/8	iio/v	g	i		iio/v	ii	o			v		o	1	1	3, 0, -3		3	3
26	26	0	V(64)/v	g	i		V(64)/v	V			64	v		M	1	1	2, 1, -2		2	2
26	26	3/8	V65/v	g	i		V65/v	V		65		v		Mm7	1	1	6, 3, 0, 2		2	6
26	26	3/4	v	g	i		v	v						m	1	1	1, -2, 2		1	1
26	26	9/8	III	g	i		III	III						M	1	1	-3, 1, -2		-3	-3
27	27	0	iv7	g	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
27	27	3/8	V2	g	i		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
27	27	3/4	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
27	27	9/8	#viio/iv	g	i		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
28	28	0	iio6	g	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
28	28	3/8	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
28	28	3/4	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
28	28	9/8	i	g	i		i	i						m	1	1	0, -3, 1		0	0
28	28	11/8	iv6	g	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
29	29	0	V	g	i		V	V						M	1	1	1, 5, 2		1	1
29	29	3/8	i	g	i		i	i						m	1	1	0, -3, 1		0	0
29	29	3/4	iv43	g	i		iv43	iv		43				mm7	1	1	0, -3, -1, -4		-1	0
29	29	9/8	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
30	30	0	i	g	i		i	i						m	1	1	0, -3, 1		0	0
30	30	1/4	VIM7	g	i		VIM7	VI	M	7				MM7	1	1	-4, 0, -3, 1		-4	-4
30	30	3/8	ii6	g	i		ii6	ii		6				m	1	1	-1, 3, 2		2	-1
30	30	5/8	V7	g	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
30	30	3/4	i	g	i		i	i						m	1	1	0, -3, 1		0	0
30	30	9/8	V7/iv	g	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
31	31	0	iio	g	i		iio	ii	o					o	1	1	2, -1, -4		2	2
31	31	3/8	viio6/VII	g	i		viio6/VII	vii	o	6		VII		o	1	1	0, -3, 3		3	0
31	31	3/4	VII	g	i		VII	VII						M	1	1	-2, 2, -1		-2	-2
31	31	9/8	VI6	g	i		VI6	VI		6				M	1	1	0, -3, -4		-4	0
32	32	0	i	g	i		i	i						m	1	1	0, -3, 1		0	0
32	32	3/8	VII	g	i		VII	VII						M	1	1	-2, 2, -1		-2	-2
32	32	3/4	VI	g	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
32	32	9/8	iio/iv	g	i		iio/iv	ii	o			iv		o	1	1	1, -2, -5		1	1
33	33	0	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
33	33	3/8	#viio/iv	g	i		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
33	33	3/4	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
33	33	9/8	ii%65/iv	g	i		ii%65/iv	ii	%	65		iv		%7	1	1	0, 7, -1, 1		1	0
34	34	0	V/iv	g	i		V/iv	V				iv		M	1	1	0, 4, 1		0	0
34	34	3/8	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
34	34	3/4	iv/iv	g	i		iv/iv	iv				iv		m	1	1	-2, -5, -1		-2	-2
34	34	9/8	#viio/iv	g	i		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
35	35	0	iv6	g	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
35	35	1/4	VI/iv	g	i		VI/iv	VI				iv		M	1	1	-5, -1, -4		-5	-5
35	35	3/8	ii/iv	g	i		ii/iv	ii				iv		m	1	1	1, -2, 2		1	1
35	35	5/8	V/iv	g	i		V/iv	V				iv		M	1	1	0, 4, 1		0	0
35	35	3/4	iio6	g	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
35	35	9/8	V6	g	i		V6	V		6				M	1	1	5, 2, 1		1	5
35	35	11/8	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
36	36	0	#viio6	g	i		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
36	36	3/8	i64	g	i		i64	i		64				m	1	1	1, 0, -3		0	1
36	36	5/8	VI6	g	i		VI6	VI		6				M	1	1	0, -3, -4		-4	0
36	36	3/4	v6	g	i		v6	v		6				m	1	1	-2, 2, 1		1	-2
36	36	9/8	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
36	36	11/8	iv6	g	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
37	37	0	V6	g	i		V6	V		6				M	1	1	5, 2, 1		1	5
37	37	3/8	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
37	37	1/2	IV	g	i		IV	IV						M	1	1	-1, 3, 0		-1	-1
37	37	5/8	V	g	i		V	V						M	1	1	1, 5, 2		1	1
37	37	3/4	iv7	g	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
37	37	9/8	iio	g	i		iio	ii	o					o	1	1	2, -1, -4		2	2
38	38	0	i64	g	i		i64	i		64				m	1	1	1, 0, -3		0	1
38	38	3/8	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
38	38	5/8	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
38	38	3/4	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
38	38	9/8	IV/VI	g	i		IV/VI	IV				VI		M	1	1	-5, -1, -4		-5	-5
38	38	11/8	viio/VI	g	i		viio/VI	vii	o			VI		o	1	1	1, -2, -5		1	1
39	39	0	VI6	g	i		VI6	VI		6				M	1	1	0, -3, -4		-4	0
39	39	3/8	#viio7/iv	g	i		#viio7/iv	#vii	o	7		iv		o7	1	1	4, 1, -2, -5		4	4
39	39	3/4	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
39	39	9/8	i	g	i		i	i						m	1	1	0, -3, 1		0	0
40	40	0	IV65	g	i		IV65	IV		65				Mm7	1	1	3, 0, -3, -1		-1	3
40	40	3/8	V65	g	i		V65	V		65				Mm7	1	1	5, 2, -1, 1		1	5
40	40	3/4	#vi%65	g	i		#vi%65	#vi	%	65				%7	1	1	2, 9, 1, 3		3	2
40	40	9/8	#viio65	g	i		#viio65	#vii	o	65				o7	1	1	2, -1, -4, 5		5	2
41	41	0	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
41	41	3/8	ii%65	g	i		ii%65	ii	%	65				%7	1	1	1, 8, 0, 2		2	1
41	41	3/4	V	g	i		V	V						M	1	1	1, 5, 2		1	1
41	41	9/8	IV6	g	i		IV6	IV		6				M	1	1	3, 0, -1		-1	3
42	42	0	V6	g	i		V6	V		6				M	1	1	5, 2, 1		1	5
42	42	1/4	V7	g	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
42	42	3/8	IV65	g	i		IV65	IV		65				Mm7	1	1	3, 0, -3, -1		-1	3
42	42	5/8	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
42	42	3/4	i	g	i		i	i						m	1	1	0, -3, 1		0	0
42	42	9/8	ii%7	g	i		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2	2
43	43	0	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
43	43	3/8	ii%65	g	i		ii%65	ii	%	65				%7	1	1	1, 8, 0, 2		2	1
43	43	3/4	V	g	i		V	V						M	1	1	1, 5, 2		1	1
43	43	9/8	i	g	i		i	i						m	1	1	0, -3, 1		0	0
44	44	0	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
44	44	3/8	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
44	44	3/4	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
44	44	1	VI	g	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
44	44	9/8	ii	g	i		ii	ii						m	1	1	2, -1, 3		2	2
44	44	11/8	V	g	i		V	V						M	1	1	1, 5, 2		1	1
45	45	0	VI	g	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
45	45	3/8	VI6	g	i		VI6	VI		6				M	1	1	0, -3, -4		-4	0
45	45	3/4	V	g	i		V	V						M	1	1	1, 5, 2		1	1
45	45	9/8	#viio6	g	i		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
46	46	0	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
46	46	1/8	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
46	46	3/8	V(64)	g	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
46	46	1/2	V	g	i		V	V						M	1	1	1, 5, 2		1	1
46	46	3/4	i\\	g	i		i	i					\\	m	1	1	0, -3, 1		0	0
