quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	0.5	6	6	1/4	1/4	6/8	2	1	iii	Eb	I		iii	iii							m	0	0	4, 1, 5		4	4
33/2	1.0	6	6	3/8	3/8	6/8	2	1	viio64	Eb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
35/2	0.5	6	6	5/8	5/8	6/8	2	1	V64	Eb	I		V64	V		64					M	0	0	2, 1, 5		1	2
18	3.0	7	7	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
21	3.0	8	8	0	0	6/8	2	1	IV64	Eb	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
24	3.0	9	9	0	0	6/8	2	1	vii%7	Eb	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
27	3.0	10	10	0	0	6/8	2	1	iii64	Eb	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
30	3.0	11	11	0	0	6/8	2	1	vi7	Eb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
33	3.0	12	12	0	0	6/8	2	1	ii64	Eb	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
36	3.0	13	13	0	0	6/8	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	3.0	14	14	0	0	6/8	2	1	I64	Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
42	3.0	15	15	0	0	6/8	2	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
45	1.5	16	16	0	0	6/8	2	1	ii43/V	Eb	I		ii43/V	ii		43		V			mm7	0	0	4, 1, 3, 0		3	4
93/2	1.5	16	16	3/8	3/8	6/8	2	1	V7/V	Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
48	1.5	17	17	0	0	6/8	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
99/2	1.5	17	17	3/8	3/8	6/8	2	1	V64	Eb	I		V64	V		64					M	0	0	2, 1, 5		1	2
51	1.5	18	18	0	0	6/8	2	1	ii43	Eb	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
105/2	1.5	18	18	3/8	3/8	6/8	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	1.5	19	19	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
111/2	1.5	19	19	3/8	3/8	6/8	2	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
57	1.5	20	20	0	0	6/8	2	1	ii43/V	Eb	I		ii43/V	ii		43		V			mm7	0	0	4, 1, 3, 0		3	4
117/2	1.5	20	20	3/8	3/8	6/8	2	1	V7/V	Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
60	1.0	21	21	0	0	6/8	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
61	0.5	21	21	1/4	1/4	6/8	2	1	V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
123/2	1.0	21	21	3/8	3/8	6/8	2	1	ii65/V	Eb	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
125/2	0.5	21	21	5/8	5/8	6/8	2	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
63	1.5	22	22	0	0	6/8	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
129/2	1.5	22	22	3/8	3/8	6/8	2	1	V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
66	1.5	23	23	0	0	6/8	2	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
135/2	1.5	23	23	3/8	3/8	6/8	2	1	V2/V	Eb	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
69	3.0	24	24	0	0	6/8	2	1	V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
72	1.5	25	25	0	0	6/8	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
147/2	0.5	25	25	3/8	3/8	6/8	2	1	V7/V	Eb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
74	0.5	25	25	1/2	1/2	6/8	2	1	V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
149/2	0.5	25	25	5/8	5/8	6/8	2	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
75	3.0	26	26	0	0	6/8	2	1	V\\	Eb	I		V	V						\\	M	0	0	1, 5, 2		1	1
78	1.0	27	27	0	0	6/8	2	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
79	0.5	27	27	1/4	1/4	6/8	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
159/2	1.0	27	27	3/8	3/8	6/8	2	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
161/2	0.5	27	27	5/8	5/8	6/8	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
81	1.5	28	28	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
165/2	1.5	28	28	3/8	3/8	6/8	2	1	viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
84	3.0	29	29	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
87	1.5	30	30	0	0	6/8	2	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
177/2	1.5	30	30	3/8	3/8	6/8	2	1	viio6/IV	Eb	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
90	1.5	31	31	0	0	6/8	2	1	IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
183/2	1.5	31	31	3/8	3/8	6/8	2	1	viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
93	1.0	32	32	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
94	0.5	32	32	1/4	1/4	6/8	2	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
189/2	1.0	32	32	3/8	3/8	6/8	2	1	viio64/V	Eb	I		viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0
191/2	0.5	32	32	5/8	5/8	6/8	2	1	viio6/V	Eb	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
96	1.0	33	33	0	0	6/8	2	1	V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
97	0.5	33	33	1/4	1/4	6/8	2	1	V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
195/2	1.0	33	33	3/8	3/8	6/8	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
197/2	0.5	33	33	5/8	5/8	6/8	2	1	V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
99	1.0	34	34	0	0	6/8	2	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
100	0.5	34	34	1/4	1/4	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
201/2	1.0	34	34	3/8	3/8	6/8	2	1	viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
203/2	0.5	34	34	5/8	5/8	6/8	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	3.0	35	35	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
105	3.0	36	36	0	0	6/8	2	1	#viio2/vi	Eb	I		#viio2/vi	#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
108	3.0	37	37	0	0	6/8	2	1	viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
111	3.0	38	38	0	0	6/8	2	1	V7/vi	Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
114	1.5	39	39	0	0	6/8	2	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
231/2	1.0	39	39	3/8	3/8	6/8	2	1	#viio43/ii	Eb	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
233/2	0.5	39	39	5/8	5/8	6/8	2	1	V/ii	Eb	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
117	1.0	40	40	0	0	6/8	2	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
118	0.5	40	40	1/4	1/4	6/8	2	1	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
237/2	1.5	40	40	3/8	3/8	6/8	2	1	vi7	Eb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
120	3.0	41	41	0	0	6/8	2	1	ii7	Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
123	1.5	42	42	0	0	6/8	2	1	V7/vi	Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
249/2	1.5	42	42	3/8	3/8	6/8	2	1	VIM7/vi	Eb	I		VIM7/vi	VI	M	7		vi			MM7	0	0	-1, 3, 0, 4		-1	-1
126	1.0	43	43	0	0	6/8	2	1	V7/vi	Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
127	0.5	43	43	1/4	1/4	6/8	2	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
255/2	1.0	43	43	3/8	3/8	6/8	2	1	ii%7/vi	Eb	I		ii%7/vi	ii	%	7		vi			%7	0	0	5, 2, -1, 3		5	5
257/2	0.5	43	43	5/8	5/8	6/8	2	1	V/vi	Eb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
129	2.5	44	44	0	0	6/8	2	1	vi\\	Eb	I		vi	vi						\\	m	0	0	3, 0, 4		3	3
263/2	0.5	44	44	5/8	5/8	6/8	2	1	V/vi	Eb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
132	1.5	45	45	0	0	6/8	2	1	vi7	Eb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
267/2	1.5	45	45	3/8	3/8	6/8	2	1	V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
135	3.0	46	46	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
138	1.5	47	47	0	0	6/8	2	1	ii43/IV	Eb	I		ii43/IV	ii		43		IV			mm7	0	0	2, -1, 1, -2		1	2
279/2	1.5	47	47	3/8	3/8	6/8	2	1	viio/IV	Eb	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
141	3.0	48	48	0	0	6/8	2	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
144	1.5	49	49	0	0	6/8	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
291/2	1.5	49	49	3/8	3/8	6/8	2	1	vi7	Eb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
147	1.5	50	50	0	0	6/8	2	1	viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
297/2	1.5	50	50	3/8	3/8	6/8	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
150	1.0	51	51	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
151	0.5	51	51	1/4	1/4	6/8	2	1	viio64/IV	Eb	I		viio64/IV	vii	o	64		IV			o	0	0	-2, 4, 1		4	-2
303/2	1.0	51	51	3/8	3/8	6/8	2	1	IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
305/2	0.5	51	51	5/8	5/8	6/8	2	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
153	1.5	52	52	0	0	6/8	2	1	V65/IV	Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
309/2	1.5	52	52	3/8	3/8	6/8	2	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
156	1.5	53	53	0	0	6/8	2	1	V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
315/2	1.5	53	53	3/8	3/8	6/8	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
159	4.5	54	54	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
327/2	1.5	55	55	3/8	3/8	6/8	2	1	V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
165	1.5	56	56	0	0	6/8	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
333/2	1.5	56	56	3/8	3/8	6/8	2	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
168	1.5	57	57	0	0	6/8	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
339/2	1.5	57	57	3/8	3/8	6/8	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
171	4.0	58	58	0	0	6/8	2	1	V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
175	0.5	59	59	1/4	1/4	6/8	2	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
351/2	0.5	59	59	3/8	3/8	6/8	2	1	V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
176	0.5	59	59	1/2	1/2	6/8	2	1	V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
353/2	0.5	59	59	5/8	5/8	6/8	2	1	V64	Eb	I		V64	V		64					M	0	0	2, 1, 5		1	2
177	3.0	60	60	0	0	6/8	2	1	I\\	Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
