mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	11/8	3/2	1	1	.g.V	g	i		V	V						M	1	1	1, 5, 2		1	1
2	1	0	0	3/2	1	1	i	g	i		i	i						m	1	1	0, -3, 1		0	0
2	1	1	1	3/2	1	1	ii%65	g	i		ii%65	ii	%	65				%7	1	1	-1, -4, 0, 2		2	-1
2	1	5/4	5/4	3/2	1	1	V	g	i		V	V						M	1	1	1, 5, 2		1	1
3	2	0	0	3/2	1	1	#viio7	g	i		#viio7	#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
3	2	1/2	1/2	3/2	1	1	V64	g	i		V64	V		64				M	1	1	2, 1, 5		1	2
3	2	3/4	3/4	3/2	1	1	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
3	2	1	1	3/2	1	1	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
3	2	5/4	5/4	3/2	1	1	V	g	i		V	V						M	1	1	1, 5, 2		1	1
4	3	0	0	3/2	1	1	i	g	i		i	i						m	1	1	0, -3, 1		0	0
4	3	1/4	1/4	3/2	1	1	V(6)	g	i		V(6)	V			6			M	1	1	1, 5, -3		1	1
4	3	1/2	1/2	3/2	1	1	VIM7	g	i		VIM7	VI	M	7				MM7	1	1	-4, 0, -3, 1		-4	-4
4	3	3/4	3/4	3/2	1	1	VI6	g	i		VI6	VI		6				M	1	1	0, -3, -4		-4	0
4	3	1	1	3/2	1	1	iio6	g	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
4	3	5/4	5/4	3/2	1	1	#viio2	g	i		#viio2	#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
5	4	0	0	3/2	1	1	V	g	i		V	V						M	1	1	1, 5, 2		1	1
5	4	3/8	3/8	3/2	1	1	V2	g	i		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
5	4	1/2	1/2	3/2	1	1	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
5	4	3/4	3/4	3/2	1	1	i	g	i		i	i						m	1	1	0, -3, 1		0	0
5	4	1	1	3/2	1	1	V	g	i		V	V						M	1	1	1, 5, 2		1	1
6	5	0	0	3/2	1	1	i	g	i		i	i						m	1	1	0, -3, 1		0	0
6	5	1	1	3/2	1	1	V7/III	g	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
7	6	0	0	3/2	1	1	III6	g	i		III6	III		6				M	1	1	1, -2, -3		-3	1
7	6	3/8	3/8	3/2	1	1	viio/III	g	i		viio/III	vii	o			III		o	1	1	2, -1, -4		2	2
7	6	1/2	1/2	3/2	1	1	III	g	i		III	III						M	1	1	-3, 1, -2		-3	-3
7	6	1	1	3/2	1	1	III6	g	i		III6	III		6				M	1	1	1, -2, -3		-3	1
7	6	5/4	5/4	3/2	1	1	V7/VI	g	i		V7/VI	V		7		VI		Mm7	1	1	-3, 1, -2, -5		-3	-3
