mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	3/4	2	1	G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	1.0	1/2	1/2	3/4	2	1	vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
2	2	3	1.0	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	4	2.0	1/4	1/4	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	6	1.0	0	0	3/4	2	1	viio6	G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
3	3	7	1.0	1/4	1/4	3/4	2	1	viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
3	3	8	1.0	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
4	4	9	1.0	0	0	3/4	2	1	V(4)}	G	I		V(4)	V			4			}	M	0	0	1, 0, 2		1	1
4	4	10	2.0	1/4	1/4	3/4	2	1	V|HC	G	I		V	V					HC		M	0	0	1, 5, 2		1	1
5	5	12	3.0	0	0	3/4	2	1	V2{	G	I		V2	V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
6	6	15	1.0	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	16	1.0	1/4	1/4	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
6	6	17	1.0	1/2	1/2	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	18	1.0	0	0	3/4	2	1	V(4)	G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
7	7	19	1.0	1/4	1/4	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
7	7	20	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	21	2.0	0	0	3/4	2	1	I|IAC}	G	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
8	8	23	2.0	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
9	9	24	0.0	0	0	3/4	2	1	{	G	I									{		0	0				
9	9	25	1.0	1/4	1/4	3/4	2	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
9	9	26	1.0	1/2	1/2	3/4	2	1	ii65/V	G	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
10	10	27	1.0	0	0	3/4	2	1	V.V2/V	G	V		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
10	10	28	2.0	1/4	1/4	3/4	2	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	30	1.0	0	0	3/4	2	1	ii(2)	G	V		ii(2)	ii			2				m	0	0	4, -1, 3		2	4
11	11	31	2.0	1/4	1/4	3/4	2	1	ii	G	V		ii	ii							m	0	0	2, -1, 3		2	2
12	12	33	2.0	0	0	3/4	2	1	V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	35	0.5	1/2	1/2	3/4	2	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	71/2	0.5	5/8	5/8	3/4	2	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
13	13	36	1.0	0	0	3/4	2	1	ii2	G	V		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
13	13	37	2.0	1/4	1/4	3/4	2	1	V6	G	V		V6	V		6					M	0	0	5, 2, 1		1	5
14	14	39	0.5	0	0	3/4	2	1	V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	79/2	0.5	1/8	1/8	3/4	2	1	V(64)	G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
14	14	40	0.5	1/4	1/4	3/4	2	1	V	G	V		V	V							M	0	0	1, 5, 2		1	1
14	14	81/2	0.5	3/8	3/8	3/4	2	1	V2	G	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	41	1.5	1/2	1/2	3/4	2	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	85/2	0.5	1/8	1/8	3/4	2	1	IVM7	G	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
15	15	43	1.0	1/4	1/4	3/4	2	1	V	G	V		V	V							M	0	0	1, 5, 2		1	1
15	15	44	1.0	1/2	1/2	3/4	2	1	V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	45	1.0	0	0	3/4	2	1	I(4)}	G	V		I(4)	I			4			}	M	0	0	0, -1, 1		0	0
16	16	46	2.0	1/4	1/4	3/4	2	1	I|PAC	G	V		I	I					PAC		M	0	0	0, 4, 1		0	0
17	17	48	2.0	0	0	3/4	2	1	I.V{	G	I		V	V						{	M	0	0	1, 5, 2		1	1
17	17	50	1.0	1/2	1/2	3/4	2	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	18	51	2.0	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
18	18	53	1.0	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
19	19	54	1.0	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	19	55	0.5	1/4	1/4	3/4	2	1	V7(9)	G	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
19	19	111/2	0.5	3/8	3/8	3/4	2	1	ii6/ii	G	I		ii6/ii	ii		6		ii			m	0	0	1, 5, 4		4	1
19	19	56	0.5	1/2	1/2	3/4	2	1	V(64)/ii	G	I		V(64)/ii	V			64	ii			M	0	0	3, 2, -1		3	3
19	19	113/2	0.5	5/8	5/8	3/4	2	1	V/ii	G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
20	20	57	2.0	0	0	3/4	2	1	ii|IAC}	G	I		ii	ii					IAC	}	m	0	0	2, -1, 3		2	2
20	20	59	1.0	1/2	1/2	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
21	21	60	2.0	0	0	3/4	2	1	vi.iio6{	G	vi		iio6	ii	o	6				{	o	0	1	-1, -4, 2		2	-1
21	21	62	1.0	1/2	1/2	3/4	2	1	i6	G	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
22	22	63	2.0	0	0	3/4	2	1	#viio65	G	vi		#viio65	#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
22	22	65	1.0	1/2	1/2	3/4	2	1	V65	G	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
23	23	66	0.5	0	0	3/4	2	1	i	G	vi		i	i							m	0	1	0, -3, 1		0	0
23	23	133/2	0.5	1/8	1/8	3/4	2	1	iio6	G	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
23	23	67	1.0	1/4	1/4	3/4	2	1	V	G	vi		V	V							M	0	1	1, 5, 2		1	1
23	23	68	1.0	1/2	1/2	3/4	2	1	V7	G	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
24	24	69	1.0	0	0	3/4	2	1	i(4)}	G	vi		i(4)	i			4			}	m	0	1	0, -1, 1		0	0
24	24	70	3.0	1/4	1/4	3/4	2	1	i|PAC	G	vi		i	i					PAC		m	0	1	0, -3, 1		0	0
25	25	72	0.0	0	0	3/4	2	1	{	G	vi									{		0	1				
25	25	73	1.0	1/4	1/4	3/4	2	1	i2	G	vi		i2	i		2					mm7	0	1	-2, 0, -3, 1		0	-2
25	25	74	1.0	1/2	1/2	3/4	2	1	VI	G	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
26	26	75	1.0	0	0	3/4	2	1	IV.V65	G	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
26	26	76	2.0	1/4	1/4	3/4	2	1	I	G	IV		I	I							M	0	0	0, 4, 1		0	0
27	27	78	1.0	0	0	3/4	2	1	ii6	G	IV		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
27	27	79	1.0	1/4	1/4	3/4	2	1	IV	G	IV		IV	IV							M	0	0	-1, 3, 0		-1	-1
27	27	80	0.5	1/2	1/2	3/4	2	1	IV6	G	IV		IV6	IV		6					M	0	0	3, 0, -1		-1	3
27	27	161/2	0.5	5/8	5/8	3/4	2	1	ii65	G	IV		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
28	28	81	1.0	0	0	3/4	2	1	V(64)	G	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
28	28	82	1.0	1/4	1/4	3/4	2	1	V	G	IV		V	V							M	0	0	1, 5, 2		1	1
28	28	83	1.0	1/2	1/2	3/4	2	1	I|PAC}	G	IV		I	I					PAC	}	M	0	0	0, 4, 1		0	0
29	29	84	3.0	0	0	3/4	2	1	I.V2{	G	I		V2	V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	87	1.0	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	88	2.0	1/4	1/4	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	90	1.5	0	0	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
31	31	183/2	0.5	3/8	3/8	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	31	92	0.5	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
31	31	185/2	0.5	5/8	5/8	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
32	32	93	1.0	0	0	3/4	2	1	V(64)}	G	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
32	32	94	1.5	1/4	1/4	3/4	2	1	V|HC	G	I		V	V					HC		M	0	0	1, 5, 2		1	1
32	32	191/2	0.5	5/8	5/8	3/4	2	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
33	33	96	1.0	0	0	3/4	2	1	I6(7){	G	I		I6(7)	I		6	7			{	M	0	0	4, 1, 5		0	4
33	33	97	2.0	1/4	1/4	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
34	34	99	1.0	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
34	34	100	2.0	1/4	1/4	3/4	2	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
35	35	102	1.0	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
35	35	103	1.5	1/4	1/4	3/4	2	1	V65/V	G	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
35	35	209/2	0.5	5/8	5/8	3/4	2	1	V7/V	G	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
36	36	105	3.0	0	0	3/4	2	1	V|HC}	G	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
37	37	108	1.0	0	0	3/4	2	1	IV6{	G	I		IV6	IV		6				{	M	0	0	3, 0, -1		-1	3
37	37	109	2.0	1/4	1/4	3/4	2	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
38	38	111	0.5	0	0	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
38	38	223/2	0.5	1/8	1/8	3/4	2	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
38	38	112	0.5	1/4	1/4	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
38	38	225/2	0.5	3/8	3/8	3/4	2	1	viio6	G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
38	38	113	0.5	1/2	1/2	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
38	38	227/2	0.5	5/8	5/8	3/4	2	1	viio6	G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
39	39	114	0.5	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
39	39	229/2	0.5	1/8	1/8	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
39	39	115	1.0	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
39	39	116	0.5	1/2	1/2	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
39	39	233/2	0.5	5/8	5/8	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	40	117	1.0	0	0	3/4	2	1	I(4)}	G	I		I(4)	I			4			}	M	0	0	0, -1, 1		0	0
40	40	118	2.0	1/4	1/4	3/4	2	1	I|PAC	G	I		I	I					PAC		M	0	0	0, 4, 1		0	0
