mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
18	16	1/8	1/8	4/4	1	1	IV/VI	d	i		IV/VI	IV				VI		M	1	1	-5, -1, -4		-5	-5
18	16	1/4	1/4	4/4	1	1	ii/VI	d	i		ii/VI	ii				VI		m	1	1	-2, -5, -1		-2	-2
18	16	3/8	3/8	4/4	1	1	viio/VI	d	i		viio/VI	vii	o			VI		o	1	1	1, -2, -5		1	1
18	16	7/16	7/16	4/4	1	1	IV6/VI	d	i		IV6/VI	IV		6		VI		M	1	1	-1, -4, -5		-5	-1
18	16	1/2	1/2	4/4	1	1	V7/VI	d	i		V7/VI	V		7		VI		Mm7	1	1	-3, 1, -2, -5		-3	-3
18	16	3/4	3/4	4/4	1	1	VI	d	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
18	16	7/8	7/8	4/4	1	1	iv	d	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
18	16	15/16	15/16	4/4	1	1	i6	d	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
19	17	0	0	4/4	1	1	VIM7/iv	d	i		VIM7/iv	VI	M	7		iv		MM7	1	1	-5, -1, -4, 0		-5	-5
19	17	1/4	1/4	4/4	1	1	#viio2/iv	d	i		#viio2/iv	#vii	o	2		iv		o7	1	1	-5, 4, 1, -2		4	-5
19	17	3/8	3/8	4/4	1	1	iio6/iv	d	i		iio6/iv	ii	o	6		iv		o	1	1	-2, -5, 1		1	-2
19	17	1/2	1/2	4/4	1	1	V65/iv	d	i		V65/iv	V		65		iv		Mm7	1	1	4, 1, -2, 0		0	4
19	17	5/8	5/8	4/4	1	1	iv	d	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
19	17	11/16	11/16	4/4	1	1	iv/iv	d	i		iv/iv	iv				iv		m	1	1	-2, -5, -1		-2	-2
19	17	3/4	3/4	4/4	1	1	V/iv	d	i		V/iv	V				iv		M	1	1	0, 4, 1		0	0
19	17	7/8	7/8	4/4	1	1	#viio64/iv	d	i		#viio64/iv	#vii	o	64		iv		o	1	1	-2, 4, 1		4	-2
20	18	0	0	4/4	1	1	IV6	d	i		IV6	IV		6				M	1	1	3, 0, -1		-1	3
20	18	5/16	5/16	4/4	1	1	viio64/IV	d	i		viio64/IV	vii	o	64		IV		o	1	1	-2, 4, 1		4	-2
20	18	3/8	3/8	4/4	1	1	IV6	d	i		IV6	IV		6				M	1	1	3, 0, -1		-1	3
20	18	1/2	1/2	4/4	1	1	IV	d	i		IV	IV						M	1	1	-1, 3, 0		-1	-1
20	18	5/8	5/8	4/4	1	1	IV6	d	i		IV6	IV		6				M	1	1	3, 0, -1		-1	3
20	18	3/4	3/4	4/4	1	1	V43/VII	d	i		V43/VII	V		43		VII		Mm7	1	1	0, -3, -1, 3		-1	0
21	19	0	0	4/4	1	1	V/VII	d	i		V/VII	V				VII		M	1	1	-1, 3, 0		-1	-1
21	19	3/16	3/16	4/4	1	1	V2/VII	d	i		V2/VII	V		2		VII		Mm7	1	1	-3, -1, 3, 0		-1	-3
21	19	1/4	1/4	4/4	1	1	iii/VII	d	i		iii/VII	iii				VII		m	1	1	2, -1, 3		2	2
21	19	3/8	3/8	4/4	1	1	ii7/VII	d	i		ii7/VII	ii		7		VII		mm7	1	1	0, -3, 1, -2		0	0
21	19	7/16	7/16	4/4	1	1	viio6/VII	d	i		viio6/VII	vii	o	6		VII		o	1	1	0, -3, 3		3	0
21	19	1/2	1/2	4/4	1	1	VII	d	i		VII	VII						M	1	1	-2, 2, -1		-2	-2
21	19	3/4	3/4	4/4	1	1	V7/III	d	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
21	19	7/8	7/8	4/4	1	1	iio	d	i		iio	ii	o					o	1	1	2, -1, -4		2	2
22	20	0	0	4/4	1	1	V65	d	i		V65	V		65				Mm7	1	1	5, 2, -1, 1		1	5
22	20	1/8	1/8	4/4	1	1	V	d	i		V	V						M	1	1	1, 5, 2		1	1
22	20	1/4	1/4	4/4	1	1	iv6	d	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
22	20	1/2	1/2	4/4	1	1	#viio7	d	i		#viio7	#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
22	20	5/8	5/8	4/4	1	1	V65	d	i		V65	V		65				Mm7	1	1	5, 2, -1, 1		1	5
22	20	3/4	3/4	4/4	1	1	#viio(11)	d	i		#viio(11)	#vii	o		11			o	1	1	5, 2, -1	-3	5	5
22	20	7/8	7/8	4/4	1	1	#viio6	d	i		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
23	21	0	0	4/4	1	1	i6(112)	d	i		i6(112)	i		6	112			m	1	1	-3, 1, 2	-1	0	-3
23	21	1/4	1/4	4/4	1	1	i6	d	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
23	21	1/2	1/2	4/4	1	1	iv7(9)	d	i		iv7(9)	iv		7	9			mm7	1	1	-1, -4, 0, -3	1	-1	-1
23	21	5/8	5/8	4/4	1	1	ii%65	d	i		ii%65	ii	%	65				%7	1	1	-1, -4, 0, 2		2	-1
24	22	0	0	4/4	1	1	V7(9)	d	i		V7(9)	V		7	9			Mm7	1	1	1, 5, 2, -1	-4	1	1
24	22	3/8	3/8	4/4	1	1	V7	d	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
24	22	1/2	1/2	4/4	1	1	VI	d	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
24	22	3/4	3/4	4/4	1	1	iv65	d	i		iv65	iv		65				mm7	1	1	-4, 0, -3, -1		-1	-4
24	22	7/8	7/8	4/4	1	1	iv6	d	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
25	23	0	0	4/4	1	1	#viio2	d	i		#viio2	#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
25	23	1/8	1/8	4/4	1	1	V2	d	i		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
25	23	1/4	1/4	4/4	1	1	i6	d	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
25	23	5/16	5/16	4/4	1	1	#viio6	d	i		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
25	23	3/8	3/8	4/4	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
25	23	7/16	7/16	4/4	1	1	#viio	d	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
25	23	1/2	1/2	4/4	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
25	23	5/8	5/8	4/4	1	1	#viio43	d	i		#viio43	#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
25	23	11/16	11/16	4/4	1	1	iv	d	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
25	23	3/4	3/4	4/4	1	1	V	d	i		V	V						M	1	1	1, 5, 2		1	1
26	24	0	0	4/4	1	1	I[I	d	i	I	I	I						M	1	1	0, 4, 1		0	0
26	24	1/16	1/16	4/4	1	1	V7/iv	d	i	I	V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
26	24	1/4	1/4	4/4	1	1	iv6	d	i	I	iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
26	24	5/16	5/16	4/4	1	1	#viio43	d	i	I	#viio43	#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
26	24	1/2	1/2	4/4	1	1	I]\\	d	i	I	I	I					\\	M	1	1	0, 4, 1		0	0
