mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.5	0	5/8	6/8	2	1	A.I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	3/2	0.5	1/4	1/4	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	1	2	0.5	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
2	1	5/2	0.5	1/2	1/2	6/8	2	1	IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	1	3	0.5	5/8	5/8	6/8	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	7/2	0.5	0	0	6/8	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	4	0.5	1/8	1/8	6/8	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	9/2	0.5	1/4	1/4	6/8	2	1	ii65		A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
3	2	5	0.5	3/8	3/8	6/8	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
3	2	11/2	0.5	1/2	1/2	6/8	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	6	0.5	5/8	5/8	6/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
4	3	13/2	0.5	0	0	6/8	2	1	viio		A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
4	3	7	1.0	1/8	1/8	6/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
4	3	8	0.5	3/8	3/8	6/8	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
4	3	17/2	0.5	1/2	1/2	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	9	0.5	5/8	5/8	6/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
5	4	19/2	0.5	0	0	6/8	2	1	IVM7		A	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
5	4	10	1.0	1/8	1/8	6/8	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
5	4	11	1.0	3/8	3/8	6/8	2	1	I|IAC}{		A	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
5	4	12	0.5	5/8	5/8	6/8	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	25/2	1.5	0	0	6/8	2	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	14	1.5	3/8	3/8	6/8	2	1	V7/IV		A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
7	6	31/2	1.5	0	0	6/8	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	17	1.5	3/8	3/8	6/8	2	1	V7/V		A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	7	37/2	1.5	0	0	6/8	2	1	V.I		A	V		I	I							M	0	0	0, 4, 1		0	0
8	7	20	1.0	3/8	3/8	6/8	2	1	I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	21	0.5	5/8	5/8	6/8	2	1	V7/IV		A	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
9	8	43/2	1.5	0	0	6/8	2	1	IV		A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
9	8	23	1.0	3/8	3/8	6/8	2	1	ii		A	V		ii	ii							m	0	0	2, -1, 3		2	2
9	8	24	0.5	5/8	5/8	6/8	2	1	viio6		A	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
10	9	49/2	1.5	0	0	6/8	2	1	iii		A	V		iii	iii							m	0	0	4, 1, 5		4	4
10	9	26	1.0	3/8	3/8	6/8	2	1	I		A	V		I	I							M	0	0	0, 4, 1		0	0
10	9	27	0.5	5/8	5/8	6/8	2	1	vi6		A	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
11	10	55/2	1.5	0	0	6/8	2	1	ii		A	V		ii	ii							m	0	0	2, -1, 3		2	2
11	10	29	1.0	3/8	3/8	6/8	2	1	viio		A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
11	10	30	0.5	5/8	5/8	6/8	2	1	V65		A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	11	61/2	0.5	0	0	6/8	2	1	I		A	V		I	I							M	0	0	0, 4, 1		0	0
12	11	31	0.5	1/8	1/8	6/8	2	1	viio6		A	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
12	11	63/2	0.5	1/4	1/4	6/8	2	1	I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
12	11	32	0.5	3/8	3/8	6/8	2	1	IVM7	V(64)	A	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
12	11	65/2	1.0	1/2	1/2	6/8	2	1	V		A	V		V	V							M	0	0	1, 5, 2		1	1
13	12	67/2	0.5	0	0	6/8	2	1	I|PAC}{		A	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
13	12	34	1.0	1/8	1/8	6/8	2	1	V/IV		A	V		V/IV	V				IV			M	0	0	0, 4, 1		0	0
13	12	35	1.5	3/8	3/8	6/8	2	1	IV		A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	13	73/2	1.5	0	0	6/8	2	1	V		A	V		V	V							M	0	0	1, 5, 2		1	1
14	13	38	1.5	3/8	3/8	6/8	2	1	I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	14	79/2	1.5	0	0	6/8	2	1	IV		A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	14	41	1.5	3/8	3/8	6/8	2	1	ii		A	V		ii	ii							m	0	0	2, -1, 3		2	2
16	15	85/2	0.5	0	0	6/8	2	1	V65		A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	15	43	0.5	1/8	1/8	6/8	2	1	V		A	V		V	V							M	0	0	1, 5, 2		1	1
16	15	87/2	0.5	1/4	1/4	6/8	2	1	vi		A	V		vi	vi							m	0	0	3, 0, 4		3	3
16	15	44	0.5	3/8	3/8	6/8	2	1	ii65		A	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
16	15	89/2	1.0	1/2	1/2	6/8	2	1	V		A	V		V	V							M	0	0	1, 5, 2		1	1
17	16	91/2	2.5	0	0	6/8	2	1	I|PAC}		A	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
18	16	48	0.5	0	5/8	6/8	2	1	I.V{		A	I		V	V						{	M	0	0	1, 5, 2		1	1
19	17	97/2	3.0	0	0	6/8	2	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
20	18	103/2	1.5	0	0	6/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
20	18	53	1.5	3/8	3/8	6/8	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	19	109/2	0.5	0	0	6/8	2	1	V/ii		A	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
21	19	55	0.5	1/8	1/8	6/8	2	1	i6/ii		A	I		i6/ii	i		6		ii			m	0	0	-1, 3, 2		2	-1
21	19	111/2	0.5	1/4	1/4	6/8	2	1	i/ii		A	I		i/ii	i				ii			m	0	0	2, -1, 3		2	2
21	19	56	0.5	3/8	3/8	6/8	2	1	#viio/ii		A	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
21	19	113/2	1.0	1/2	1/2	6/8	2	1	i/ii		A	I		i/ii	i				ii			m	0	0	2, -1, 3		2	2
22	20	115/2	1.0	0	0	6/8	2	1	V7/ii		A	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
22	20	117/2	1.0	1/4	1/4	6/8	2	1	i/ii		A	I		i/ii	i				ii			m	0	0	2, -1, 3		2	2
22	20	119/2	1.0	1/2	1/2	6/8	2	1	V/ii		A	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
23	21	121/2	3.0	0	0	6/8	2	1	V/v|EC}{		A	I		V/v	V				v	EC	}{	M	0	0	2, 6, 3		2	2
24	22	127/2	1.5	0	0	6/8	2	1	i/v		A	I		i/v	i				v			m	0	0	1, -2, 2		1	1
24	22	65	1.5	3/8	3/8	6/8	2	1	iv/v		A	I		iv/v	iv				v			m	0	0	0, -3, 1		0	0
25	23	133/2	0.5	0	0	6/8	2	1	#viio2/v		A	I		#viio2/v	#vii	o	2		v			o7	0	0	-3, 6, 3, 0		6	-3
25	23	67	0.5	1/8	1/8	6/8	2	1	i6/v		A	I		i6/v	i		6		v			m	0	0	-2, 2, 1		1	-2
25	23	135/2	0.5	1/4	1/4	6/8	2	1	i/v		A	I		i/v	i				v			m	0	0	1, -2, 2		1	1
25	23	68	0.5	3/8	3/8	6/8	2	1	#viio/v		A	I		#viio/v	#vii	o			v			o	0	0	6, 3, 0		6	6
25	23	137/2	1.0	1/2	1/2	6/8	2	1	i/v		A	I		i/v	i				v			m	0	0	1, -2, 2		1	1
26	24	139/2	1.0	0	0	6/8	2	1	V7/v		A	I		V7/v	V		7		v			Mm7	0	0	2, 6, 3, 0		2	2
26	24	141/2	1.0	1/4	1/4	6/8	2	1	i/v		A	I		i/v	i				v			m	0	0	1, -2, 2		1	1
26	24	143/2	1.0	1/2	1/2	6/8	2	1	V/v		A	I		V/v	V				v			M	0	0	2, 6, 3		2	2
27	25	145/2	1.5	0	0	6/8	2	1	V|EC}{		A	I		V	V					EC	}{	M	0	0	1, 5, 2		1	1
27	25	74	3.0	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
28	26	77	1.5	3/8	3/8	6/8	2	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	27	157/2	1.0	0	0	6/8	2	1	IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
29	27	159/2	0.5	1/4	1/4	6/8	2	1	ii		A	I		ii	ii							m	0	0	2, -1, 3		2	2
