mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/2	2/2	2	1		d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
1	0	1	1.0	1/4	3/4	2/2	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
2	1	2	2.0	0	0	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
2	1	4	1.0	1/2	1/2	2/2	2	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	1	5	1.0	3/4	3/4	2/2	2	1		iv7(9)	d	i		iv7(9)	iv		7	9				mm7	1	1	-1, -4, 0, -3	1	-1	-1
3	2	6	4.0	0	0	2/2	2	1		V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
4	3	10	2.0	0	0	2/2	2	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	3	12	1.5	1/2	1/2	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
4	3	27/2	0.5	7/8	7/8	2/2	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	4	14	1.0	0	0	2/2	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
5	4	15	1.0	1/4	1/4	2/2	2	1		i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
5	4	16	1.0	1/2	1/2	2/2	2	1		i6{	d	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
5	4	17	1.0	3/4	3/4	2/2	2	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	5	18	2.0	0	0	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
6	5	20	1.0	1/2	1/2	2/2	2	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
6	5	21	1.0	3/4	3/4	2/2	2	1		iv7(9)	d	i		iv7(9)	iv		7	9				mm7	1	1	-1, -4, 0, -3	1	-1	-1
7	6	22	2.0	0	0	2/2	2	1		V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
7	6	24	2.0	1/2	1/2	2/2	2	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
8	7	26	1.5	0	0	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
8	7	55/2	0.5	3/8	3/8	2/2	2	1		VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
8	7	28	2.0	1/2	1/2	2/2	2	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
9	8			0	0	2/2	2	1	1	V7|HC}	d	i		V7	V		7			HC	}	Mm7	1	1	1, 5, 2, -1		1	1
10	8	30	2.0	0	0	2/2	2	1	2	V|PAC}	d	i		V	V					PAC	}	M	1	1	1, 5, 2		1	1
11	8	32	1.0	0	1/2	2/2	2	1		v{	d	i		v	v						{	m	1	1	1, -2, 2		1	1
11	8	33	1.0	1/4	3/4	2/2	2	1		V/v	d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
12	9	34	2.0	0	0	2/2	2	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
12	9	36	1.0	1/2	1/2	2/2	2	1		iv6/v	d	i		iv6/v	iv		6		v			m	1	1	-3, 1, 0		0	-3
12	9	37	1.0	3/4	3/4	2/2	2	1		iv7(9)/v	d	i		iv7(9)/v	iv		7	9	v			mm7	1	1	0, -3, 1, -2	2	0	0
13	10	38	3.0	0	0	2/2	2	1		V/VII	d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
13	10	41	1.0	3/4	3/4	2/2	2	1		v/v	d	i		v/v	v				v			m	1	1	2, -1, 3		2	2
14	11	42	2.0	0	0	2/2	2	1		i/v	d	i		i/v	i				v			m	1	1	1, -2, 2		1	1
14	11	44	1.0	1/2	1/2	2/2	2	1		V43/VII	d	i		V43/VII	V		43		VII			Mm7	1	1	0, -3, -1, 3		-1	0
14	11	45	0.5	3/4	3/4	2/2	2	1		VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
14	11	91/2	0.5	7/8	7/8	2/2	2	1		IV/VII	d	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
15	12	46	1.0	0	0	2/2	2	1		V/VII	d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
15	12	47	1.0	1/4	1/4	2/2	2	1		I/VII|PAC}	d	i		I/VII	I				VII	PAC	}	M	1	1	-2, 2, -1		-2	-2
15	12	48	1.0	1/2	1/2	2/2	2	1		ii/iv{	d	i		ii/iv	ii				iv		{	m	1	1	1, -2, 2		1	1
15	12	49	1.0	3/4	3/4	2/2	2	1		#viio6/iv	d	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
16	13	50	2.0	0	0	2/2	2	1		V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
16	13	52	1.0	1/2	1/2	2/2	2	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
16	13	53	1.0	3/4	3/4	2/2	2	1		V6/iv	d	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
17	14	54	2.0	0	0	2/2	2	1		iv}	d	i		iv	iv						}	m	1	1	-1, -4, 0		-1	-1
17	14	56	1.0	1/2	1/2	2/2	2	1		V65/iv{	d	i		V65/iv	V		65		iv		{	Mm7	1	1	4, 1, -2, 0		0	4
17	14	57	1.0	3/4	3/4	2/2	2	1		V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
18	15	58	1.0	0	0	2/2	2	1		i/iv	d	i		i/iv	i				iv			m	1	1	-1, -4, 0		-1	-1
18	15	59	1.0	1/4	1/4	2/2	2	1		i6/iv	d	i		i6/iv	i		6		iv			m	1	1	-4, 0, -1		-1	-4
18	15	60	1.0	1/2	1/2	2/2	2	1		iio6(+4)/iv	d	i		iio6(+4)/iv	ii	o	6	+4	iv			o	1	1	-2, -5, 1	0	1	-2
18	15	61	1.0	3/4	3/4	2/2	2	1		V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
19	16	62	1.0	0	0	2/2	2	1		V6/vii	d	i		V6/vii	V		6		vii			M	1	1	3, 0, -1		-1	3
19	16	63	1.0	1/4	1/4	2/2	2	1		V7/vii	d	i		V7/vii	V		7		vii			Mm7	1	1	-1, 3, 0, -3		-1	-1
19	16	64	1.0	1/2	1/2	2/2	2	1		IV6(+2)/vii	d	i		IV6(+2)/vii	IV		6	+2	vii			M	1	1	1, -2, -3	-1	-3	1
19	16	65	1.0	3/4	3/4	2/2	2	1		V6/vii	d	i		V6/vii	V		6		vii			M	1	1	3, 0, -1		-1	3
20	17	66	1.0	0	0	2/2	2	1		i/vii	d	i		i/vii	i				vii			m	1	1	-2, -5, -1		-2	-2
20	17	67	1.0	1/4	1/4	2/2	2	1		V64/vii	d	i		V64/vii	V		64		vii			M	1	1	0, -1, 3		-1	0
20	17	68	1.0	1/2	1/2	2/2	2	1		i6/vii	d	i		i6/vii	i		6		vii			m	1	1	-5, -1, -2		-2	-5
20	17	69	1.0	3/4	3/4	2/2	2	1		IV7(9)/vii	d	i		IV7(9)/vii	IV		7	9	vii			Mm7	1	1	-3, 1, -2, -5	-1	-3	-3
21	18	70	1.0	0	0	2/2	2	1		i/iv	d	i		i/iv	i				iv			m	1	1	-1, -4, 0		-1	-1
21	18	71	1.0	1/4	1/4	2/2	2	1		ii%7/iv	d	i		ii%7/iv	ii	%	7		iv			%7	1	1	1, -2, -5, -1		1	1
21	18	72	1.0	1/2	1/2	2/2	2	1		i6/iv	d	i		i6/iv	i		6		iv			m	1	1	-4, 0, -1		-1	-4
21	18	73	1.0	3/4	3/4	2/2	2	1		i/iv	d	i		i/iv	i				iv			m	1	1	-1, -4, 0		-1	-1
22	19	74	3.5	0	0	2/2	2	1		V(64)/iv	d	i		V(64)/iv	V			64	iv			M	1	1	0, -1, -4		0	0
22	19	155/2	0.5	7/8	7/8	2/2	2	1		V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
23	20	78	3.0	0	0	2/2	2	1		i/iv|PAC}	d	i		i/iv	i				iv	PAC	}	m	1	1	-1, -4, 0		-1	-1
23	20	80	0.0	1/2	1/2	2/2	2	1		{	d	i									{		1	1				
23	20	81	1.0	3/4	3/4	2/2	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	21	82	2.0	0	0	2/2	2	1		ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
24	21	84	1.0	1/2	1/2	2/2	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
24	21	85	1.0	3/4	3/4	2/2	2	1		V2	d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
25	22	86	1.0	0	0	2/2	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
25	22	87	1.0	1/4	1/4	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
25	22	88	1.0	1/2	1/2	2/2	2	1		V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
25	22	89	1.0	3/4	3/4	2/2	2	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	23	90	1.0	0	0	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
26	23	91	1.0	1/4	1/4	2/2	2	1		III64	d	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
26	23	92	1.0	1/2	1/2	2/2	2	1		iv65	d	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
26	23	93	1.0	3/4	3/4	2/2	2	1		ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
27	24	94	2.0	0	0	2/2	2	1		V|HC}	d	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
27	24	96	1.0	1/2	1/2	2/2	2	1		i6{	d	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
27	24	97	1.0	3/4	3/4	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
28	25	98	2.0	0	0	2/2	2	1		VIM7	d	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
28	25	100	1.0	1/2	1/2	2/2	2	1		iv7	d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
28	25	101	1.0	3/4	3/4	2/2	2	1		iv7(9)	d	i		iv7(9)	iv		7	9				mm7	1	1	-1, -4, 0, -3	1	-1	-1
29	26	102	2.0	0	0	2/2	2	1		V(4)/III	d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
29	26	104	2.0	1/2	1/2	2/2	2	1		V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
30	27	106	2.0	0	0	2/2	2	1		#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
30	27	108	1.0	1/2	1/2	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
30	27	109	1.0	3/4	3/4	2/2	2	1		iv7	d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
31	28	110	1.0	0	0	2/2	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
31	28	111	2.5	1/4	1/4	2/2	2	1		i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
31	28	112	0.0	1/2	1/2	2/2	2	1		{	d	i									{		1	1				
31	28	227/2	0.5	7/8	7/8	2/2	2	1		V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
32	29	114	2.0	0	0	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
32	29	116	1.0	1/2	1/2	2/2	2	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
32	29	117	1.0	3/4	3/4	2/2	2	1		iv7(9)	d	i		iv7(9)	iv		7	9				mm7	1	1	-1, -4, 0, -3	1	-1	-1
33	30	118	1.5	0	0	2/2	2	1		V7/III	d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
33	30	239/2	0.5	3/8	3/8	2/2	2	1		#viio	d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
33	30	120	1.5	1/2	1/2	2/2	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
33	30	243/2	0.5	7/8	7/8	2/2	2	1		#viio64	d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
34	31	122	2.0	0	0	2/2	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
34	31	124	2.0	1/2	1/2	2/2	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
35	32	126	2.0	0	0	2/2	2	1		i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
