mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
10	9	1/2	1/2	3/4	2	1	#viio6						d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	2	2	0.5	0.25	0.25	0.5
11	10	0	0	3/4	2	1	i						d	i		i	i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.125	1.0	0.1111111111111111
11	10	1/4	1/4	3/4	2	1	VI6						d	i		VI6	VI		6					M	1	1	2, -1, -2		-2	2	2	3	0.4	0.25	0.75	0.25
12	11	0	0	3/4	2	1	V65/III						d	i		V65/III	V		65		III			Mm7	1	1	4, 1, -2, 0		0	4	0	3	0.0	0.0	1.125	0.0
12	11	1/4	1/4	3/4	2	1	III						d	i		III	III							M	1	1	-1, 3, 0		-1	-1	2	2	0.5	0.25	0.25	0.5
12	11	1/2	1/2	3/4	2	1	vi7/III						d	i		vi7/III	vi		7		III			mm7	1	1	2, -1, 3, 0		2	2	0	4	0.0	0.0	0.5	0.0
13	12	0	0	3/4	2	1	V6/III						d	i		V6/III	V		6		III			M	1	1	4, 1, 0		0	4	2	4	0.3333333333333333	0.25	0.75	0.25
13	12	1/2	1/2	3/4	2	1	V/III						d	i		V/III	V				III			M	1	1	0, 4, 1		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
14	13	0	0	3/4	2	1	V6/VI						d	i		V6/VI	V		6		VI			M	1	1	3, 0, -1		-1	3	3	6	0.3333333333333333	0.375	1.75	0.17647058823529413
15	14	0	0	3/4	2	1	VI(b4)						d	i		VI(b4)	VI			b4				M	1	1	-2, -3, -1		-2	-2	1	3	0.25	0.125	1.125	0.1
15	14	1/4	1/4	3/4	2	1	VI						d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	2	3	0.4	0.25	0.75	0.25
16	15	0	0	3/4	2	1	V6/VII						d	i		V6/VII	V		6		VII			M	1	1	5, 2, 1		1	5	3	6	0.3333333333333333	0.375	1.75	0.17647058823529413
17	16	0	0	3/4	2	1	V(4)/III						d	i		V(4)/III	V			4	III			M	1	1	0, -1, 1		0	0	1	3	0.25	0.125	1.125	0.1
17	16	1/4	1/4	3/4	2	1	V/III						d	i		V/III	V				III			M	1	1	0, 4, 1		0	0	4	9	0.3076923076923077	0.5	1.5	0.25
18	17	1/2	1/2	3/4	2	1	IV/III						d	i		IV/III	IV				III			M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
18	17	5/8	5/8	3/4	2	1	III6						d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
19	18	0	0	3/4	2	1	ii/III						d	i		ii/III	ii				III			m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.5	0.0
19	18	1/4	1/4	3/4	2	1	V/III						d	i		V/III	V				III			M	1	1	0, 4, 1		0	0	1	3	0.25	0.125	0.375	0.25
19	18	1/2	1/2	3/4	2	1	III6						d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	0	4	0.0	0.0	0.5	0.0
20	19	0	0	3/4	2	1	IV/III						d	i		IV/III	IV				III			M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.5	0.0
20	19	1/4	1/4	3/4	2	1	ii/III						d	i		ii/III	ii				III			m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.75	0.0
20	19	1/2	1/2	3/4	2	1	V/III						d	i		V/III	V				III			M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	0.75	0.0
21	20	0	0	3/4	2	1	III						d	i		III	III							M	1	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.75	0.0
21	20	1/4	1/4	3/4	2	1	III64						d	i		III64	III		64					M	1	1	0, -1, 3		-1	0	1	1	0.5	0.125	0.125	0.5
21	20	1/2	1/2	3/4	2	1	i						d	i		i	i							m	1	1	2, -1, 3		2	2	1	1	0.5	0.125	0.125	0.5
22	21	0	0	3/4	2	1	III					i6	d	i		III	III							M	1	1	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.5	0.0
22	21	1/4	1/4	3/4	2	1	V2/VII						d	i		V2/VII	V		2		VII			Mm7	1	1	-1, 1, 5, 2		1	-1	0	3	0.0	0.0	0.5	0.0
22	21	1/2	1/2	3/4	2	1	VII6						d	i		VII6	VII		6					M	1	1	4, 1, 0		0	4	1	2	0.3333333333333333	0.125	0.375	0.25
23	22	0	0	3/4	2	1	V2/VII						d	i		V2/VII	V		2		VII			Mm7	1	1	-1, 1, 5, 2		1	-1	0	3	0.0	0.0	0.5	0.0
23	22	1/4	1/4	3/4	2	1	VII6					ii	d	i		VII6	VII		6					M	1	1	4, 1, 0		0	4	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
23	22	1/2	1/2	3/4	2	1	#viio						d	i		#viio	#vii	o						o	1	1	7, 4, 1		7	7	1	4	0.2	0.125	0.75	0.14285714285714285
24	23	1/4	1/4	3/4	2	1	i						d	i		i	i							m	1	1	2, -1, 3		2	2	1	3	0.25	0.125	0.625	0.16666666666666666
24	23	1/2	1/2	3/4	2	1	iv65						d	i		iv65	iv		65					mm7	1	1	-2, 2, -1, 1		1	-2	0	4	0.0	0.0	0.75	0.0
25	24	0	0	3/4	2	1	V						d	i		V	V							M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	0.5	0.0
25	24	1/4	1/4	3/4	2	1	V(#2)						d	i		V(#2)	V			#2				M	1	1	3, 5, 4		3	3	2	2	0.5	0.25	0.25	0.5
25	24	1/2	1/2	3/4	2	1	V6						d	i		V6	V		6					M	1	1	7, 4, 3		3	7	1	3	0.25	0.125	0.375	0.25
26	25	0	0	3/4	2	1	i						d	i		i	i							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.5	0.0
26	25	1/4	1/4	3/4	2	1	V64						d	i		V64	V		64					M	1	1	4, 3, 7		3	4	0	3	0.0	0.0	0.5	0.0
26	25	1/2	1/2	3/4	2	1	i6						d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
27	26	0	0	3/4	2	1	V2						d	i		V2	V		2					Mm7	1	1	1, 3, 7, 4		3	1	0	3	0.0	0.0	0.5	0.0
27	26	1/4	1/4	3/4	2	1	i6						d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.75	0.0
27	26	1/2	1/2	3/4	2	1	V64(4)	0	-8.5	/			d	i		V64(4)	V		64	4				M	1	1	4, 3, 2		3	4	0	2	0.0	0.0	0.25	0.0
28	27	0	0	3/4	2	1	i6						d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
28	27	1/4	1/4	3/4	2	1	iv						d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
28	27	3/8	3/8	3/4	2	1	i6						d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
28	27	1/2	1/2	3/4	2	1	ii%2						d	i		ii%2	ii	%	2					%7	1	1	2, 4, 1, -2		4	2	0	4	0.0	0.0	0.5	0.0
29	28	0	0	3/4	2	1	V6						d	i		V6	V		6					M	1	1	7, 4, 3		3	7	0	2	0.0	0.0	0.5	0.0
29	28	1/4	1/4	3/4	2	1	i						d	i		i	i							m	1	1	2, -1, 3		2	2	2	3	0.4	0.25	0.75	0.25
30	29	0	0	3/4	2	1	iv						d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	1.125	0.0
30	29	1/4	1/4	3/4	2	1	iv(9)						d	i		iv(9)	iv			9				m	1	1	1, -2, 2	3	1	1	1	2	0.3333333333333333	0.125	0.375	0.25
30	29	1/2	1/2	3/4	2	1	iv						d	i		iv	iv							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
31	30	0	0	3/4	2	1	bII6						d	i		bII6	bII		6					M	1	1	1, -2, -3		-3	1	0	3	0.0	0.0	0.5	0.0
31	30	1/4	1/4	3/4	2	1	V2						d	i		V2	V		2					Mm7	1	1	1, 3, 7, 4		3	1	1	3	0.25	0.125	0.375	0.25
31	30	1/2	1/2	3/4	2	1	i6						d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.125	0.375	0.25
32	31	0	0	3/4	2	1	ii%2						d	i		ii%2	ii	%	2					%7	1	1	2, 4, 1, -2		4	2	0	4	0.0	0.0	0.5	0.0
32	31	1/4	1/4	3/4	2	1	V						d	i		V	V							M	1	1	3, 7, 4		3	3	1	4	0.2	0.125	1.375	0.08333333333333333
33	32	0	0	3/4	2	1	i\\				1		d	i		i	i						\\	m	1	1	2, -1, 3		2	2	3	5	0.375	0.375	1.875	0.16666666666666666
34	32	0	0	3/4	2	1	i				2		d	i		i	i							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	1.75	0.0
34	32	1/4	1/4	3/4	2	1	i64				2		d	i		i64	i		64					m	1	1	3, 2, -1		2	3	0	1	0.0	0.0	0.25	0.0
34	32	1/2	1/2	3/4	2	1	i\\				2		d	i		i	i						\\	m	1	1	2, -1, 3		2	2	0	1	0.0	0.0	0.25	0.0
