mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	2/2	2	1	A.V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.25	0.0
2	1	0	0	2/2	2	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	2	2	0.5	0.25	0.25	0.5
2	1	1/2	1/2	2/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	1	0.5	0.125	0.125	0.5
2	1	3/4	3/4	2/2	2	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
3	2	1/4	1/4	2/2	2	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.25	0.0
3	2	1/2	1/2	2/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
3	2	3/4	3/4	2/2	2	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	0	0	2/2	2	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	4	4	0.5	0.5	0.5	0.5
4	3	1/2	1/2	2/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	2	2	0.5	0.25	0.25	0.5
4	3	3/4	3/4	2/2	2	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	3	4	0.42857142857142855	0.375	0.625	0.375
5	4	1/4	1/4	2/2	2	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
5	4	1/2	1/2	2/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
5	4	5/8	5/8	2/2	2	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
5	4	3/4	3/4	2/2	2	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	2	2	0.5	0.25	0.25	0.5
6	5	0	0	2/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	2	0.3333333333333333	0.125	0.375	0.25
6	5	1/4	1/4	2/2	2	1	iv					A	I		iv	iv							m	0	0	2, -1, 3		2	2	2	2	0.5	0.125	0.375	0.25
6	5	1/2	1/2	2/2	2	1	V43/IV					A	I		V43/IV	V		43		IV			Mm7	0	0	4, 1, 3, 7		3	4	1	2	0.3333333333333333	0.125	0.5	0.2
6	5	3/4	3/4	2/2	2	1	V7/IV					A	I		V7/IV	V		7		IV			Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.375	0.0
7	6	0	0	2/2	2	1	IV	1	-6	/		A	I		IV	IV							M	0	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
7	6	1/4	1/4	2/2	2	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	2	2	0.5	0.125	0.375	0.25
7	6	1/2	1/2	2/2	2	1	vi					A	I		vi	vi							m	0	0	6, 3, 7		6	6	1	2	0.3333333333333333	0.125	0.5	0.2
7	6	3/4	3/4	2/2	2	1	V7/V					A	I		V7/V	V		7		V			Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.375	0.0
8	7	0	0	2/2	2	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	4	4	0.5	0.5	0.5	0.5
8	7	1/2	1/2	2/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	2	0.3333333333333333	0.125	0.5	0.2
8	7	3/4	3/4	2/2	2	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
9	8	0	0	2/2	2	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	2	3	0.4	0.25	0.75	0.25
9	8	1/2	1/2	2/2	2	1	V6					A	I		V6	V		6					M	0	0	8, 5, 4		4	8	1	1	0.5	0.125	0.125	0.5
9	8	3/4	3/4	2/2	2	1	V2					A	I		V2	V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	3	0.0	0.0	0.5	0.0
10	9	0	0	2/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	4	4	0.5	0.5	0.5	0.5
10	9	1/2	1/2	2/2	2	1	I64					A	I		I64	I		64					M	0	0	4, 3, 7		3	4	2	2	0.5	0.25	0.25	0.5
10	9	3/4	3/4	2/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
10	9	7/8	7/8	2/2	2	1	viio6	0	-8	/		A	I		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	0	2	0.0	0.0	0.25	0.0
11	10	0	0	2/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	2	4	0.3333333333333333	0.25	0.75	0.25
11	10	1/2	1/2	2/2	2	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.5	0.0
11	10	3/4	3/4	2/2	2	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
12	11	0	0	2/2	2	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	4	4	0.5	0.5	0.5	0.5
