mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
2	2	7/8	7/8	4/4	2	1	V7			c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
3	3	0	0	4/4	2	1	i			c	i		i	i							m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.125	0.375	0.25
3	3	1/4	1/4	4/4	2	1	III			c	i		III	III							M	1	1	-3, 1, -2		-3	-3	1	5	0.16666666666666666	0.0625	0.4375	0.125
3	3	1/2	1/2	4/4	2	1	ii/III			c	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	3	5/8	5/8	4/4	2	1	ii6/III			c	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.25	0.0
3	3	3/4	3/4	4/4	2	1	V/III			c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	3	7/8	7/8	4/4	2	1	V6/III			c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	4	0	0	4/4	2	1	III(94)	1		c	i		III(94)	III			94				M	1	1	-3, -4, -2	-1	-3	-3	0	3	0.0	0.0	0.25	0.0
4	4	1/8	1/8	4/4	2	1	IVM7/III	1		c	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4	0	3	0.0	0.0	0.25	0.0
4	4	1/4	1/4	4/4	2	1	V(64)/III	1		c	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	4	3/8	3/8	4/4	2	1	V/III	1		c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	4	1/2	1/2	4/4	2	1	I/III|PAC}	1		c	i		I/III	I				III	PAC	}	M	1	1	-3, 1, -2		-3	-3	2	3	0.4	0.125	0.625	0.16666666666666666
4	4	3/4	3/4	4/4	2	1	V(6)	1		c	i		V(6)	V			6				M	1	1	1, 5, -3		1	1	1	3	0.25	0.0625	0.1875	0.25
5	4	0	0	4/4	2	1	III(94)	2		c	i		III(94)	III			94				M	1	1	-3, -4, -2	-1	-3	-3	0	3	0.0	0.0	0.25	0.0
5	4	1/8	1/8	4/4	2	1	IVM7/III	2		c	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4	0	3	0.0	0.0	0.25	0.0
5	4	1/4	1/4	4/4	2	1	V(64)/III	2		c	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	3/8	3/8	4/4	2	1	V/III	2		c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	1/2	1/2	4/4	2	1	I/III|PAC}	2		c	i		I/III	I				III	PAC	}	M	1	1	-3, 1, -2		-3	-3	0	4	0.0	0.0	1.0	0.0
6	5	0	0	4/4	2	1	III{			c	i		III	III						{	M	1	1	-3, 1, -2		-3	-3	3	3	0.5	0.25	0.25	0.5
6	5	1/4	1/4	4/4	2	1	III6			c	i		III6	III		6					M	1	1	1, -2, -3		-3	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	3/8	3/8	4/4	2	1	III			c	i		III	III							M	1	1	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	1/2	1/2	4/4	2	1	V/VII			c	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1	2	2	0.5	0.125	0.125	0.5
6	5	5/8	5/8	4/4	2	1	viio/VII			c	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3	1	3	0.25	0.0625	0.1875	0.25
6	5	3/4	3/4	4/4	2	1	V65/VII			c	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3	1	5	0.16666666666666666	0.0625	0.4375	0.125
7	6	0	0	4/4	2	1	VII6			c	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
7	6	1/8	1/8	4/4	2	1	IV/VII			c	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	6	1/4	1/4	4/4	2	1	V/VII			c	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	6	3/8	3/8	4/4	2	1	V7/VII			c	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.25	0.0
7	6	1/2	1/2	4/4	2	1	VII			c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2	3	3	0.5	0.1875	0.3125	0.375
7	6	3/4	3/4	4/4	2	1	v			c	i		v	v							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
7	6	7/8	7/8	4/4	2	1	VI/v			c	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3	1	1	0.5	0.0625	0.0625	0.5
8	7	0	0	4/4	2	1	iv7/v			c	i		iv7/v	iv		7		v			mm7	1	1	0, -3, 1, -2		0	0	2	3	0.4	0.1875	0.3125	0.375
8	7	1/4	1/4	4/4	2	1	iv65/v			c	i		iv65/v	iv		65		v			mm7	1	1	-3, 1, -2, 0		0	-3	0	3	0.0	0.0	0.25	0.0
8	7	3/8	3/8	4/4	2	1	ii%65/v			c	i		ii%65/v	ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0	0	3	0.0	0.0	0.25	0.0
8	7	1/2	1/2	4/4	2	1	V/v			c	i		V/v	V				v			M	1	1	2, 6, 3		2	2	2	4	0.3333333333333333	0.1875	0.3125	0.375
8	7	3/4	3/4	4/4	2	1	V6/v			c	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	0.25	0.0
8	7	7/8	7/8	4/4	2	1	V7/v			c	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.25	0.0
9	8	0	0	4/4	2	1	i/v			c	i		i/v	i				v			m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.3125	0.0
9	8	1/8	1/8	4/4	2	1	iio6/v			c	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0	0	2	0.0	0.0	0.1875	0.0
9	8	1/4	1/4	4/4	2	1	V/v			c	i		V/v	V				v			M	1	1	2, 6, 3		2	2	1	3	0.25	0.0625	0.4375	0.125
9	8	1/2	1/2	4/4	2	1	i/v|PAC}			c	i		i/v	i				v	PAC	}	m	1	1	1, -2, 2		1	1	1	3	0.25	0.0625	0.6875	0.08333333333333333
9	8	3/4	3/4	4/4	2	1	V6			c	i		V6	V		6					M	1	1	5, 2, 1		1	5	1	3	0.25	0.0625	0.1875	0.25
10	9	0	0	4/4	2	1	V/iv			c	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0	3	6	0.3333333333333333	0.1875	0.5625	0.25
10	9	3/8	3/8	4/4	2	1	V7/iv			c	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.25	0.0
10	9	1/2	1/2	4/4	2	1	iv			c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1	2	4	0.3333333333333333	0.125	0.375	0.25
10	9	3/4	3/4	4/4	2	1	IV/III			c	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4	2	6	0.25	0.125	0.375	0.25
11	10	0	0	4/4	2	1	V/III			c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2	3	6	0.3333333333333333	0.1875	0.5625	0.25
11	10	3/8	3/8	4/4	2	1	V7/III			c	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.25	0.0
11	10	1/2	1/2	4/4	2	1	III			c	i		III	III							M	1	1	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
11	10	5/8	5/8	4/4	2	1	i6(#7)			c	i		i6(#7)	i		6	#7				m	1	1	-3, 1, 5		0	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
11	10	3/4	3/4	4/4	2	1	V			c	i		V	V							M	1	1	1, 5, 2		1	1	3	5	0.375	0.1875	0.3125	0.375
12	11	0	0	4/4	2	1	VIM7			c	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4	0	3	0.0	0.0	0.25	0.0
12	11	1/8	1/8	4/4	2	1	i64			c	i		i64	i		64					m	1	1	1, 0, -3		0	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	11	1/4	1/4	4/4	2	1	iio64			c	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4	0	3	0.0	0.0	0.25	0.0
12	11	3/8	3/8	4/4	2	1	iv7			c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1	0	3	0.0	0.0	0.25	0.0
12	11	1/2	1/2	4/4	2	1	V7			c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
12	11	5/8	5/8	4/4	2	1	#viio64			c	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	11	3/4	3/4	4/4	2	1	i64			c	i		i64	i		64					m	1	1	1, 0, -3		0	1	0	3	0.0	0.0	0.25	0.0
12	11	7/8	7/8	4/4	2	1	IIIM7			c	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	0	3	0.0	0.0	0.25	0.0
13	12	0	0	4/4	2	1	iv7			c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1	0	3	0.0	0.0	0.25	0.0
13	12	1/8	1/8	4/4	2	1	i6		VI64	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	12	1/4	1/4	4/4	2	1	#viio64			c	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1	0	3	0.0	0.0	0.25	0.0
13	12	3/8	3/8	4/4	2	1	ii%7			c	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2	0	3	0.0	0.0	0.25	0.0
13	12	1/2	1/2	4/4	2	1	V7(4)			c	i		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
13	12	5/8	5/8	4/4	2	1	#viio64			c	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	12	3/4	3/4	4/4	2	1	i6(#7)			c	i		i6(#7)	i		6	#7				m	1	1	-3, 1, 5		0	-3	0	3	0.0	0.0	0.25	0.0
13	12	7/8	7/8	4/4	2	1	iio			c	i		iio	ii	o						o	1	1	2, -1, -4		2	2	0	3	0.0	0.0	0.25	0.0
14	13	0	0	4/4	2	1	i			c	i		i	i							m	1	1	0, -3, 1		0	0	3	5	0.375	0.1875	0.3125	0.375
14	13	1/4	1/4	4/4	2	1	i6			c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
14	13	3/8	3/8	4/4	2	1	V(6)		i64	c	i		V(6)	V			6				M	1	1	1, 5, -3		1	1	0	2	0.0	0.0	0.25	0.0
14	13	1/2	1/2	4/4	2	1	V			c	i		V	V							M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
14	13	5/8	5/8	4/4	2	1	iio64			c	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4	0	3	0.0	0.0	0.25	0.0
14	13	3/4	3/4	4/4	2	1	V			c	i		V	V							M	1	1	1, 5, 2		1	1	3	4	0.42857142857142855	0.1875	0.3125	0.375
15	14	0	0	4/4	2	1	VI			c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4	1	3	0.25	0.0625	0.3125	0.16666666666666666
15	14	3/16	3/16	4/4	2	1	V			c	i		V	V							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.125	0.0
15	14	1/4	1/4	4/4	2	1	iv7			c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
15	14	7/16	7/16	4/4	2	1	VI6			c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0	0	2	0.0	0.0	0.125	0.0
15	14	1/2	1/2	4/4	2	1	V6			c	i		V6	V		6					M	1	1	5, 2, 1		1	5	4	4	0.5	0.25	0.25	0.5
15	14	3/4	3/4	4/4	2	1	V43			c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2	3	5	0.375	0.1875	0.3125	0.375
16	15	0	0	4/4	2	1	#viio/iv			c	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4	0	4	0.0	0.0	0.25	0.0
16	15	1/8	1/8	4/4	2	1	V2/VII			c	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3	0	3	0.0	0.0	0.25	0.0
16	15	1/4	1/4	4/4	2	1	VII6(7)		ii%7	c	i		VII6(7)	VII		6	7				M	1	1	2, -1, -4		-2	2	3	1	0.75	0.1875	0.0625	0.75
16	15	3/8	3/8	4/4	2	1	#viio			c	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5	2	6	0.25	0.125	0.375	0.25
16	15	5/8	5/8	4/4	2	1	i2			c	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2	0	3	0.0	0.0	0.25	0.0
16	15	3/4	3/4	4/4	2	1	VI			c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4	0	2	0.0	0.0	0.125	0.0
16	15	13/16	13/16	4/4	2	1	i64			c	i		i64	i		64					m	1	1	1, 0, -3		0	1	0	2	0.0	0.0	0.125	0.0
16	15	7/8	7/8	4/4	2	1	iv			c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.125	0.0
16	15	15/16	15/16	4/4	2	1	i6			c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.125	0.0
17	16	0	0	4/4	2	1	iio			c	i		iio	ii	o						o	1	1	2, -1, -4		2	2	0	4	0.0	0.0	0.25	0.0
17	16	1/8	1/8	4/4	2	1	i			c	i		i	i							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.25	0.0
17	16	1/4	1/4	4/4	2	1	V(64)			c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1	0	2	0.0	0.0	0.25	0.0
17	16	3/8	3/8	4/4	2	1	V			c	i		V	V							M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
17	16	1/2	1/2	4/4	2	1	i|PAC}			c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	1.0	0.0
