mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	2/2	2	1	E.I[I{		E	I	I	I	I						{	M	0	0	4, 8, 5		4	4	2	5	0.2857142857142857	0.25	0.75	0.25
2	1	1/2	1/2	2/2	2	1	I6		E	I	I	I6	I		6					M	0	0	8, 5, 4		4	8	1	5	0.16666666666666666	0.125	0.875	0.125
3	2	0	0	2/2	2	1	V2		E	I	I	V2	V		2					Mm7	0	0	3, 5, 9, 6		5	3	2	4	0.3333333333333333	0.25	0.75	0.25
3	2	1/2	1/2	2/2	2	1	I		E	I	I	I	I							M	0	0	4, 8, 5		4	4	1	5	0.16666666666666666	0.125	0.875	0.125
4	3	0	0	2/2	2	1	IV6		E	I	I	IV6	IV		6					M	0	0	7, 4, 3		3	7	2	5	0.2857142857142857	0.25	0.75	0.25
4	3	1/2	1/2	2/2	2	1	V6		E	I	I	V6	V		6					M	0	0	9, 6, 5		5	9	4	4	0.5	0.5	0.5	0.5
5	4	0	0	2/2	2	1	I]|IAC		E	I	I	I	I					IAC		M	0	0	4, 8, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
5	4	1/4	1/4	2/2	2	1	V		E	I		V	V							M	0	0	5, 9, 6		5	5	1	2	0.3333333333333333	0.125	0.375	0.25
5	4	1/2	1/2	2/2	2	1	I6		E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.5	0.0
5	4	3/4	3/4	2/2	2	1	V65/vi{		E	I		V65/vi	V		65		vi		{	Mm7	0	0	12, 9, 6, 8		8	12	0	3	0.0	0.0	0.5	0.0
6	5	0	0	2/2	2	1	vi		E	I		vi	vi							m	0	0	7, 4, 8		7	7	0	3	0.0	0.0	0.5	0.0
6	5	1/4	1/4	2/2	2	1	V/vi		E	I		V/vi	V				vi			M	0	0	8, 12, 9		8	8	0	3	0.0	0.0	0.5	0.0
