mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	2/2	2	1	G.I{						G	I		I	I						{	M	0	0	1, 5, 2		1	1	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
2	1	1/2	1/2	2/2	2	1	viio						G	I		viio	vii	o						o	0	0	6, 3, 0		6	6	1	6	0.14285714285714285	0.0625	0.9375	0.0625
3	2	0	0	2/2	2	1	I						G	I		I	I							M	0	0	1, 5, 2		1	1	1	6	0.14285714285714285	0.125	0.875	0.125
3	2	1/2	1/2	2/2	2	1	I6						G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	7	0.0	0.0	1.0	0.0
4	3	0	0	2/2	2	1	IV						G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
4	3	1/4	1/4	2/2	2	1	ii6						G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	0	4	0.0	0.0	0.5	0.0
4	3	1/2	1/2	2/2	2	1	V						G	I		V	V							M	0	0	2, 6, 3		2	2	0	7	0.0	0.0	1.0	0.0
5	4	0	0	2/2	2	1	I|IAC}						G	I		I	I					IAC	}	M	0	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.25	0.75	0.25
5	4	1/2	1/2	2/2	2	1	I6						G	I		I6	I		6					M	0	0	5, 2, 1		1	5	1	5	0.16666666666666666	0.125	0.875	0.125
6	5	0	0	2/2	2	1	I{						G	I		I	I						{	M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.125	0.875	0.125
6	5	1/2	1/2	2/2	2	1	viio						G	I		viio	vii	o						o	0	0	6, 3, 0		6	6	1	6	0.14285714285714285	0.0625	0.9375	0.0625
7	6	0	0	2/2	2	1	I						G	I		I	I							M	0	0	1, 5, 2		1	1	1	6	0.14285714285714285	0.125	0.875	0.125
7	6	1/2	1/2	2/2	2	1	I6						G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.5	0.0
7	6	3/4	3/4	2/2	2	1	V7	-1	-5	/			G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	3	0.25	0.125	0.375	0.25
8	7	0	0	2/2	2	1	I						G	I		I	I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.5	0.0
8	7	1/4	1/4	2/2	2	1	viio/V						G	I		viio/V	vii	o			V			o	0	0	7, 4, 1		7	7	0	4	0.0	0.0	0.5	0.0
8	7	1/2	1/2	2/2	2	1	I6/V						G	I		I6/V	I		6		V			M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.5	0.0
8	7	3/4	3/4	2/2	2	1	vi6/V						G	I		vi6/V	vi		6		V			m	0	0	2, 6, 5		5	2	0	3	0.0	0.0	0.5	0.0
9	8	0	0	2/2	2	1	ii/V						G	I		ii/V	ii				V			m	0	0	4, 1, 5		4	4	0	3	0.0	0.0	0.5	0.0
9	8	1/4	1/4	2/2	2	1	V/V						G	I		V/V	V				V			M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
9	8	1/2	1/2	2/2	2	1	I/V						G	I		I/V	I				V			M	0	0	2, 6, 3		2	2	1	6	0.14285714285714285	0.125	0.875	0.125
10	9	0	0	2/2	2	1	ii/V						G	I		ii/V	ii				V			m	0	0	4, 1, 5		4	4	0	3	0.0	0.0	0.5	0.0
10	9	1/4	1/4	2/2	2	1	I/V						G	I		I/V	I				V			M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.5	0.0
10	9	1/2	1/2	2/2	2	1	V7/V						G	I		V7/V	V		7		V			Mm7	0	0	3, 7, 4, 1		3	3	1	5	0.16666666666666666	0.125	0.875	0.125
11	10	0	0	2/2	2	1	I/V|PAC}						G	I		I/V	I				V	PAC	}	M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	1.5	0.0
12	10	0	3/4	2/2	2	1	V{						G	I		V	V						{	M	0	0	2, 6, 3		2	2	2	13	0.13333333333333333	0.125	2.0	0.058823529411764705
14	12	0	0	2/2	2	1	I6						G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	7	0.0	0.0	1.5	0.0
14	12	3/4	3/4	2/2	2	1	I						G	I		I	I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
15	13	0	0	2/2	2	1	ii						G	I		ii	ii							m	0	0	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
15	13	1/4	1/4	2/2	2	1	#viio6/vi						G	I		#viio6/vi	#vii	o	6		vi			o	0	0	6, 3, 9		9	6	0	4	0.0	0.0	0.5	0.0
15	13	1/2	1/2	2/2	2	1	i6/vi						G	I		i6/vi	i		6		vi			m	0	0	1, 5, 4		4	1	0	3	0.0	0.0	0.5	0.0
15	13	3/4	3/4	2/2	2	1	i/vi						G	I		i/vi	i				vi			m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	0.5	0.0
16	14	0	0	2/2	2	1	V/vi|HC}						G	I		V/vi	V				vi	HC	}	M	0	0	5, 9, 6		5	5	3	3	0.5	0.5	0.5	0.5
