mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	e.i{				e	i		i	i						{	m	1	1	4, 1, 5		4.0	4.0	7	8	0.4666666666666667	0.6875	0.8125	0.4583333333333333
5	5	0	0	3/8	2	1	#viio43/v				e	i		#viio43/v	#vii	o	43		v			o7	1	1	4, 1, 10, 7		10.0	4.0	3	6	0.3333333333333333	0.25	0.5	0.3333333333333333
6	6	0	0	3/8	2	1	v6				e	i		v6	v		6					m	1	1	2, 6, 5		5.0	2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	6	1/8	1/8	3/8	2	1	V2/V/v				e	i		V2/V/v	V		2		V/v			Mm7	1	1	5, 7, 11, 8		7.0	5.0	0	3	0.0	0.0	0.25	0.0
6	6	1/4	1/4	3/8	2	1	V65/V				e	i		V65/V	V		65		V			Mm7	1	1	10, 7, 4, 6		6.0	10.0	0	3	0.0	0.0	0.25	0.0
7	7	0	0	3/8	2	1	V				e	i		V	V							M	1	1	5, 9, 6		5.0	5.0	0	3	0.0	0.0	0.25	0.0
7	7	1/8	1/8	3/8	2	1	V2				e	i		V2	V		2					Mm7	1	1	3, 5, 9, 6		5.0	3.0	0	3	0.0	0.0	0.25	0.0
7	7	1/4	1/4	3/8	2	1	V65/iv				e	i		V65/iv	V		65		iv			Mm7	1	1	8, 5, 2, 4		4.0	8.0	0	3	0.0	0.0	0.25	0.0
8	8	0	0	3/8	2	1	#viio65/v				e	i		#viio65/v	#vii	o	65		v			o7	1	1	7, 4, 1, 10		10.0	7.0	1	5	0.16666666666666666	0.125	0.375	0.25
8	8	1/4	1/4	3/8	2	1	v64				e	i		v64	v		64					m	1	1	6, 5, 2		5.0	6.0	0	3	0.0	0.0	0.25	0.0
9	9	0	0	3/8	2	1	V7/III				e	i		V7/III	V		7		III			Mm7	1	1	2, 6, 3, 0		2.0	2.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
9	9	1/4	1/4	3/8	2	1	IIIM7				e	i		IIIM7	III	M	7					MM7	1	1	1, 5, 2, 6		1.0	1.0	0	3	0.0	0.0	0.25	0.0
10	10	0	0	3/8	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
10	10	1/4	1/4	3/8	2	1	ii%7				e	i		ii%7	ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	0	3	0.0	0.0	0.25	0.0
11	11	0	0	3/8	2	1	V7				e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5.0	5.0	0	6	0.0	0.0	0.5	0.0
11	11	1/4	1/4	3/8	2	1	i7				e	i		i7	i		7					mm7	1	1	4, 1, 5, 2		4.0	4.0	0	3	0.0	0.0	0.25	0.0
12	12	0	0	3/8	2	1	VIM7				e	i		VIM7	VI	M	7					MM7	1	1	0, 4, 1, 5		0.0	0.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
12	12	1/4	1/4	3/8	2	1	ii%65				e	i		ii%65	ii	%	65					%7	1	1	3, 0, 4, 6		6.0	3.0	0	3	0.0	0.0	0.25	0.0
13	13	0	0	3/8	2	1	V				e	i		V	V							M	1	1	5, 9, 6		5.0	5.0	4	4	0.5	0.375	0.375	0.5
13	13	1/4	1/4	3/8	2	1	#viio6	-0.247866	3.549	/	e	i		#viio6	#vii	o	6					o	1	1	6, 3, 9		9.0	6.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
14	14	0	0	3/8	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
14	14	1/8	1/8	3/8	2	1	V2/V				e	i		V2/V	V		2		V			Mm7	1	1	4, 6, 10, 7		6.0	4.0	0	4	0.0	0.0	0.375	0.0
14	14	1/4	1/4	3/8	2	1	V65				e	i		V65	V		65					Mm7	1	1	9, 6, 3, 5		5.0	9.0	0	3	0.0	0.0	0.25	0.0
15	15	0	0	3/8	2	1	V(b9)/iv				e	i		V(b9)/iv	V			b9	iv			M	1	1	4, 8, 5	-8	4.0	4.0	1	3	0.25	0.125	0.25	0.3333333333333333
15	15	1/8	1/8	3/8	2	1	V2/iv				e	i		V2/iv	V		2		iv			Mm7	1	1	2, 4, 8, 5		4.0	2.0	0	4	0.0	0.0	0.375	0.0
15	15	1/4	1/4	3/8	2	1	IV6	1.1154	3.50572	/	e	i		IV6	IV		6					M	1	1	7, 4, 3		3.0	7.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
16	16	0	0	3/8	2	1	#viio65(2)				e	i		#viio65(2)	#vii	o	65	2				o7	1	1	6, 3, 0, 4		9.0	6.0	2	5	0.2857142857142857	0.1875	0.4375	0.3
16	16	1/4	1/4	3/8	2	1	i64				e	i		i64	i		64					m	1	1	5, 4, 1		4.0	5.0	0	4	0.0	0.0	0.375	0.0
17	17	0	0	3/8	2	1	ii%65				e	i		ii%65	ii	%	65					%7	1	1	3, 0, 4, 6		6.0	3.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
17	17	1/8	1/8	3/8	2	1	V7/VI				e	i		V7/VI	V		7		VI			Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	0.5	0.0
17	17	1/4	1/4	3/8	2	1	VI(9)				e	i		VI(9)	VI			9				M	1	1	0, 4, 1	2	0.0	0.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
18	18	0	0	3/8	2	1	iv				e	i		iv	iv							m	1	1	3, 0, 4		3.0	3.0	0	4	0.0	0.0	0.625	0.0
18	18	1/8	1/8	3/8	2	1	ii%7				e	i		ii%7	ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	0	3	0.0	0.0	0.25	0.0
18	18	1/4	1/4	3/8	2	1	V2(9)				e	i		V2(9)	V		2	9				Mm7	1	1	3, 5, 9, 6	0	5.0	3.0	0	3	0.0	0.0	0.25	0.0
19	19	0	0	3/8	2	1	#vii/iv				e	i		#vii/iv	#vii				iv			m	1	1	8, 5, 9		8.0	8.0	0	4	0.0	0.0	0.625	0.0
19	19	1/8	1/8	3/8	2	1	V7/iv				e	i		V7/iv	V		7		iv			Mm7	1	1	4, 8, 5, 2		4.0	4.0	0	3	0.0	0.0	0.25	0.0
19	19	1/4	1/4	3/8	2	1	IV(9)	0	-9	/	e	i		IV(9)	IV			9				M	1	1	3, 7, 4	5	3.0	3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
20	20	0	0	3/8	2	1	ii%7				e	i		ii%7	ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	0	4	0.0	0.0	0.5	0.0
20	20	1/8	1/8	3/8	2	1	iv6				e	i		iv6	iv		6					m	1	1	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.25	0.0
20	20	1/4	1/4	3/8	2	1	#viio7				e	i		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9.0	9.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
21	21	0	0	3/8	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	0	6	0.0	0.0	0.5	0.0
21	21	1/4	1/4	3/8	2	1	v6				e	i		v6	v		6					m	1	1	2, 6, 5		5.0	2.0	0	3	0.0	0.0	0.25	0.0
22	22	0	0	3/8	2	1	iv6				e	i		iv6	iv		6					m	1	1	0, 4, 3		3.0	0.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
22	22	1/4	1/4	3/8	2	1	III6				e	i		III6	III		6					M	1	1	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.25	0.0
23	23	0	0	3/8	2	1	iio6				e	i		iio6	ii	o	6					o	1	1	3, 0, 6		6.0	3.0	0	6	0.0	0.0	0.5	0.0
23	23	1/4	1/4	3/8	2	1	i6				e	i		i6	i		6					m	1	1	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.25	0.0
24	24	0	0	3/8	2	1	iio				e	i		iio	ii	o						o	1	1	6, 3, 0		6.0	6.0	0	3	0.0	0.0	0.25	0.0
24	24	1/8	1/8	3/8	2	1	V64				e	i		V64	V		64					M	1	1	6, 5, 9		5.0	6.0	0	3	0.0	0.0	0.25	0.0
24	24	1/4	1/4	3/8	2	1	iv64				e	i		iv64	iv		64					m	1	1	4, 3, 0		3.0	4.0	0	3	0.0	0.0	0.25	0.0
25	25	0	0	3/8	2	1	V65				e	i		V65	V		65					Mm7	1	1	9, 6, 3, 5		5.0	9.0	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
26	26	0	0	3/8	2	1	i				e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	2	4	0.3333333333333333	0.125	0.375	0.25
