mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
6	5	0	0	4/4	2	1	V2					F	I		V2	V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	2	8	0.2	0.125	1.3125	0.08695652173913043
6	5	1/2	1/2	4/4	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	3	4	0.42857142857142855	0.25	0.625	0.2857142857142857
6	5	3/4	3/4	4/4	2	1	V43					F	I		V43	V		43					Mm7	0	0	1, -2, 0, 4		0	1	1	5	0.16666666666666666	0.03125	0.59375	0.05
7	6	0	0	4/4	2	1	I|IAC}{					F	I		I	I					IAC	}{	M	0	0	-1, 3, 0		-1	-1	3	4	0.42857142857142855	0.25	0.5	0.3333333333333333
7	6	1/4	1/4	4/4	2	1	V.ii					F	V		ii	ii							m	0	0	2, -1, 3		2	2	3	3	0.5	0.25	0.5625	0.3076923076923077
7	6	1/2	1/2	4/4	2	1	viio					F	V		viio	vii	o						o	0	0	5, 2, -1		5	5	3	4	0.42857142857142855	0.3125	0.3125	0.5
7	6	3/4	3/4	4/4	2	1	V7					F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	7	0.0	0.0	0.75	0.0
8	7	0	0	4/4	2	1	I|IAC}{					F	V		I	I					IAC	}{	M	0	0	0, 4, 1		0	0	4	7	0.36363636363636365	0.20833333333333334	0.5416666666666666	0.2777777777777778
8	7	1/4	1/4	4/4	2	1	vi	0.123933	6.35046		/	F	V		vi	vi							m	0	0	3, 0, 4		3	3	4	7	0.36363636363636365	0.20833333333333334	0.5416666666666666	0.2777777777777778
8	7	1/2	1/2	4/4	2	1	IV	0.123933	7.03641		/	F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1	2	7	0.2222222222222222	0.08333333333333333	0.9166666666666666	0.08333333333333333
8	7	3/4	3/4	4/4	2	1	ii7	0	6.93566		/	F	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2	2	6	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
9	8	0	0	4/4	2	1	viio(9)					F	V		viio(9)	vii	o		9				o	0	0	5, 2, -1	0	5	5	0	6	0.0	0.0	0.5	0.0
9	8	1/8	1/8	4/4	2	1	viio					F	V		viio	vii	o						o	0	0	5, 2, -1		5	5	2	3	0.4	0.10416666666666667	0.14583333333333334	0.4166666666666667
9	8	1/4	1/4	4/4	2	1	V7					F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	3	8	0.2727272727272727	0.14583333333333334	0.6041666666666666	0.19444444444444445
9	8	1/2	1/2	4/4	2	1	iii					F	V		iii	iii							m	0	0	4, 1, 5		4	4	2	7	0.2222222222222222	0.08333333333333333	0.9166666666666666	0.08333333333333333
9	8	3/4	3/4	4/4	2	1	IVM7					F	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1	2	6	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
10	9	0	0	4/4	2	1	vi(9)					F	V		vi(9)	vi			9				m	0	0	3, 0, 4	5	3	3	0	6	0.0	0.0	0.5	0.0
10	9	1/8	1/8	4/4	2	1	vi					F	V		vi	vi							m	0	0	3, 0, 4		3	3	2	3	0.4	0.10416666666666667	0.14583333333333334	0.4166666666666667
10	9	1/4	1/4	4/4	2	1	viio7/V					F	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6	3	8	0.2727272727272727	0.14583333333333334	0.6041666666666666	0.19444444444444445
10	9	1/2	1/2	4/4	2	1	V/V					F	V		V/V	V				V			M	0	0	2, 6, 3		2	2	2	7	0.2222222222222222	0.08333333333333333	0.9166666666666666	0.08333333333333333
10	9	3/4	3/4	4/4	2	1	viio7/V	-0.123933	4.86326		/	F	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6	3	5	0.375	0.20833333333333334	0.2916666666666667	0.4166666666666667
11	10	0	0	4/4	2	1	V|HC}{					F	V		V	V					HC	}{	M	0	0	1, 5, 2		1	1	3	8	0.2727272727272727	0.125	0.75	0.14285714285714285
11	10	3/8	3/8	4/4	2	1	V7(b9)					F	V		V7(b9)	V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1	0	5	0.0	0.0	0.375	0.0
11	10	1/2	1/2	4/4	2	1	bVI					F	V		bVI	bVI							M	0	0	-4, 0, -3		-4	-4	3	4	0.42857142857142855	0.1875	0.4375	0.3
11	10	3/4	3/4	4/4	2	1	vi%65					F	V		vi%65	vi	%	65					%7	0	0	0, -3, 1, 3		3	0	2	4	0.3333333333333333	0.1875	0.3125	0.375
12	11	0	0	4/4	2	1	viio6/V					F	V		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3	2	4	0.3333333333333333	0.125	0.375	0.25
12	11	1/4	1/4	4/4	2	1	V2(b9)/V	-0.743598	6.54955	0.0257321	/	F	V		V2(b9)/V	V		2	b9	V			Mm7	0	0	0, 2, 6, 3	-3	2	0	0	3	0.0	0.0	0.25	0.0
12	11	3/8	3/8	4/4	2	1	V2/V	0	6.72288		/	F	V		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0	0	3	0.0	0.0	0.25	0.0
12	11	1/2	1/2	4/4	2	1	V2					F	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	3	10	0.23076923076923078	0.1875	0.8125	0.1875
13	12	0	0	4/4	2	1	I					F	V		I	I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.25	0.0
13	12	1/8	1/8	4/4	2	1	IVM7					F	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1	0	4	0.0	0.0	0.25	0.0
13	12	1/4	1/4	4/4	2	1	V(4)					F	V		V(4)	V			4				M	0	0	1, 0, 2		1	1	0	4	0.0	0.0	0.375	0.0
13	12	3/8	3/8	4/4	2	1	V7					F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.375	0.0
13	12	1/2	1/2	4/4	2	1	I|PAC}					F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0	15	44	0.2542372881355932	0.6875	4.9375	0.12222222222222222
16	14	1/2	1/2	4/4	2	1	IV					F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1	3	5	0.375	0.125	0.375	0.25
16	14	3/4	3/4	4/4	2	1	ii6(#6)					F	V		ii6(#6)	ii		6	#6				m	0	0	-1, 3, 2	12	2	-1	3	6	0.3333333333333333	0.15625	0.34375	0.3125
17	15	0	0	4/4	2	1	I6					F	V		I6	I		6					M	0	0	4, 1, 0		0	4	2	4	0.3333333333333333	0.125	0.5625	0.18181818181818182
17	15	1/4	1/4	4/4	2	1	I					F	V		I	I							M	0	0	0, 4, 1		0	0	3	6	0.3333333333333333	0.125	0.5625	0.18181818181818182
17	15	1/2	1/2	4/4	2	1	viio6(2)					F	V		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2	0	4	0.0	0.0	0.5	0.0
17	15	5/8	5/8	4/4	2	1	viio6					F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
17	15	3/4	3/4	4/4	2	1	V7					F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	8	0.1111111111111111	0.03125	0.65625	0.045454545454545456
18	16	0	0	4/4	2	1	I|IAC}{					F	V		I	I					IAC	}{	M	0	0	0, 4, 1		0	0	3	8	0.2727272727272727	0.1875	0.9375	0.16666666666666666
18	16	1/2	1/2	4/4	2	1	viio6/V					F	V		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3	2	4	0.3333333333333333	0.1875	0.3125	0.375
18	16	3/4	3/4	4/4	2	1	V6					F	V		V6	V		6					M	0	0	5, 2, 1		1	5	1	4	0.2	0.0625	0.4375	0.125
19	17	0	0	4/4	2	1	vi.#viio7					F	vi		#viio7	#vii	o	7					o7	0	1	7, 4, 1, -2		7	7	2	6	0.25	0.125	0.5625	0.18181818181818182
19	17	1/4	1/4	4/4	2	1	i					F	vi		i	i							m	0	1	2, -1, 3		2	2	7	10	0.4117647058823529	0.4375	1.0625	0.2916666666666667
19	17	3/4	3/4	4/4	2	1	#viio7					F	vi		#viio7	#vii	o	7					o7	0	1	7, 4, 1, -2		7	7	2	7	0.2222222222222222	0.125	0.625	0.16666666666666666
20	18	0	0	4/4	2	1	i					F	vi		i	i							m	0	1	2, -1, 3		2	2	0	3	0.0	0.0	0.5	0.0
20	18	1/8	1/8	4/4	2	1	ii%65					F	vi		ii%65	ii	%	65					%7	0	1	1, -2, 2, 4		4	1	0	3	0.0	0.0	0.25	0.0
20	18	1/4	1/4	4/4	2	1	V					F	vi		V	V							M	0	1	3, 7, 4		3	3	1	4	0.2	0.0625	0.6875	0.08333333333333333
20	18	1/2	1/2	4/4	2	1	i|PAC}{					F	vi		i	i					PAC	}{	m	0	1	2, -1, 3		2	2	2	6	0.25	0.0625	0.9375	0.0625
20	18	3/4	3/4	4/4	2	1	I.IV6					F	I		IV6	IV		6					M	0	0	2, -1, -2		-2	2	2	4	0.3333333333333333	0.09375	0.34375	0.21428571428571427
21	19	0	0	4/4	2	1	V65/IV					F	I		V65/IV	V		65		IV			Mm7	0	0	3, 0, -3, -1		-1	3	3	7	0.3	0.125	0.875	0.125
21	19	1/4	1/4	4/4	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	2	5	0.2857142857142857	0.09375	0.40625	0.1875
21	19	1/2	1/2	4/4	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0	0	2	6	0.25	0.0625	0.9375	0.0625
21	19	3/4	3/4	4/4	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	2	4	0.3333333333333333	0.09375	0.34375	0.21428571428571427
22	20	0	0	4/4	2	1	IVM65/IV					F	I		IVM65/IV	IV	M	65		IV			MM7	0	0	1, -2, 2, -3		-3	1	3	7	0.3	0.125	0.875	0.125
22	20	1/4	1/4	4/4	2	1	viio/IV					F	I		viio/IV	vii	o			IV			o	0	0	3, 0, -3		3	3	2	5	0.2857142857142857	0.09375	0.40625	0.1875
22	20	1/2	1/2	4/4	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	4	6	0.4	0.125	0.5	0.2
22	20	3/4	3/4	4/4	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	6	5	0.5454545454545454	0.21875	0.21875	0.5
23	21	0	0	4/4	2	1	I6	-0.123933	4.49146		/	F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	6	6	0.5	0.25	0.25	0.5
23	21	1/4	1/4	4/4	2	1	V	0.371799	4.86326		/	F	I		V	V							M	0	0	0, 4, 1		0	0	6	6	0.5	0.25	0.25	0.5
23	21	1/2	1/2	4/4	2	1	viio	-0.495732	9.06041		/	F	I		viio	vii	o						o	0	0	4, 1, -2		4	4	2	4	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
23	21	5/8	5/8	4/4	2	1	I6	0	8.94041		/	F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	0	6	0.0	0.0	0.5	0.0
23	21	3/4	3/4	4/4	2	1	IVM7	0	7.95913		/	F	I		IVM7	IV	M	7					MM7	0	0	-2, 2, -1, 3		-2	-2	1	9	0.1	0.0625	0.9375	0.0625
24	22	0	0	4/4	2	1	V	0.123933	8.18708		/	F	I		V	V							M	0	0	0, 4, 1		0	0	4	6	0.4	0.25	0.625	0.2857142857142857
24	22	1/4	1/4	4/4	2	1	V2					F	I		V2	V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	6	0.14285714285714285	0.0625	0.5625	0.1
24	22	1/2	1/2	4/4	2	1	bVI6					F	I		bVI6	bVI		6					M	0	0	-1, -4, -5		-5	-1	3	3	0.5	0.1875	0.3125	0.375
24	22	3/4	3/4	4/4	2	1	viio6(2)/V	-0.743598	3.96103		/	F	I		viio6(2)/V	vii	o	6	2	V			o	0	0	2, -1, 0		5	2	1	5	0.16666666666666666	0.0625	0.4375	0.125
25	23	0	0	4/4	2	1	viio/V					F	I		viio/V	vii	o			V			o	0	0	5, 2, -1		5	5	2	4	0.3333333333333333	0.125	0.375	0.25
25	23	1/4	1/4	4/4	2	1	V7(b9)/V					F	I		V7(b9)/V	V		7	b9	V			Mm7	0	0	1, 5, 2, -1	-4	1	1	0	6	0.0	0.0	0.5	0.0
25	23	1/2	1/2	4/4	2	1	#viio65/vi					F	I		#viio65/vi	#vii	o	65		vi			o7	0	0	4, 1, -2, 7		7	4	0	5	0.0	0.0	0.5	0.0
25	23	3/4	3/4	4/4	2	1	V65					F	I		V65	V		65					Mm7	0	0	4, 1, -2, 0		0	4	1	6	0.14285714285714285	0.0625	0.375	0.14285714285714285
26	24	0	0	4/4	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.25	0.0
26	24	1/8	1/8	4/4	2	1	IVM7					F	I		IVM7	IV	M	7					MM7	0	0	-2, 2, -1, 3		-2	-2	0	4	0.0	0.0	0.25	0.0
26	24	1/4	1/4	4/4	2	1	V(4)					F	I		V(4)	V			4				M	0	0	0, -1, 1		0	0	0	4	0.0	0.0	0.375	0.0
26	24	3/8	3/8	4/4	2	1	V7					F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	4	0.0	0.0	0.375	0.0
26	24	1/2	1/2	4/4	2	1	I|PAC}					F	I		I	I					PAC	}	M	0	0	-1, 3, 0		-1	-1	0	10	0.0	0.0	2.125	0.0
