mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	3/4	2	1	Eb.I	Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	5	9	0.35714285714285715	0.375	1.8125	0.17142857142857143
3	2	0	0	3/4	2	1	ii2(2)	Eb	I		ii2(2)	ii		2	2				mm7	0	0	-3, 1, -4, 0		-1.0	-3.0	0	4	0.0	0.0	0.7291666666666666	0.0
3	2	1/6	1/6	3/4	2	1	ii2	Eb	I		ii2	ii		2					mm7	0	0	-3, -1, -4, 0		-1.0	-3.0	0	2	0.0	0.0	0.14583333333333334	0.0
3	2	1/4	1/4	3/4	2	1	viio6	Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2.0	-1.0	2	6	0.25	0.14583333333333334	0.8541666666666666	0.14583333333333334
4	3	0	0	3/4	2	1	I6	Eb	I		I6	I		6					M	0	0	1, -2, -3		-3.0	1.0	2	3	0.4	0.16666666666666666	0.3333333333333333	0.3333333333333333
4	3	1/4	1/4	3/4	2	1	I	Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	2	3	0.4	0.14583333333333334	0.3541666666666667	0.2916666666666667
4	3	1/2	1/2	3/4	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	1	4	0.2	0.08333333333333333	0.4166666666666667	0.16666666666666666
5	4	0	0	3/4	2	1	I(4)	Eb	I		I(4)	I			4				M	0	0	-3, -4, -2		-3.0	-3.0	1	2	0.3333333333333333	0.08333333333333333	0.2708333333333333	0.23529411764705885
5	4	1/6	1/6	3/4	2	1	I}	Eb	I		I	I						}	M	0	0	-3, 1, -2		-3.0	-3.0	0	2	0.0	0.0	0.14583333333333334	0.0
5	4	1/4	1/4	3/4	2	1	I6	Eb	I		I6	I		6					M	0	0	1, -2, -3		-3.0	1.0	1	9	0.1	0.08333333333333333	0.9166666666666666	0.08333333333333333
6	5	0	0	3/4	2	1	I{	Eb	I		I	I						{	M	0	0	-3, 1, -2		-3.0	-3.0	2	2	0.5	0.16666666666666666	0.3333333333333333	0.3333333333333333
6	5	1/4	1/4	3/4	2	1	V6/vi	Eb	I		V6/vi	V		6		vi			M	0	0	5, 2, 1		1.0	5.0	1	4	0.2	0.08333333333333333	0.4166666666666667	0.16666666666666666
6	5	1/2	1/2	3/4	2	1	V7/vi	Eb	I		V7/vi	V		7		vi			Mm7	0	0	1, 5, 2, -1		1.0	1.0	1	4	0.2	0.08333333333333333	0.4166666666666667	0.16666666666666666
7	6	0	0	3/4	2	1	vi	Eb	I		vi	vi							m	0	0	0, -3, 1		0.0	0.0	2	8	0.2	0.16666666666666666	0.8333333333333334	0.16666666666666666
7	6	1/2	1/2	3/4	2	1	iii64	Eb	I		iii64	iii		64					m	0	0	2, 1, -2		1.0	2.0	2	3	0.4	0.14583333333333334	0.3541666666666667	0.2916666666666667
8	7	0	0	3/4	2	1	V.I	Eb	V		I	I							M	0	0	-2, 2, -1		-2.0	-2.0	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
8	7	1/4	1/4	3/4	2	1	V6	Eb	V		V6	V		6					M	0	0	3, 0, -1		-1.0	3.0	1	4	0.2	0.08333333333333333	0.4166666666666667	0.16666666666666666
8	7	1/2	1/2	3/4	2	1	V7	Eb	V		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	1	4	0.2	0.08333333333333333	0.4166666666666667	0.16666666666666666
9	8	0	0	3/4	2	1	I	Eb	V		I	I							M	0	0	-2, 2, -1		-2.0	-2.0	2	7	0.2222222222222222	0.16666666666666666	0.8333333333333334	0.16666666666666666
9	8	1/2	1/2	3/4	2	1	V43/IV	Eb	V		V43/IV	V		43		IV			Mm7	0	0	-1, -4, -2, 2		-2.0	-1.0	1	4	0.2	0.08333333333333333	0.4166666666666667	0.16666666666666666
