mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	3/2	2	1	d.i[i{		d	i	i	i	i						{	m	1	1	2, -1, 3		2.0	2.0	2	8	0.2	0.25	3.125	0.07407407407407407
2	1	1	1	3/2	2	1	iv(2)		d	i	i	iv(2)	iv			2				m	1	1	3, -2, 2		1.0	3.0	2	2	0.5	0.5	0.625	0.4444444444444444
2	1	5/4	5/4	3/2	2	1	#viio43		d	i	i	#viio43	#vii	o	43					o7	1	1	1, -2, 7, 4		7.0	1.0	0	4	0.0	0.0	0.625	0.0
3	2	0	0	3/2	2	1	i(4)		d	i	i	i(4)	i			4				m	1	1	2, 1, 3		2.0	2.0	1	5	0.16666666666666666	0.125	2.5	0.047619047619047616
3	2	1/4	1/4	3/2	2	1	i]		d	i	i	i	i							m	1	1	2, -1, 3		2.0	2.0	2	7	0.2222222222222222	0.25	1.625	0.13333333333333333
3	2	1	1	3/2	2	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	2	6	0.25	0.25	1.75	0.125
4	3	0	0	3/2	2	1	V		d	i		V	V							M	1	1	3, 7, 4		3.0	3.0	0	4	0.0	0.0	1.75	0.0
4	3	1/4	1/4	3/2	2	1	V(4)		d	i		V(4)	V			4				M	1	1	3, 2, 4		3.0	3.0	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	1/2	1/2	3/2	2	1	V7(4)		d	i		V7(4)	V		7	4				Mm7	1	1	3, 2, 4, 1		3.0	3.0	1	3	0.25	0.125	0.875	0.125
4	3	3/4	3/4	3/2	2	1	V7		d	i		V7	V		7					Mm7	1	1	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	0.75	0.0
4	3	1	1	3/2	2	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	1	4	0.2	0.125	1.0	0.1111111111111111
4	3	5/4	5/4	3/2	2	1	viio43/V		d	i		viio43/V	vii	o	43		V			o7	1	1	2, -1, 8, 5		8.0	2.0	0	2	0.0	0.0	0.375	0.0
4	3	11/8	11/8	3/2	2	1	V/V		d	i		V/V	V				V			M	1	1	4, 8, 5		4.0	4.0	0	2	0.0	0.0	0.25	0.0
5	4	0	0	3/2	2	1	V6|HC}		d	i		V6	V		6			HC	}	M	1	1	7, 4, 3		3.0	7.0	2	4	0.3333333333333333	0.25	1.75	0.125
5	4	1/2	1/2	3/2	2	1	V2		d	i		V2	V		2					Mm7	1	1	1, 3, 7, 4		3.0	1.0	1	6	0.14285714285714285	0.125	1.125	0.1
5	4	1	1	3/2	2	1	V65/iv		d	i		V65/iv	V		65		iv			Mm7	1	1	6, 3, 0, 2		2.0	6.0	1	7	0.125	0.125	1.125	0.1
6	5	0	0	3/2	2	1	iv		d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	3	3	0.5	0.375	0.625	0.375
6	5	1/2	1/2	3/2	2	1	V65/III		d	i		V65/III	V		65		III			Mm7	1	1	4, 1, -2, 0		0.0	4.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
6	5	1	1	3/2	2	1	III(9)		d	i		III(9)	III			9				M	1	1	-1, 3, 0	1	-1.0	-1.0	1	3	0.25	0.125	0.75	0.14285714285714285
6	5	5/4	5/4	3/2	2	1	III64		d	i		III64	III		64					M	1	1	0, -1, 3		-1.0	0.0	0	2	0.0	0.0	0.375	0.0
6	5	11/8	11/8	3/2	2	1	VI		d	i		VI	VI							M	1	1	-2, 2, -1		-2.0	-2.0	0	2	0.0	0.0	0.25	0.0
