mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	6/8	2	1	a.V{						a	i		V	V						{	M	1	1	4, 8, 5		4.0	4.0	0	1	0.0	0.0	0.125	0.0
2	1	0	0	6/8	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
3	2	0	0	6/8	2	1	#viio(2)						a	i		#viio(2)	#vii	o		2				o	1	1	3, 5, 2		8.0	3.0	0	4	0.0	0.0	0.75	0.0
3	2	3/8	3/8	6/8	2	1	V65						a	i		V65	V		65					Mm7	1	1	8, 5, 2, 4		4.0	8.0	1	3	0.25	0.125	0.625	0.16666666666666666
4	3	0	0	6/8	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	0	4	0.0	0.0	0.75	0.0
4	3	3/8	3/8	6/8	2	1	ii%43						a	i		ii%43	ii	%	43					%7	1	1	-1, 3, 5, 2		5.0	-1.0	0	4	0.0	0.0	0.75	0.0
5	4	0	0	6/8	2	1	V|HC}						a	i		V	V					HC	}	M	1	1	4, 8, 5		4.0	4.0	3	7	0.3	0.375	1.125	0.25
6	5	0	0	6/8	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
6	5	3/8	3/8	6/8	2	1	VI						a	i		VI	VI							M	1	1	-1, 3, 0		-1.0	-1.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
7	6	0	0	6/8	2	1	viio/III						a	i		viio/III	vii	o			III			o	1	1	5, 2, -1		5.0	5.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
7	6	3/8	3/8	6/8	2	1	V/III						a	i		V/III	V				III			M	1	1	1, 5, 2		1.0	1.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
8	7	0	0	6/8	2	1	V/VI						a	i		V/VI	V				VI			M	1	1	0, 4, 1		0.0	0.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
8	7	3/8	3/8	6/8	2	1	V6/VI						a	i		V6/VI	V		6		VI			M	1	1	4, 1, 0		0.0	4.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
9	8	0	0	6/8	2	1	VI						a	i		VI	VI							M	1	1	-1, 3, 0		-1.0	-1.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
9	8	3/8	3/8	6/8	2	1	VI6						a	i		VI6	VI		6					M	1	1	3, 0, -1		-1.0	3.0	3	3	0.5	0.375	0.375	0.5
10	9	0	0	6/8	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2.0	2.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
10	9	3/8	3/8	6/8	2	1	iv6						a	i		iv6	iv		6					m	1	1	-1, 3, 2		2.0	-1.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
11	10	0	0	6/8	2	1	VII						a	i		VII	VII							M	1	1	1, 5, 2		1.0	1.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
11	10	3/8	3/8	6/8	2	1	VII6						a	i		VII6	VII		6					M	1	1	5, 2, 1		1.0	5.0	3	3	0.5	0.375	0.375	0.5
12	11	0	0	6/8	2	1	v						a	i		v	v							m	1	1	4, 1, 5		4.0	4.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
12	11	3/8	3/8	6/8	2	1	v6						a	i		v6	v		6					m	1	1	1, 5, 4		4.0	1.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
13	12	0	0	6/8	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
13	12	3/8	3/8	6/8	2	1	i6						a	i		i6	i		6					m	1	1	0, 4, 3		3.0	0.0	3	3	0.5	0.375	0.375	0.5
14	13	0	0	6/8	2	1	VI						a	i		VI	VI							M	1	1	-1, 3, 0		-1.0	-1.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
14	13	3/8	3/8	6/8	2	1	iio						a	i		iio	ii	o						o	1	1	5, 2, -1		5.0	5.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
15	14	0	0	6/8	2	1	v						a	i		v	v							m	1	1	4, 1, 5		4.0	4.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
15	14	3/8	3/8	6/8	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
16	15	0	0	6/8	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2.0	2.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
16	15	3/8	3/8	6/8	2	1	viio/III						a	i		viio/III	vii	o			III			o	1	1	5, 2, -1		5.0	5.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
17	16	0	0	6/8	2	1	III.V}						a	III		V	V						}	M	1	0	1, 5, 2		1.0	1.0	2	4	0.3333333333333333	0.25	0.75	0.25
17	16	5/8	5/8	6/8	2	1	V2{						a	III		V2	V		2				{	Mm7	1	0	-1, 1, 5, 2		1.0	-1.0	0	2	0.0	0.0	0.25	0.0
