mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	3/2	2	1	g.i{				g	i		i	i						{	m	1	1	1, -2, 2		1	1	3	10	0.23076923076923078	0.375	2.625	0.125
2	1	1	1	3/2	2	1	ii%65				g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	4	0.0	0.0	0.5	0.0
2	1	5/4	5/4	3/2	2	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	2	2	0.5	0.25	0.25	0.5
3	2	0	0	3/2	2	1	#viio7				g	i		#viio7	#vii	o	7					o7	1	1	6, 3, 0, -3		6	6	1	4	0.2	0.125	1.25	0.09090909090909091
3	2	1/2	1/2	3/2	2	1	V64				g	i		V64	V		64					M	1	1	3, 2, 6		2	3	0	3	0.0	0.0	0.875	0.0
3	2	3/4	3/4	3/2	2	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
3	2	1	1	3/2	2	1	#viio				g	i		#viio	#vii	o						o	1	1	6, 3, 0		6	6	2	2	0.5	0.25	0.25	0.5
3	2	5/4	5/4	3/2	2	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	1	3	0.25	0.125	0.375	0.25
4	3	0	0	3/2	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.75	0.14285714285714285
4	3	1/4	1/4	3/2	2	1	V(6)				g	i		V(6)	V			6				M	1	1	2, 6, -2		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	1/2	1/2	3/2	2	1	VIM7				g	i		VIM7	VI	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	0	3	0.0	0.0	0.5	0.0
4	3	3/4	3/4	3/2	2	1	VI6				g	i		VI6	VI		6					M	1	1	1, -2, -3		-3	1	0	3	0.0	0.0	0.5	0.0
4	3	1	1	3/2	2	1	iio6				g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	0	3	0.0	0.0	0.5	0.0
4	3	5/4	5/4	3/2	2	1	#viio2				g	i		#viio2	#vii	o	2					o7	1	1	-3, 6, 3, 0		6	-3	1	2	0.3333333333333333	0.125	0.375	0.25
5	4	0	0	3/2	2	1	V|HC}				g	i		V	V					HC	}	M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
5	4	3/8	3/8	3/2	2	1	V2				g	i		V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	0	2	0.0	0.0	0.25	0.0
5	4	1/2	1/2	3/2	2	1	i6{				g	i		i6	i		6				{	m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.125	0.5	0.2
5	4	3/4	3/4	3/2	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
5	4	1	1	3/2	2	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.75	0.25
6	5	0	0	3/2	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	4	8	0.3333333333333333	0.5	2.0	0.2
6	5	1	1	3/2	2	1	V7/III				g	i		V7/III	V		7		III			Mm7	1	1	-1, 3, 0, -3		-1	-1	1	4	0.2	0.0625	0.9375	0.0625
7	6	0	0	3/2	2	1	III6				g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	1	3	0.25	0.125	0.625	0.16666666666666666
7	6	3/8	3/8	3/2	2	1	viio/III				g	i		viio/III	vii	o			III			o	1	1	3, 0, -3		3	3	0	2	0.0	0.0	0.25	0.0
7	6	1/2	1/2	3/2	2	1	III				g	i		III	III							M	1	1	-2, 2, -1		-2	-2	4	4	0.5	0.5	0.5	0.5
7	6	1	1	3/2	2	1	III6				g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	1	2	0.3333333333333333	0.125	0.375	0.25
7	6	5/4	5/4	3/2	2	1	V7/VI				g	i		V7/VI	V		7		VI			Mm7	1	1	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.5	0.0
8	7	0	0	3/2	2	1	VI				g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	2	4	0.3333333333333333	0.25	0.75	0.25
8	7	1/2	1/2	3/2	2	1	ii/III				g	i		ii/III	ii				III			m	1	1	0, -3, 1		0	0	3	3	0.5	0.5	0.5	0.5
8	7	1	1	3/2	2	1	ii6/III				g	i		ii6/III	ii		6		III			m	1	1	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.125	0.375	0.25
8	7	5/4	5/4	3/2	2	1	ii7/III				g	i		ii7/III	ii		7		III			mm7	1	1	0, -3, 1, -2		0	0	0	3	0.0	0.0	0.5	0.0
9	8	0	0	3/2	2	1	V/III				g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.5	0.0
9	8	1/4	1/4	3/2	2	1	IV/III				g	i		IV/III	IV				III			M	1	1	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.125	0.375	0.25
9	8	1/2	1/2	3/2	2	1	I6/III				g	i		I6/III	I		6		III			M	1	1	2, -1, -2		-2	2	1	2	0.3333333333333333	0.125	0.375	0.25
9	8	3/4	3/4	3/2	2	1	I/III				g	i		I/III	I				III			M	1	1	-2, 2, -1		-2	-2	2	2	0.5	0.25	0.25	0.5
9	8	1	1	3/2	2	1	V/III				g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	0.75	0.25
10	9	0	0	3/2	2	1	I/III|IAC}				g	i		I/III	I				III	IAC	}	M	1	1	-2, 2, -1		-2	-2	1	4	0.2	0.125	0.875	0.125
10	9	1/2	1/2	3/2	2	1	i{				g	i		i	i						{	m	1	1	1, -2, 2		1	1	3	5	0.375	0.375	1.25	0.23076923076923078
10	9	1	1	3/2	2	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.125	0.375	0.25
10	9	5/4	5/4	3/2	2	1	i7				g	i		i7	i		7					mm7	1	1	1, -2, 2, -1		1	1	0	3	0.0	0.0	0.5	0.0
11	10	0	0	3/2	2	1	iv				g	i		iv	iv							m	1	1	0, -3, 1		0	0	3	3	0.5	0.375	0.625	0.375
11	10	1/2	1/2	3/2	2	1	iv6				g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	3	3	0.5	0.5	0.5	0.5
