mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
31	29	3/8	3/8	12/8	2	1	IV65/vi					F	I		IV65/vi	IV		65		vi			Mm7	0	0	5, 2, -1, 1		1	5	0	3	0.0	0.0	0.5	0.0
31	29	5/8	5/8	12/8	2	1	#viio/vi					F	I		#viio/vi	#vii	o			vi			o	0	0	7, 4, 1		7	7	0	2	0.0	0.0	0.25	0.0
31	29	3/4	3/4	12/8	2	1	vi					F	I		vi	vi							m	0	0	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
31	29	7/8	7/8	12/8	2	1	#viio/vi					F	I		#viio/vi	#vii	o			vi			o	0	0	7, 4, 1		7	7	0	4	0.0	0.0	0.5	0.0
31	29	9/8	9/8	12/8	2	1	vi					F	I		vi	vi							m	0	0	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
31	29	5/4	5/4	12/8	2	1	ii%65/vi	-1	-6		/	F	I		ii%65/vi	ii	%	65		vi			%7	0	0	1, -2, 2, 4		4	1	0	4	0.0	0.0	0.5	0.0
32	30	0	0	12/8	2	1	vi.V|HC}{					F	vi		V	V					HC	}{	M	0	1	3, 7, 4		3	3	3	11	0.21428571428571427	0.375	1.875	0.16666666666666666
32	30	9/8	9/8	12/8	2	1	V(64)					F	vi		V(64)	V			64				M	0	1	3, 2, -1		3	3	0	5	0.0	0.0	0.75	0.0
33	31	0	0	12/8	2	1	V	0	3.6		/	F	vi		V	V							M	0	1	3, 7, 4		3	3	4	10	0.2857142857142857	0.5	1.75	0.2222222222222222
33	31	9/8	9/8	12/8	2	1	V(64)					F	vi		V(64)	V			64				M	0	1	3, 2, -1		3	3	1	4	0.2	0.125	0.625	0.16666666666666666
34	32	0	0	12/8	2	1	V					F	vi		V	V							M	0	1	3, 7, 4		3	3	10	11	0.47619047619047616	1.25	1.5	0.45454545454545453
34	32	11/8	11/8	12/8	2	1	V2					F	vi		V2	V		2					Mm7	0	1	1, 3, 7, 4		3	1	0	2	0.0	0.0	0.25	0.0
35	33	0	0	12/8	2	1	i6					F	vi		i6	i		6					m	0	1	-1, 3, 2		2	-1	5	9	0.35714285714285715	0.625	1.625	0.2777777777777778
35	33	9/8	9/8	12/8	2	1	i					F	vi		i	i							m	0	1	2, -1, 3		2	2	1	4	0.2	0.125	0.625	0.16666666666666666
36	34	0	0	12/8	2	1	V6					F	vi		V6	V		6					M	0	1	7, 4, 3		3	7	5	9	0.35714285714285715	0.625	1.625	0.2777777777777778
36	34	9/8	9/8	12/8	2	1	V					F	vi		V	V							M	0	1	3, 7, 4		3	3	1	4	0.2	0.125	0.625	0.16666666666666666
37	35	0	0	12/8	2	1	i					F	vi		i	i							m	0	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.4375	0.125
37	35	1/4	1/4	12/8	2	1	i6					F	vi		i6	i		6					m	0	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
37	35	3/8	3/8	12/8	2	1	V(4)					F	vi		V(4)	V			4				M	0	1	3, 2, 4		3	3	0	3	0.0	0.0	0.5	0.0
37	35	5/8	5/8	12/8	2	1	V					F	vi		V	V							M	0	1	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
37	35	3/4	3/4	12/8	2	1	i|PAC}					F	vi		i	i					PAC	}	m	0	1	2, -1, 3		2	2	0	9	0.0	0.0	1.5	0.0
38	36	0	0	12/8	2	1	I.I6{					F	I		I6	I		6				{	M	0	0	3, 0, -1		-1	3	0	13	0.0	0.0	2.0	0.0
38	36	9/8	9/8	12/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.75	0.0
39	37	0	0	12/8	2	1	V43/IV					F	I		V43/IV	V		43		IV			Mm7	0	0	0, -3, -1, 3		-1	0	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
39	37	3/8	3/8	12/8	2	1	V7/IV					F	I		V7/IV	V		7		IV			Mm7	0	0	-1, 3, 0, -3		-1	-1	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
39	37	3/4	3/4	12/8	2	1	IV(9)					F	I		IV(9)	IV			9				M	0	0	-2, 2, -1	0	-2	-2	0	6	0.0	0.0	0.75	0.0
39	37	9/8	9/8	12/8	2	1	IV6					F	I		IV6	IV		6					M	0	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
40	38	0	0	12/8	2	1	I(4)					F	I		I(4)	I			4				M	0	0	-1, -2, 0		-1	-1	0	4	0.0	0.0	0.75	0.0
40	38	3/8	3/8	12/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	1	1	0.5	0.125	0.125	0.5
40	38	5/8	5/8	12/8	2	1	#viio/ii	-1.96684	3.85761	0.410733	/	F	I		#viio/ii	#vii	o			ii			o	0	0	6, 3, 0		6	6	0	2	0.0	0.0	0.25	0.0
40	38	3/4	3/4	12/8	2	1	ii(9)					F	I		ii(9)	ii			9				m	0	0	1, -2, 2	3	1	1	0	6	0.0	0.0	0.75	0.0
40	38	9/8	9/8	12/8	2	1	ii6					F	I		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
41	39	0	0	12/8	2	1	ii.V|HC}{					F	ii		V	V					HC	}{	M	0	1	2, 6, 3		2	2	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
41	39	3/4	3/4	12/8	2	1	i6					F	ii		i6	i		6					m	0	1	-2, 2, 1		1	-2	4	6	0.4	0.5	1.0	0.3333333333333333
42	40	0	0	12/8	2	1	i					F	ii		i	i							m	0	1	1, -2, 2		1	1	3	6	0.3333333333333333	0.375	1.125	0.25
42	40	3/4	3/4	12/8	2	1	V6					F	ii		V6	V		6					M	0	1	6, 3, 2		2	6	1	4	0.2	0.125	0.625	0.16666666666666666
42	40	9/8	9/8	12/8	2	1	V					F	ii		V	V							M	0	1	2, 6, 3		2	2	1	3	0.25	0.125	0.625	0.16666666666666666
43	41	0	0	12/8	2	1	V(64)					F	ii		V(64)	V			64				M	0	1	2, 1, -2		2	2	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
43	41	3/4	3/4	12/8	2	1	V					F	ii		V	V							M	0	1	2, 6, 3		2	2	2	8	0.2	0.25	1.25	0.16666666666666666
44	42	0	0	12/8	2	1	V(64)					F	ii		V(64)	V			64				M	0	1	2, 1, -2		2	2	3	6	0.3333333333333333	0.375	1.125	0.25
44	42	3/4	3/4	12/8	2	1	V					F	ii		V	V							M	0	1	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
44	42	9/8	9/8	12/8	2	1	V7					F	ii		V7	V		7					Mm7	0	1	2, 6, 3, 0		2	2	1	4	0.2	0.125	0.625	0.16666666666666666
45	43	0	0	12/8	2	1	i					F	ii		i	i							m	0	1	1, -2, 2		1	1	1	4	0.2	0.0625	0.4375	0.125
45	43	1/4	1/4	12/8	2	1	iv					F	ii		iv	iv							m	0	1	0, -3, 1		0	0	0	2	0.0	0.0	0.25	0.0
45	43	3/8	3/8	12/8	2	1	V					F	ii		V	V							M	0	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
45	43	1/2	1/2	12/8	2	1	iv					F	ii		iv	iv							m	0	1	0, -3, 1		0	0	0	2	0.0	0.0	0.25	0.0
45	43	5/8	5/8	12/8	2	1	V					F	ii		V	V							M	0	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
45	43	3/4	3/4	12/8	2	1	i|PAC}					F	ii		i	i					PAC	}	m	0	1	1, -2, 2		1	1	0	8	0.0	0.0	1.25	0.0
46	44	0	0	12/8	2	1	I.V6{					F	I		V6	V		6				{	M	0	0	4, 1, 0		0	4	0	5	0.0	0.0	0.75	0.0
46	44	3/8	3/8	12/8	2	1	V7					F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
46	44	3/4	3/4	12/8	2	1	I64					F	I		I64	I		64					M	0	0	0, -1, 3		-1	0	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
46	44	9/8	9/8	12/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
47	45	0	0	12/8	2	1	IV6					F	I		IV6	IV		6					M	0	0	2, -1, -2		-2	2	0	5	0.0	0.0	0.75	0.0
47	45	3/8	3/8	12/8	2	1	IVM7					F	I		IVM7	IV	M	7					MM7	0	0	-2, 2, -1, 3		-2	-2	1	3	0.25	0.125	0.625	0.16666666666666666
47	45	3/4	3/4	12/8	2	1	vii%43					F	I		vii%43	vii	%	43					%7	0	0	-2, 2, 4, 1		4	-2	0	6	0.0	0.0	0.75	0.0
47	45	9/8	9/8	12/8	2	1	vii%7					F	I		vii%7	vii	%	7					%7	0	0	4, 1, -2, 2		4	4	0	6	0.0	0.0	0.75	0.0
48	46	0	0	12/8	2	1	iii6					F	I		iii6	iii		6					m	0	0	0, 4, 3		3	0	0	5	0.0	0.0	0.75	0.0
48	46	3/8	3/8	12/8	2	1	iii7					F	I		iii7	iii		7					mm7	0	0	3, 0, 4, 1		3	3	0	3	0.0	0.0	0.5	0.0
48	46	5/8	5/8	12/8	2	1	vi					F	I		vi	vi							m	0	0	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
48	46	3/4	3/4	12/8	2	1	ii6					F	I		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	0	5	0.0	0.0	0.75	0.0
48	46	9/8	9/8	12/8	2	1	ii7					F	I		ii7	ii		7					mm7	0	0	1, -2, 2, -1		1	1	0	3	0.0	0.0	0.5	0.0
48	46	11/8	11/8	12/8	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
49	47	0	0	12/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	0	5	0.0	0.0	0.75	0.0
49	47	3/8	3/8	12/8	2	1	V65/V					F	I		V65/V	V		65		V			Mm7	0	0	5, 2, -1, 1		1	5	1	4	0.2	0.125	0.625	0.16666666666666666
49	47	3/4	3/4	12/8	2	1	IV64/V					F	I		IV64/V	IV		64		V			M	0	0	0, -1, 3		-1	0	1	4	0.2	0.125	0.625	0.16666666666666666
