mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	g.i[i{				g	i	i	i	i						{	m	1	1	1, -2, 2		1	1	1	6	0.14285714285714285	0.125	1.875	0.0625
1	1	1/4	1/4	3/4	2	1	iio64				g	i	i	iio64	ii	o	64					o	1	1	-3, 3, 0		3	-3	5	12	0.29411764705882354	0.90625	2.59375	0.25892857142857145
2	2	1/4	1/4	3/4	2	1	ii%43				g	i	i	ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	0	3	0.0	0.0	1.25	0.0
2	2	1/2	1/2	3/4	2	1	#viio2				g	i	i	#viio2	#vii	o	2					o7	1	1	-3, 6, 3, 0		6	-3	1	2	0.3333333333333333	0.03125	0.21875	0.125
3	3	0	0	3/4	2	1	iio64				g	i	i	iio64	ii	o	64					o	1	1	-3, 3, 0		3	-3	2	5	0.2857142857142857	0.8125	0.9375	0.4642857142857143
3	3	1/4	1/4	3/4	2	1	#viio43				g	i	i	#viio43	#vii	o	43					o7	1	1	0, -3, 6, 3		6	0	2	6	0.25	0.0625	1.6875	0.03571428571428571
3	3	1/2	1/2	3/4	2	1	V2				g	i	i	V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	1	2	0.3333333333333333	0.03125	0.21875	0.125
4	4	0	0	3/4	2	1	i|IAC}				g	i	i	i	i					IAC	}	m	1	1	1, -2, 2		1	1	4	10	0.2857142857142857	0.25	4.5	0.05263157894736842
5	5	1/4	1/4	3/4	2	1	V7/iv				g	i	i	V7/iv	V		7		iv			Mm7	1	1	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.0	2.0	0.0
6	6	0	0	3/4	2	1	IV				g	i	i	IV	IV							M	1	1	0, 4, 1		0	0	3	6	0.3333333333333333	0.25	1.5	0.14285714285714285
6	6	1/4	1/4	3/4	2	1	ii%43				g	i	i	ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	1	5	0.16666666666666666	0.0	2.0	0.0
7	7	0	0	3/4	2	1	#viio2				g	i	i	#viio2	#vii	o	2					o7	1	1	-3, 6, 3, 0		6	-3	4	5	0.4444444444444444	0.875	0.875	0.5
