mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	15/16	4/4	2	1	G.I{		G	I		I	I						{	M	0	0	1, 5, 2		1	1	1	7	0.125	0.0625	0.75	0.07692307692307693
2	1	1/4	1/4	4/4	2	1	viio6(2)		G	I		viio6(2)	vii	o	6	2				o	0	0	3, 0, 1		6	3	0	4	0.0	0.0	0.5625	0.0
2	1	3/8	3/8	4/4	2	1	viio6		G	I		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	2	2	0.5	0.09375	0.09375	0.5
2	1	1/2	1/2	4/4	2	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	2	10	0.16666666666666666	0.125	1.5625	0.07407407407407407
3	2	0	0	4/4	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.625	0.0
3	2	1/8	1/8	4/4	2	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.25	0.0
3	2	1/4	1/4	4/4	2	1	viio6(2)		G	I		viio6(2)	vii	o	6	2				o	0	0	3, 0, 1		6	3	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
3	2	3/8	3/8	4/4	2	1	viio6		G	I		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	0	3	0.0	0.0	0.25	0.0
3	2	1/2	1/2	4/4	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	4	9	0.3076923076923077	0.25	1.125	0.18181818181818182
4	3	0	0	4/4	2	1	V6(2)/V		G	I		V6(2)/V	V		6	2	V			M	0	0	7, 4, 5		3	7	0	4	0.0	0.0	0.75	0.0
4	3	1/8	1/8	4/4	2	1	V6/V		G	I		V6/V	V		6		V			M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.25	0.0
4	3	1/4	1/4	4/4	2	1	V65/V		G	I		V65/V	V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	1	5	0.16666666666666666	0.0625	0.5625	0.1
4	3	1/2	1/2	4/4	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	3	6	0.3333333333333333	0.1875	0.9375	0.16666666666666666
4	3	7/8	7/8	4/4	2	1	V2	viio64	G	I		V2	V		2					Mm7	0	0	0, 2, 6, 3		2	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	0	0	4/4	2	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
5	4	1/4	1/4	4/4	2	1	viio6(2)		G	I		viio6(2)	vii	o	6	2				o	0	0	3, 0, 1		6	3	0	3	0.0	0.0	0.5625	0.0
5	4	3/8	3/8	4/4	2	1	viio6		G	I		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	1	2	0.3333333333333333	0.03125	0.15625	0.16666666666666666
5	4	1/2	1/2	4/4	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	8	0.0	0.0	0.9375	0.0
5	4	7/8	7/8	4/4	2	1	iv/vi		G	I		iv/vi	iv				vi			m	0	0	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
5	4	15/16	15/16	4/4	2	1	V/vi		G	I		V/vi	V				vi			M	0	0	5, 9, 6		5	5	0	2	0.0	0.0	0.125	0.0
6	5	0	0	4/4	2	1	VI/vi		G	I		VI/vi	VI				vi			M	0	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	1/8	1/8	4/4	2	1	i6/vi		G	I		i6/vi	i		6		vi			m	0	0	1, 5, 4		4	1	1	3	0.25	0.0625	0.4375	0.125
6	5	1/4	1/4	4/4	2	1	ii%65/vi		G	I		ii%65/vi	ii	%	65		vi			%7	0	0	3, 0, 4, 6		6	3	0	2	0.0	0.0	0.3125	0.0
6	5	3/8	3/8	4/4	2	1	V/vi		G	I		V/vi	V				vi			M	0	0	5, 9, 6		5	5	1	3	0.25	0.03125	0.28125	0.1
6	5	1/2	1/2	4/4	2	1	i/vi}		G	I		i/vi	i				vi		}	m	0	0	4, 1, 5		4	4	1	8	0.1111111111111111	0.0625	0.9375	0.0625
6	5	7/8	7/8	4/4	2	1	ii65/V		G	I		ii65/V	ii		65		V			mm7	0	0	1, 5, 2, 4		4	1	0	3	0.0	0.0	0.25	0.0
7	6	0	0	4/4	2	1	V.V{		G	V		V	V						{	M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.1875	0.5625	0.25
7	6	1/4	1/4	4/4	2	1	V7		G	V		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	1	5	0.16666666666666666	0.0625	0.5625	0.1
7	6	1/2	1/2	4/4	2	1	I		G	V		I	I							M	0	0	2, 6, 3		2	2	2	5	0.2857142857142857	0.1875	0.8125	0.1875
7	6	3/4	3/4	4/4	2	1	V65/IV		G	V		V65/IV	V		65		IV			Mm7	0	0	6, 3, 0, 2		2	6	1	5	0.16666666666666666	0.0625	0.4375	0.125
8	7	0	0	4/4	2	1	IV		G	V		IV	IV							M	0	0	1, 5, 2		1	1	4	9	0.3076923076923077	0.375	1.125	0.25
8	7	1/2	1/2	4/4	2	1	ii65		G	V		ii65	ii		65					mm7	0	0	1, 5, 2, 4		4	1	0	4	0.0	0.0	0.625	0.0
8	7	5/8	5/8	4/4	2	1	ii	vii%65	G	V		ii	ii							m	0	0	4, 1, 5		4	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
8	7	3/4	3/4	4/4	2	1	V7		G	V		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.25	0.0
8	7	7/8	7/8	4/4	2	1	V65		G	V		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	4	0.0	0.0	0.375	0.0
9	8	0	0	4/4	2	1	I		G	V		I	I							M	0	0	2, 6, 3		2	2	1	3	0.25	0.0625	0.375	0.14285714285714285
9	8	1/8	1/8	4/4	2	1	IVM7	ii65	G	V		IVM7	IV	M	7					MM7	0	0	1, 5, 2, 6		1	1	1	3	0.25	0.0625	0.25	0.2
9	8	1/4	1/4	4/4	2	1	V(6)		G	V		V(6)	V			6				M	0	0	3, 7, 6		3	3	0	3	0.0	0.0	0.5625	0.0
9	8	3/8	3/8	4/4	2	1	V7		G	V		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	1	1	0.5	0.0625	0.125	0.3333333333333333
9	8	1/2	1/2	4/4	2	1	I|PAC}{		G	V		I	I					PAC	}{	M	0	0	2, 6, 3		2	2	2	5	0.2857142857142857	0.125	0.5	0.2
9	8	3/4	3/4	4/4	2	1	V65/IV		G	V		V65/IV	V		65		IV			Mm7	0	0	6, 3, 0, 2		2	6	0	10	0.0	0.0	0.625	0.0
10	9	0	0	4/4	2	1	IV		G	V		IV	IV							M	0	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.125	0.375	0.25
10	9	1/4	1/4	4/4	2	1	IV6		G	V		IV6	IV		6					M	0	0	5, 2, 1		1	5	1	3	0.25	0.0625	0.1875	0.25
10	9	3/8	3/8	4/4	2	1	IV		G	V		IV	IV							M	0	0	1, 5, 2		1	1	1	3	0.25	0.0625	0.1875	0.25
10	9	1/2	1/2	4/4	2	1	ii7		G	V		ii7	ii		7					mm7	0	0	4, 1, 5, 2		4	4	2	4	0.3333333333333333	0.125	0.375	0.25
10	9	3/4	3/4	4/4	2	1	ii65		G	V		ii65	ii		65					mm7	0	0	1, 5, 2, 4		4	1	0	4	0.0	0.0	0.25	0.0
10	9	7/8	7/8	4/4	2	1	ii7		G	V		ii7	ii		7					mm7	0	0	4, 1, 5, 2		4	4	1	3	0.25	0.0625	0.1875	0.25
11	10	0	0	4/4	2	1	V		G	V		V	V							M	0	0	3, 7, 4		3	3	3	5	0.375	0.1875	0.3125	0.375
11	10	1/4	1/4	4/4	2	1	V6		G	V		V6	V		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.25	0.0
11	10	3/8	3/8	4/4	2	1	V7		G	V		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.25	0.0
11	10	1/2	1/2	4/4	2	1	i		G	V		i	i							m	0	0	2, -1, 3		2	2	2	4	0.3333333333333333	0.1875	0.3125	0.375
