mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
21	20	0	0	2/2	2	1	#viio/v						a	i		#viio/v	#vii	o			v			o	1	1	9, 6, 3		9	9	1	2	0.3333333333333333	0.125	0.375	0.25
21	20	1/4	1/4	2/2	2	1	V/v						a	i		V/v	V				v			M	1	1	5, 9, 6		5	5	0	3	0.0	0.0	0.5	0.0
21	20	1/2	1/2	2/2	2	1	#viio/v						a	i		#viio/v	#vii	o			v			o	1	1	9, 6, 3		9	9	1	2	0.3333333333333333	0.125	0.375	0.25
21	20	3/4	3/4	2/2	2	1	V/v						a	i		V/v	V				v			M	1	1	5, 9, 6		5	5	0	3	0.0	0.0	0.5	0.0
22	21	0	0	2/2	2	1	v						a	i		v	v							m	1	1	4, 1, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
22	21	1/4	1/4	2/2	2	1	v64						a	i		v64	v		64					m	1	1	5, 4, 1		4	5	0	3	0.0	0.0	0.5	0.0
22	21	1/2	1/2	2/2	2	1	v						a	i		v	v							m	1	1	4, 1, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
22	21	3/4	3/4	2/2	2	1	v6						a	i		v6	v		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.5	0.0
23	22	0	0	2/2	2	1	#viio64/v						a	i		#viio64/v	#vii	o	64		v			o	1	1	3, 9, 6		9	3	1	2	0.3333333333333333	0.125	0.375	0.25
23	22	1/4	1/4	2/2	2	1	v6						a	i		v6	v		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.5	0.0
23	22	1/2	1/2	2/2	2	1	#viio64/v						a	i		#viio64/v	#vii	o	64		v			o	1	1	3, 9, 6		9	3	1	2	0.3333333333333333	0.125	0.375	0.25
23	22	3/4	3/4	2/2	2	1	V64/v						a	i		V64/v	V		64		v			M	1	1	6, 5, 9		5	6	0	3	0.0	0.0	0.5	0.0
24	23	0	0	2/2	2	1	v6						a	i		v6	v		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.5	0.0
24	23	1/4	1/4	2/2	2	1	iio6/v						a	i		iio6/v	ii	o	6		v			o	1	1	3, 0, 6		6	3	0	2	0.0	0.0	0.5	0.0
24	23	1/2	1/2	2/2	2	1	V/v						a	i		V/v	V				v			M	1	1	5, 9, 6		5	5	0	4	0.0	0.0	1.0	0.0
25	24	0	0	2/2	2	1	v\\				1		a	i		v	v						\\	m	1	1	4, 1, 5		4	4	2	3	0.4	0.25	1.0	0.2
25	24	1/2	1/2	2/2	2	1	v64				1		a	i		v64	v		64					m	1	1	5, 4, 1		4	5	1	1	0.5	0.125	0.125	0.5
26	24	0	0	2/2	2	1	v				2		a	i		v	v							m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	1.0	0.0
26	24	1/4	1/4	2/2	2	1	v64				2		a	i		v64	v		64					m	1	1	5, 4, 1		4	5	0	1	0.0	0.0	0.25	0.0
26	24	1/2	1/2	2/2	2	1	v\\				2		a	i		v	v						\\	m	1	1	4, 1, 5		4	4	0	1	0.0	0.0	0.25	0.0
27	24	0	3/4	2/2	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	2	8	0.2	0.25	1.25	0.16666666666666666
28	25	1/2	1/2	2/2	2	1	V(64)						a	i		V(64)	V			64				M	1	1	4, 3, 0		4	4	1	6	0.14285714285714285	0.125	0.875	0.125
29	26	0	0	2/2	2	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.5	0.0
29	26	1/4	1/4	2/2	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	1	3	0.25	0.125	0.375	0.25
29	26	1/2	1/2	2/2	2	1	V(64)						a	i		V(64)	V			64				M	1	1	4, 3, 0		4	4	1	3	0.25	0.125	0.375	0.25
29	26	3/4	3/4	2/2	2	1	V7(9)						a	i		V7(9)	V		7	9				Mm7	1	1	4, 8, 5, 2	-1	4	4	0	3	0.0	0.0	0.5	0.0
30	27	0	0	2/2	2	1	V(64)						a	i		V(64)	V			64				M	1	1	4, 3, 0		4	4	1	6	0.14285714285714285	0.125	0.875	0.125
30	27	1/2	1/2	2/2	2	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.5	0.0
30	27	3/4	3/4	2/2	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	1	3	0.25	0.125	0.375	0.25
31	28	0	0	2/2	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
31	28	1/4	1/4	2/2	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
31	28	1/2	1/2	2/2	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	3	5	0.375	0.375	0.625	0.375
32	29	0	0	2/2	2	1	V/iv						a	i		V/iv	V				iv			M	1	1	3, 7, 4		3	3	2	6	0.25	0.25	0.75	0.25
32	29	1/2	1/2	2/2	2	1	V(64)/iv						a	i		V(64)/iv	V			64	iv			M	1	1	3, 2, -1		3	3	2	6	0.25	0.25	0.75	0.25
33	30	0	0	2/2	2	1	V7/iv						a	i		V7/iv	V		7		iv			Mm7	1	1	3, 7, 4, 1		3	3	1	7	0.125	0.125	0.875	0.125
33	30	1/2	1/2	2/2	2	1	V(64)/iv						a	i		V(64)/iv	V			64	iv			M	1	1	3, 2, -1		3	3	1	3	0.25	0.125	0.375	0.25
33	30	3/4	3/4	2/2	2	1	V7(9)/iv	0	-8.5	/			a	i		V7(9)/iv	V		7	9	iv			Mm7	1	1	3, 7, 4, 1	-2	3	3	0	4	0.0	0.0	0.5	0.0
34	31	0	0	2/2	2	1	V(64)/iv						a	i		V(64)/iv	V			64	iv			M	1	1	3, 2, -1		3	3	1	7	0.125	0.125	0.875	0.125
34	31	1/2	1/2	2/2	2	1	V7/iv						a	i		V7/iv	V		7		iv			Mm7	1	1	3, 7, 4, 1		3	3	1	3	0.25	0.125	0.375	0.25
34	31	3/4	3/4	2/2	2	1	V/iv						a	i		V/iv	V				iv			M	1	1	3, 7, 4		3	3	1	3	0.25	0.125	0.375	0.25
35	32	0	0	2/2	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
35	32	1/4	1/4	2/2	2	1	V/iv						a	i		V/iv	V				iv			M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
35	32	1/2	1/2	2/2	2	1	iv6						a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
35	32	3/4	3/4	2/2	2	1	V7/iv						a	i		V7/iv	V		7		iv			Mm7	1	1	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.5	0.0
36	33	0	0	2/2	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	3	6	0.3333333333333333	0.5	1.0	0.3333333333333333
36	33	3/4	3/4	2/2	2	1	iv65						a	i		iv65	iv		65					mm7	1	1	-1, 3, 0, 2		2	-1	0	3	0.0	0.0	0.5	0.0
37	34	0	0	2/2	2	1	vii						a	i		vii	vii							m	1	1	1, -2, 2		1	1	3	6	0.3333333333333333	0.5	1.0	0.3333333333333333
37	34	3/4	3/4	2/2	2	1	vii65						a	i		vii65	vii		65					mm7	1	1	-2, 2, -1, 1		1	-2	0	3	0.0	0.0	0.5	0.0
38	35	0	0	2/2	2	1	III						a	i		III	III							M	1	1	0, 4, 1		0	0	3	6	0.3333333333333333	0.5	1.0	0.3333333333333333
38	35	3/4	3/4	2/2	2	1	V65/VI						a	i		V65/VI	V		65		VI			Mm7	1	1	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.5	0.0
39	36	0	0	2/2	2	1	VI						a	i		VI	VI							M	1	1	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.125	0.375	0.25
39	36	1/4	1/4	2/2	2	1	VI64						a	i		VI64	VI		64					M	1	1	0, -1, 3		-1	0	0	3	0.0	0.0	0.5	0.0
39	36	1/2	1/2	2/2	2	1	VI						a	i		VI	VI							M	1	1	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.125	0.375	0.25
39	36	3/4	3/4	2/2	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.5	0.0
40	37	0	0	2/2	2	1	iv/iv						a	i		iv/iv	iv				iv			m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
40	37	1/4	1/4	2/2	2	1	iv6						a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
40	37	1/2	1/2	2/2	2	1	ii6/iv						a	i		ii6/iv	ii		6		iv			m	1	1	1, 5, 4		4	1	1	2	0.3333333333333333	0.125	0.375	0.25
40	37	3/4	3/4	2/2	2	1	ii/iv						a	i		ii/iv	ii				iv			m	1	1	4, 1, 5		4	4	0	3	0.0	0.0	0.5	0.0
41	38	0	0	2/2	2	1	V/iv						a	i		V/iv	V				iv			M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
41	38	1/4	1/4	2/2	2	1	iio6/iv						a	i		iio6/iv	ii	o	6		iv			o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.5	0.0
41	38	1/2	1/2	2/2	2	1	V(64)/iv						a	i		V(64)/iv	V			64	iv			M	1	1	3, 2, -1		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
41	38	3/4	3/4	2/2	2	1	V64(6)/iv						a	i		V64(6)/iv	V		64	6	iv			M	1	1	-1, 3, 7		3	-1	0	3	0.0	0.0	0.5	0.0
42	39	0	0	2/2	2	1	VI/iv					iv6/iv	a	i		VI/iv	VI				iv			M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.625	0.0
42	39	1/4	1/4	2/2	2	1	ii%65/iv						a	i		ii%65/iv	ii	%	65		iv			%7	1	1	1, -2, 2, 4		4	1	0	2	0.0	0.0	0.375	0.0
42	39	1/2	1/2	2/2	2	1	V/iv						a	i		V/iv	V				iv			M	1	1	3, 7, 4		3	3	1	3	0.25	0.125	0.875	0.125
43	40	0	0	2/2	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.125	0.875	0.125
43	40	1/4	1/4	2/2	2	1	iv6						a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	1	1	0.5	0.125	0.125	0.5
43	40	1/2	1/2	2/2	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	1	1	0.5	0.125	0.125	0.5
43	40	3/4	3/4	2/2	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	2	2	0.5	0.25	0.25	0.5
44	41	0	0	2/2	2	1	V7/III						a	i		V7/III	V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
44	41	1/4	1/4	2/2	2	1	viio/III						a	i		viio/III	vii	o			III			o	1	1	5, 2, -1		5	5	2	2	0.5	0.25	0.25	0.5
44	41	1/2	1/2	2/2	2	1	viio6/III						a	i		viio6/III	vii	o	6		III			o	1	1	2, -1, 5		5	2	1	2	0.3333333333333333	0.125	0.375	0.25
44	41	3/4	3/4	2/2	2	1	V/III						a	i		V/III	V				III			M	1	1	1, 5, 2		1	1	2	2	0.5	0.25	0.25	0.5
45	42	0	0	2/2	2	1	III						a	i		III	III							M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
45	42	1/4	1/4	2/2	2	1	viio/III						a	i		viio/III	vii	o			III			o	1	1	5, 2, -1		5	5	2	2	0.5	0.25	0.25	0.5
45	42	1/2	1/2	2/2	2	1	V/III						a	i		V/III	V				III			M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
45	42	3/4	3/4	2/2	2	1	III6						a	i		III6	III		6					M	1	1	4, 1, 0		0	4	2	2	0.5	0.25	0.25	0.5
46	43	0	0	2/2	2	1	III						a	i		III	III							M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
46	43	1/4	1/4	2/2	2	1	iio						a	i		iio	ii	o						o	1	1	5, 2, -1		5	5	2	2	0.5	0.25	0.25	0.5
46	43	1/2	1/2	2/2	2	1	#viio						a	i		#viio	#vii	o						o	1	1	8, 5, 2		8	8	2	5	0.2857142857142857	0.25	0.75	0.25
47	44	0	0	2/2	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.25	0.75	0.25
47	44	1/2	1/2	2/2	2	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.5	0.0
47	44	3/4	3/4	2/2	2	1	#viio						a	i		#viio	#vii	o						o	1	1	8, 5, 2		8	8	2	2	0.5	0.25	0.25	0.5
48	45	0	0	2/2	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
48	45	1/4	1/4	2/2	2	1	#viio						a	i		#viio	#vii	o						o	1	1	8, 5, 2		8	8	2	2	0.5	0.25	0.25	0.5
48	45	1/2	1/2	2/2	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
48	45	3/4	3/4	2/2	2	1	i6						a	i		i6	i		6					m	1	1	0, 4, 3		3	0	2	2	0.5	0.25	0.25	0.5
49	46	0	0	2/2	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
49	46	1/4	1/4	2/2	2	1	iio64						a	i		iio64	ii	o	64					o	1	1	-1, 5, 2		5	-1	2	2	0.5	0.25	0.25	0.5
49	46	1/2	1/2	2/2	2	1	ii%65						a	i		ii%65	ii	%	65					%7	1	1	2, -1, 3, 5		5	2	1	4	0.2	0.125	0.625	0.16666666666666666
49	46	7/8	7/8	2/2	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
50	47	0	0	2/2	2	1	VI						a	i		VI	VI							M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
50	47	1/4	1/4	2/2	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
50	47	1/2	1/2	2/2	2	1	iv65						a	i		iv65	iv		65					mm7	1	1	-1, 3, 0, 2		2	-1	0	3	0.0	0.0	0.5	0.0
50	47	3/4	3/4	2/2	2	1	ii%65						a	i		ii%65	ii	%	65					%7	1	1	2, -1, 3, 5		5	2	0	3	0.0	0.0	0.5	0.0
51	48	0	0	2/2	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	2	6	0.25	0.25	1.25	0.16666666666666666
51	48	3/4	3/4	2/2	2	1	#viio6	-1	-5.5	/			a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	1	2	0.3333333333333333	0.125	0.375	0.25
52	49	0	0	2/2	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	5	0.16666666666666666	0.125	1.125	0.1
52	49	1/2	1/2	2/2	2	1	V/iv						a	i		V/iv	V				iv			M	1	1	3, 7, 4		3	3	1	1	0.5	0.125	0.125	0.5
52	49	3/4	3/4	2/2	2	1	V2/iv						a	i		V2/iv	V		2		iv			Mm7	1	1	1, 3, 7, 4		3	1	0	3	0.0	0.0	0.5	0.0
53	50	0	0	2/2	2	1	iv6						a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.125	0.375	0.25
53	50	1/4	1/4	2/2	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.5	0.0
53	50	1/2	1/2	2/2	2	1	V/v						a	i		V/v	V				v			M	1	1	5, 9, 6		5	5	1	2	0.3333333333333333	0.125	0.375	0.25
53	50	3/4	3/4	2/2	2	1	#viio64/v						a	i		#viio64/v	#vii	o	64		v			o	1	1	3, 9, 6		9	3	0	3	0.0	0.0	0.5	0.0
54	51	0	0	2/2	2	1	v6						a	i		v6	v		6					m	1	1	1, 5, 4		4	1	1	2	0.3333333333333333	0.125	0.375	0.25
54	51	1/4	1/4	2/2	2	1	v						a	i		v	v							m	1	1	4, 1, 5		4	4	1	5	0.16666666666666666	0.125	1.125	0.1
54	51	3/4	3/4	2/2	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
55	52	0	0	2/2	2	1	VIM2						a	i		VIM2	VI	M	2					MM7	1	1	4, -1, 3, 0		-1	4	1	2	0.3333333333333333	0.125	0.375	0.25
55	52	1/4	1/4	2/2	2	1	i6						a	i		i6	i		6					m	1	1	0, 4, 3		3	0	1	3	0.25	0.125	0.375	0.25
55	52	1/2	1/2	2/2	2	1	ii						a	i		ii	ii							m	1	1	5, 2, 6		5	5	1	3	0.25	0.125	0.375	0.25
55	52	3/4	3/4	2/2	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.5	0.0
56	53	0	0	2/2	2	1	VII6						a	i		VII6	VII		6					M	1	1	5, 2, 1		1	5	1	2	0.3333333333333333	0.125	0.375	0.25
56	53	1/4	1/4	2/2	2	1	iio64						a	i		iio64	ii	o	64					o	1	1	-1, 5, 2		5	-1	0	3	0.0	0.0	0.5	0.0
