mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
10	9	1/2	1/2	3/4	2	1	I			Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	1	2	0.3333333333333333	0.125	0.375	0.25
11	10	0	0	3/4	2	1	viio			Eb	I		viio	vii	o						o	0	0	2, -1, -4		2.0	2.0	0	4	0.0	0.0	0.5	0.0
11	10	1/4	1/4	3/4	2	1	V7(2)			Eb	I		V7(2)	V		7	2				Mm7	0	0	0, 2, -1, -4		-2.0	0.0	0	3	0.0	0.0	0.75	0.0
11	10	1/2	1/2	3/4	2	1	V7			Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	0	2	0.0	0.0	0.25	0.0
12	11	0	0	3/4	2	1	I6			Eb	I		I6	I		6					M	0	0	1, -2, -3		-3.0	1.0	1	4	0.2	0.0625	0.4375	0.125
12	11	1/4	1/4	3/4	2	1	iv6/ii			Eb	I		iv6/ii	iv		6		ii			m	0	0	-5, -1, -2		-2.0	-5.0	1	2	0.3333333333333333	0.125	0.375	0.25
12	11	1/2	1/2	3/4	2	1	ii			Eb	I		ii	ii							m	0	0	-1, -4, 0		-1.0	-1.0	1	2	0.3333333333333333	0.125	0.375	0.25
13	12	0	0	3/4	2	1	#viio7/ii			Eb	I		#viio7/ii	#vii	o	7		ii			o7	0	0	4, 1, -2, -5		4.0	4.0	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
14	13	0	0	3/4	2	1	ii			Eb	I		ii	ii							m	0	0	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.5	0.0
14	13	1/4	1/4	3/4	2	1	viio6			Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2.0	-1.0	1	2	0.3333333333333333	0.125	0.375	0.25
14	13	1/2	1/2	3/4	2	1	I			Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	1	2	0.3333333333333333	0.125	0.375	0.25
15	14	0	0	3/4	2	1	viio			Eb	I		viio	vii	o						o	0	0	2, -1, -4		2.0	2.0	0	3	0.0	0.0	0.5	0.0
15	14	1/4	1/4	3/4	2	1	V7			Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	1	2	0.3333333333333333	0.125	0.375	0.25
15	14	1/2	1/2	3/4	2	1	I			Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	0	3	0.0	0.0	0.5	0.0
16	15	0	0	3/4	2	1	vi64			Eb	I		vi64	vi		64					m	0	0	1, 0, -3		0.0	1.0	0	4	0.0	0.0	0.5	0.0
16	15	1/4	1/4	3/4	2	1	I6(11)			Eb	I		I6(11)	I		6	11				M	0	0	1, -2, -3	-4	-3.0	1.0	0	3	0.0	0.0	0.5	0.0
16	15	1/2	1/2	3/4	2	1	ii6			Eb	I		ii6	ii		6					m	0	0	-4, 0, -1		-1.0	-4.0	0	2	0.0	0.0	0.375	0.0
16	15	5/8	5/8	3/4	2	1	V			Eb	I		V	V							M	0	0	-2, 2, -1		-2.0	-2.0	0	1	0.0	0.0	0.125	0.0
17	16	0	0	3/4	2	1	I|PAC}	1.0		Eb	I		I	I					PAC	}	M	0	0	-3, 1, -2		-3.0	-3.0	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
18	16	0	0	3/4	2	1	I|PAC}	2.0		Eb	I		I	I					PAC	}	M	0	0	-3, 1, -2		-3.0	-3.0	0	2	0.0	0.0	1.5	0.0
