mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	2/2	2	1	Eb.I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
1	0	1/4	3/4	2/2	2	1	IV					Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	0	2	0.0	0.0	0.25	0.0
2	1	0	0	2/2	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.625	0.0
2	1	1/4	1/4	2/2	2	1	IV					Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.375	0.0
2	1	1/2	1/2	2/2	2	1	I6					Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	1	3	0.25	0.125	0.625	0.16666666666666666
2	1	7/8	7/8	2/2	2	1	IV					Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	0	2	0.0	0.0	0.25	0.0
3	2	0	0	2/2	2	1	V					Eb	I		V	V							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.5	0.0
3	2	1/4	1/4	2/2	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.375	0.25
3	2	1/2	1/2	2/2	2	1	viio					Eb	I		viio	vii	o						o	0	0	2, -1, -4		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
3	2	3/4	3/4	2/2	2	1	V					Eb	I		V	V							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.5	0.0
4	3	0	0	2/2	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.625	0.16666666666666666
4	3	3/8	3/8	2/2	2	1	I6					Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	2	0.0	0.0	0.25	0.0
4	3	1/2	1/2	2/2	2	1	IV					Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	3/4	3/4	2/2	2	1	ii					Eb	I		ii	ii							m	0	0	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.5	0.0
5	4	0	0	2/2	2	1	V(4)					Eb	I		V(4)	V			4				M	0	0	-2, -3, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
5	4	1/8	1/8	2/2	2	1	viio64					Eb	I		viio64	vii	o	64					o	0	0	-4, 2, -1		2	-4	0	2	0.0	0.0	0.25	0.0
5	4	1/4	1/4	2/2	2	1	V64					Eb	I		V64	V		64					M	0	0	-1, -2, 2		-2	-1	2	3	0.4	0.1875	0.3125	0.375
5	4	1/2	1/2	2/2	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.5	0.0
5	4	3/4	3/4	2/2	2	1	IV					Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	0	2	0.0	0.0	0.25	0.0
6	5	0	0	2/2	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.625	0.0
6	5	1/4	1/4	2/2	2	1	IV					Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.375	0.0
6	5	1/2	1/2	2/2	2	1	I6					Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	1	3	0.25	0.125	0.625	0.16666666666666666
