mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	6/4	2	1	b.i{		b	i		i	i						{	m	1	1	5, 2, 6		5	5	2	7	0.2222222222222222	0.25	2.75	0.08333333333333333
2	1	3/4	3/4	6/4	2	1	V6		b	i		V6	V		6					M	1	1	10, 7, 6		6	10	1	2	0.3333333333333333	0.125	0.375	0.25
2	1	1	1	6/4	2	1	V43		b	i		V43	V		43					Mm7	1	1	7, 4, 6, 10		6	7	0	3	0.0	0.0	0.5	0.0
2	1	5/4	5/4	6/4	2	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	0	3	0.0	0.0	0.5	0.0
3	2	0	0	6/4	2	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	2	7	0.2222222222222222	0.25	1.875	0.11764705882352941
3	2	3/4	3/4	6/4	2	1	iio6(2)		b	i		iio6(2)	ii	o	6	2				o	1	1	4, 1, 2		7	4	2	5	0.2857142857142857	0.25	1.5	0.14285714285714285
3	2	5/4	5/4	6/4	2	1	iio6		b	i		iio6	ii	o	6					o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.5	0.0
4	3	0	0	6/4	2	1	V(9)		b	i		V(9)	V			9				M	1	1	6, 10, 7	1	6	6	0	4	0.0	0.0	1.25	0.0
4	3	1/4	1/4	6/4	2	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	1	3	0.25	0.125	0.375	0.25
4	3	3/4	3/4	6/4	2	1	i6		b	i		i6	i		6					m	1	1	2, 6, 5		5	2	2	4	0.3333333333333333	0.25	0.875	0.2222222222222222
4	3	5/4	5/4	6/4	2	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	1	3	0.25	0.0625	0.3125	0.16666666666666666
5	4	0	0	6/4	2	1	iio		b	i		iio	ii	o						o	1	1	7, 4, 1		7	7	4	3	0.5714285714285714	0.5	1.0	0.3333333333333333
5	4	1/2	1/2	6/4	2	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	1	3	0.25	0.125	0.375	0.25
5	4	3/4	3/4	6/4	2	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	0	3	0.0	0.0	0.5	0.0
5	4	7/8	7/8	6/4	2	1	iv		b	i		iv	iv							m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	0.25	0.0
5	4	1	1	6/4	2	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	1.5	0.0
6	5	0	0	6/4	2	1	i|IAC}		b	i		i	i					IAC	}	m	1	1	5, 2, 6		5	5	3	4	0.42857142857142855	0.375	1.125	0.25
6	5	1/2	1/2	6/4	2	1	i6		b	i		i6	i		6					m	1	1	2, 6, 5		5	2	1	3	0.25	0.125	0.375	0.25
6	5	3/4	3/4	6/4	2	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	4	8	0.3333333333333333	0.5	1.0	0.3333333333333333
7	6	0	0	6/4	2	1	v		b	i		v	v							m	1	1	6, 3, 7		6	6	5	7	0.4166666666666667	0.625	1.5	0.29411764705882354
7	6	3/4	3/4	6/4	2	1	i7		b	i		i7	i		7					mm7	1	1	5, 2, 6, 3		5	5	2	5	0.2857142857142857	0.25	1.5	0.14285714285714285
7	6	5/4	5/4	6/4	2	1	viio6/VII		b	i		viio6/VII	vii	o	6		VII			o	1	1	5, 2, 8		8	5	0	3	0.0	0.0	0.5	0.0
8	7	0	0	6/4	2	1	VII		b	i		VII	VII							M	1	1	3, 7, 4		3	3	2	5	0.2857142857142857	0.25	1.875	0.11764705882352941
8	7	3/4	3/4	6/4	2	1	V6		b	i		V6	V		6					M	1	1	10, 7, 6		6	10	1	4	0.2	0.125	0.875	0.125
8	7	1	1	6/4	2	1	V(64)		b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	1	3	0.25	0.125	0.875	0.125
8	7	5/4	5/4	6/4	2	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	1	3	0.25	0.125	0.375	0.25
9	8	0	0	6/4	2	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	1	3	0.25	0.125	1.0	0.1111111111111111
9	8	1/4	1/4	6/4	2	1	iio/v		b	i		iio/v	ii	o			v			o	1	1	8, 5, 2		8	8	2	4	0.3333333333333333	0.25	0.625	0.2857142857142857
