mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	3/2	2	1	A.I{					A	I		I	I						{	M	0	0	3, 7, 4		3	3	4	9	0.3076923076923077	0.25	2.5	0.09090909090909091
2	1	3/4	3/4	3/2	2	1	I6	0.1	3.5	/		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	3	0.25	0.0625	0.4375	0.125
2	1	1	1	3/2	2	1	IV					A	I		IV	IV							M	0	0	2, 6, 3		2	2	2	2	0.5	0.125	0.5	0.2
2	1	5/4	5/4	3/2	2	1	ii	0	-5.5	/		A	I		ii	ii							m	0	0	5, 2, 6		5	5	0	1	0.0	0.0	0.125	0.0
2	1	11/8	11/8	3/2	2	1	V7/IV	-1	-5.5	/		A	I		V7/IV	V		7		IV			Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.25	0.0
3	2	0	0	3/2	2	1	IV					A	I		IV	IV							M	0	0	2, 6, 3		2	2	1	4	0.2	0.0625	0.4375	0.125
3	2	1/4	1/4	3/2	2	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	2	3	0.4	0.125	0.375	0.25
3	2	1/2	1/2	3/2	2	1	ii					A	I		ii	ii							m	0	0	5, 2, 6		5	5	0	3	0.0	0.0	0.75	0.0
3	2	3/4	3/4	3/2	2	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.625	0.0
3	2	1	1	3/2	2	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
