mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	E.I6	E	I		I6	I		6					M	0	0	8, 5, 4		4.0	8.0	1	1	0.5	0.125	0.125	0.5
1	1	1/4	1/4	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4.0	4.0	1	1	0.5	0.125	0.125	0.5
1	1	1/2	1/2	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4.0	8.0	1	1	0.5	0.125	0.125	0.5
2	2	0	0	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4.0	4.0	0	3	0.0	0.0	0.625	0.0
2	2	1/4	1/4	3/4	2	1	vii%7	E	I		vii%7	vii	%	7					%7	0	0	9, 6, 3, 7		9.0	9.0	1	3	0.25	0.125	0.625	0.16666666666666666
2	2	1/2	1/2	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4.0	4.0	0	3	0.0	0.0	0.75	0.0
3	3	0	0	3/4	2	1	viio	E	I		viio	vii	o						o	0	0	9, 6, 3		9.0	9.0	1	1	0.5	0.125	0.125	0.5
3	3	1/4	1/4	3/4	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	6, 3, 9		9.0	6.0	1	1	0.5	0.125	0.125	0.5
3	3	1/2	1/2	3/4	2	1	viio64	E	I		viio64	vii	o	64					o	0	0	3, 9, 6		9.0	3.0	0	2	0.0	0.0	0.25	0.0
4	4	0	0	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4.0	4.0	0	3	0.0	0.0	0.625	0.0
4	4	1/4	1/4	3/4	2	1	viio	E	I		viio	vii	o						o	0	0	9, 6, 3		9.0	9.0	1	3	0.25	0.125	0.625	0.16666666666666666
4	4	1/2	1/2	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4.0	4.0	0	3	0.0	0.0	0.75	0.0
5	5	0	0	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4.0	8.0	1	1	0.5	0.125	0.125	0.5
5	5	1/4	1/4	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4.0	4.0	1	1	0.5	0.125	0.125	0.5
5	5	1/2	1/2	3/4	2	1	vi	E	I		vi	vi							m	0	0	7, 4, 8		7.0	7.0	1	1	0.5	0.125	0.125	0.5
6	6	0	0	3/4	2	1	V2/V	E	I		V2/V	V		2		V			Mm7	0	0	4, 6, 10, 7		6.0	4.0	0	3	0.0	0.0	0.625	0.0
6	6	1/4	1/4	3/4	2	1	iii64	E	I		iii64	iii		64					m	0	0	9, 8, 5		8.0	9.0	1	3	0.25	0.125	0.625	0.16666666666666666
6	6	1/2	1/2	3/4	2	1	V2/V	E	I		V2/V	V		2		V			Mm7	0	0	4, 6, 10, 7		6.0	4.0	0	4	0.0	0.0	0.75	0.0
7	7	0	0	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5.0	9.0	1	2	0.3333333333333333	0.125	0.375	0.25
7	7	1/4	1/4	3/4	2	1	V2/V	E	I		V2/V	V		2		V			Mm7	0	0	4, 6, 10, 7		6.0	4.0	1	2	0.3333333333333333	0.125	0.375	0.25
7	7	1/2	1/2	3/4	2	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	1	2	0.3333333333333333	0.125	0.375	0.25
8	8	0	0	3/4	2	1	V(94)	E	I		V(94)	V			94				M	0	0	5, 4, 6	7	5.0	5.0	0	3	0.0	0.0	0.625	0.0
8	8	1/4	1/4	3/4	2	1	V\\	E	I		V	V						\\	M	0	0	5, 9, 6		5.0	5.0	1	4	0.2	0.125	1.375	0.08333333333333333
9	9	0	0	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5.0	9.0	1	1	0.5	0.125	0.125	0.5
9	9	1/4	1/4	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5.0	5.0	1	1	0.5	0.125	0.125	0.5
9	9	1/2	1/2	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5.0	9.0	1	1	0.5	0.125	0.125	0.5
10	10	0	0	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	0.625	0.0
10	10	1/4	1/4	3/4	2	1	vii%7/V	E	I		vii%7/V	vii	%	7		V			%7	0	0	10, 7, 4, 8		10.0	10.0	1	3	0.25	0.125	0.625	0.16666666666666666
10	10	1/2	1/2	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	0.75	0.0
11	11	0	0	3/4	2	1	viio64	E	I		viio64	vii	o	64					o	0	0	3, 9, 6		9.0	3.0	1	1	0.5	0.125	0.125	0.5
11	11	1/4	1/4	3/4	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	6, 3, 9		9.0	6.0	1	1	0.5	0.125	0.125	0.5
11	11	1/2	1/2	3/4	2	1	viio	E	I		viio	vii	o						o	0	0	9, 6, 3		9.0	9.0	1	1	0.5	0.125	0.125	0.5
12	12	0	0	3/4	2	1	#viio7/vi	E	I		#viio7/vi	#vii	o	7		vi			o7	0	0	12, 9, 6, 3		12.0	12.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
12	12	1/4	1/4	3/4	2	1	vi	E	I		vi	vi							m	0	0	7, 4, 8		7.0	7.0	3	6	0.3333333333333333	0.375	0.875	0.3
13	13	1/4	1/4	3/4	2	1	vi64	E	I		vi64	vi		64					m	0	0	8, 7, 4		7.0	8.0	1	1	0.5	0.125	0.125	0.5
13	13	1/2	1/2	3/4	2	1	vi	E	I		vi	vi							m	0	0	7, 4, 8		7.0	7.0	1	1	0.5	0.125	0.125	0.5
14	14	0	0	3/4	2	1	viio6/IV	E	I		viio6/IV	vii	o	6		IV			o	0	0	5, 2, 8		8.0	5.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
14	14	1/4	1/4	3/4	2	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3.0	3.0	1	3	0.25	0.125	0.375	0.25
14	14	1/2	1/2	3/4	2	1	V2	E	I		V2	V		2					Mm7	0	0	3, 5, 9, 6		5.0	3.0	0	4	0.0	0.0	0.5	0.0
15	15	0	0	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4.0	8.0	1	2	0.3333333333333333	0.125	0.375	0.25
15	15	1/4	1/4	3/4	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	6, 3, 9		9.0	6.0	1	2	0.3333333333333333	0.125	0.375	0.25
