mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
7	7	0	0	12/8	2	1	V.V65/V	-0.538881	3.26436	0.289222	/		A	V		V65/V	V		65		V			Mm7	0	0	10, 7, 4, 6		6	10	6	2	0.75	1.0	0.25	0.8
7	7	5/8	5/8	12/8	2	1	V7						A	V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	2	0.0	0.0	0.25	0.0
7	7	3/4	3/4	12/8	2	1	I						A	V		I	I							M	0	0	4, 8, 5		4	4	5	5	0.5	0.625	1.625	0.2777777777777778
8	8	0	0	12/8	2	1	I6						A	V		I6	I		6					M	0	0	8, 5, 4		4	8	1	6	0.14285714285714285	0.125	1.25	0.09090909090909091
8	8	3/8	3/8	12/8	2	1	ii6						A	V		ii6	ii		6					m	0	0	3, 7, 6		6	3	2	4	0.3333333333333333	0.25	0.75	0.25
8	8	3/4	3/4	12/8	2	1	V						A	V		V	V							M	0	0	5, 9, 6		5	5	5	9	0.35714285714285715	0.625	1.5	0.29411764705882354
9	9	0	0	12/8	2	1	I(9)						A	V		I(9)	I			9				M	0	0	4, 8, 5	6	4	4	0	5	0.0	0.0	0.875	0.0
9	9	1/4	1/4	12/8	2	1	IVM7						A	V		IVM7	IV	M	7					MM7	0	0	3, 7, 4, 8		3	3	0	2	0.0	0.0	0.25	0.0
9	9	3/8	3/8	12/8	2	1	V(4)						A	V		V(4)	V			4				M	0	0	5, 4, 6		5	5	1	4	0.2	0.125	0.75	0.14285714285714285
9	9	5/8	5/8	12/8	2	1	V						A	V		V	V							M	0	0	5, 9, 6		5	5	0	2	0.0	0.0	0.25	0.0
9	9	3/4	3/4	12/8	2	1	I|PAC}{						A	V		I	I					PAC	}{	M	0	0	4, 8, 5		4	4	18	16	0.5294117647058824	2.25	5.25	0.3
11	11	0	0	12/8	2	1	I6}{						A	V		I6	I		6				}{	M	0	0	8, 5, 4		4	8	3	3	0.5	0.375	1.125	0.25
11	11	3/8	3/8	12/8	2	1	V6/IV					V65/IV	A	V		V6/IV	V		6		IV			M	0	0	8, 5, 4		4	8	3	3	0.5	0.375	0.375	0.5
11	11	3/4	3/4	12/8	2	1	IV6/IV						A	V		IV6/IV	IV		6		IV			M	0	0	6, 3, 2		2	6	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
11	11	9/8	9/8	12/8	2	1	V6/IV						A	V		V6/IV	V		6		IV			M	0	0	8, 5, 4		4	8	3	3	0.5	0.375	0.375	0.5
12	12	0	0	12/8	2	1	I/IV						A	V		I/IV	I				IV			M	0	0	3, 7, 4		3	3	3	3	0.5	0.375	1.125	0.25
12	12	3/8	3/8	12/8	2	1	V6/IV/IV					V65/IV/IV	A	V		V6/IV/IV	V		6		IV/IV			M	0	0	7, 4, 3		3	7	3	3	0.5	0.375	0.375	0.5
12	12	3/4	3/4	12/8	2	1	IV6/IV/IV						A	V		IV6/IV/IV	IV		6		IV/IV			M	0	0	5, 2, 1		1	5	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
12	12	9/8	9/8	12/8	2	1	V6/IV/IV						A	V		V6/IV/IV	V		6		IV/IV			M	0	0	7, 4, 3		3	7	3	4	0.42857142857142855	0.375	0.75	0.3333333333333333
13	13	0	0	12/8	2	1	IV(9)/IV						A	V		IV(9)/IV	IV			9	IV			M	0	0	2, 6, 3	4	2	2	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
13	13	3/8	3/8	12/8	2	1	iio/ii						A	V		iio/ii	ii	o			ii			o	0	0	8, 5, 2		8	8	1	4	0.2	0.125	1.0	0.1111111111111111
13	13	3/4	3/4	12/8	2	1	vi.V65						A	vi		V65	V		65					Mm7	0	1	11, 8, 5, 7		7	11	1	4	0.2	0.125	1.0	0.1111111111111111
13	13	9/8	9/8	12/8	2	1	i						A	vi		i	i							m	0	1	6, 3, 7		6	6	1	4	0.2	0.125	0.625	0.16666666666666666
13	13	11/8	11/8	12/8	2	1	iio64						A	vi		iio64	ii	o	64					o	0	1	2, 8, 5		8	2	0	3	0.0	0.0	0.375	0.0
14	14	0	0	12/8	2	1	V						A	vi		V	V							M	0	1	7, 11, 8		7	7	4	4	0.5	0.5	1.75	0.2222222222222222
14	14	3/4	3/4	12/8	2	1	V7						A	vi		V7	V		7					Mm7	0	1	7, 11, 8, 5		7	7	2	8	0.2	0.25	2.0	0.1111111111111111
15	15	0	0	12/8	2	1	VI|DC						A	vi		VI	VI					DC		M	0	1	2, 6, 3		2	2	1	4	0.2	0.125	1.0	0.1111111111111111
15	15	3/8	3/8	12/8	2	1	V65/VII						A	vi		V65/VII	V		65		VII			Mm7	0	1	9, 6, 3, 5		5	9	1	4	0.2	0.125	1.0	0.1111111111111111
15	15	3/4	3/4	12/8	2	1	VII						A	vi		VII	VII							M	0	1	4, 8, 5		4	4	2	3	0.4	0.25	0.875	0.2222222222222222
15	15	9/8	9/8	12/8	2	1	V6						A	vi		V6	V		6					M	0	1	11, 8, 7		7	11	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
16	16	0	0	12/8	2	1	i						A	vi		i	i							m	0	1	6, 3, 7		6	6	1	3	0.25	0.125	0.75	0.14285714285714285
16	16	1/4	1/4	12/8	2	1	ii%65						A	vi		ii%65	ii	%	65					%7	0	1	5, 2, 6, 8		8	5	0	2	0.0	0.0	0.25	0.0
16	16	3/8	3/8	12/8	2	1	V(4)						A	vi		V(4)	V			4				M	0	1	7, 6, 8		7	7	0	4	0.0	0.0	0.875	0.0
16	16	5/8	5/8	12/8	2	1	V						A	vi		V	V							M	0	1	7, 11, 8		7	7	1	1	0.5	0.125	0.125	0.5
16	16	3/4	3/4	12/8	2	1	I|PAC}{						A	vi		I	I					PAC	}{	M	0	1	6, 10, 7		6	6	18	19	0.4864864864864865	2.25	6.375	0.2608695652173913
18	18	0	0	12/8	2	1	ii.V}{						A	ii		V	V						}{	M	0	1	6, 10, 7		6	6	4	8	0.3333333333333333	0.625	1.375	0.3125
18	18	3/4	3/4	12/8	2	1	i						A	ii		i	i							m	0	1	5, 2, 6		5	5	2	6	0.25	0.25	1.5	0.14285714285714285
19	19	0	0	12/8	2	1	VI						A	ii		VI	VI							M	0	1	1, 5, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
19	19	3/8	3/8	12/8	2	1	iv6						A	ii		iv6	iv		6					m	0	1	1, 5, 4		4	1	1	3	0.25	0.125	0.625	0.16666666666666666
19	19	3/4	3/4	12/8	2	1	i(4)						A	ii		i(4)	i			4				m	0	1	5, 4, 6		5	5	2	2	0.5	0.25	0.875	0.2222222222222222
19	19	9/8	9/8	12/8	2	1	i						A	ii		i	i							m	0	1	5, 2, 6		5	5	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
20	20	0	0	12/8	2	1	V						A	ii		V	V							M	0	1	6, 10, 7		6	6	5	8	0.38461538461538464	0.625	1.625	0.2777777777777778
20	20	3/4	3/4	12/8	2	1	i6						A	ii		i6	i		6					m	0	1	2, 6, 5		5	2	3	5	0.375	0.375	1.375	0.21428571428571427
20	20	11/8	11/8	12/8	2	1	V65/iv	-2	-6.6		/		A	ii		V65/iv	V		65		iv			Mm7	0	1	9, 6, 3, 5		5	9	0	2	0.0	0.0	0.25	0.0
21	21	0	0	12/8	2	1	iv						A	ii		iv	iv							m	0	1	4, 1, 5		4	4	5	8	0.38461538461538464	0.625	1.625	0.2777777777777778
21	21	3/4	3/4	12/8	2	1	i6						A	ii		i6	i		6					m	0	1	2, 6, 5		5	2	0	4	0.0	0.0	0.875	0.0
21	21	1	1	12/8	2	1	iv						A	ii		iv	iv							m	0	1	4, 1, 5		4	4	0	2	0.0	0.0	0.25	0.0
21	21	9/8	9/8	12/8	2	1	V						A	ii		V	V							M	0	1	6, 10, 7		6	6	3	4	0.42857142857142855	0.375	0.75	0.3333333333333333
22	22	0	0	12/8	2	1	I.V6/V|DC}{						A	I		V6/V	V		6		V	DC	}{	M	0	0	9, 6, 5		5	9	5	5	0.5	0.625	1.625	0.2777777777777778
22	22	3/4	3/4	12/8	2	1	V64/V						A	I		V64/V	V		64		V			M	0	0	6, 5, 9		5	6	6	9	0.4	0.75	1.5	0.3333333333333333
23	23	0	0	12/8	2	1	I/V						A	I		I/V	I				V			M	0	0	4, 8, 5		4	4	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
23	23	3/8	3/8	12/8	2	1	vi65						A	I		vi65	vi		65					mm7	0	0	3, 7, 4, 6		6	3	0	5	0.0	0.0	0.875	0.0
23	23	5/8	5/8	12/8	2	1	ii						A	I		ii	ii							m	0	0	5, 2, 6		5	5	0	2	0.0	0.0	0.25	0.0
23	23	3/4	3/4	12/8	2	1	V7						A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.875	0.0
23	23	1	1	12/8	2	1	I						A	I		I	I							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
23	23	9/8	9/8	12/8	2	1	V6/V	0.366609	3.6222		/		A	I		V6/V	V		6		V			M	0	0	9, 6, 5		5	9	2	5	0.2857142857142857	0.25	1.125	0.18181818181818182
24	24	0	0	12/8	2	1	V|HC}{						A	I		V	V					HC	}{	M	0	0	4, 8, 5		4	4	2	4	0.3333333333333333	0.25	1.75	0.125
24	24	3/8	3/8	12/8	2	1	V6						A	I		V6	V		6					M	0	0	8, 5, 4		4	8	3	3	0.5	0.375	0.375	0.5
24	24	3/4	3/4	12/8	2	1	V						A	I		V	V							M	0	0	4, 8, 5		4	4	2	6	0.25	0.25	1.5	0.14285714285714285
24	24	9/8	9/8	12/8	2	1	viio						A	I		viio	vii	o						o	0	0	8, 5, 2		8	8	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
25	25	0	0	12/8	2	1	I						A	I		I	I							M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.25	1.75	0.125
25	25	3/8	3/8	12/8	2	1	I6						A	I		I6	I		6					M	0	0	7, 4, 3		3	7	3	3	0.5	0.375	0.375	0.5
25	25	3/4	3/4	12/8	2	1	V/IV						A	I		V/IV	V				IV			M	0	0	3, 7, 4		3	3	2	6	0.25	0.25	1.5	0.14285714285714285
25	25	9/8	9/8	12/8	2	1	viio/IV						A	I		viio/IV	vii	o			IV			o	0	0	7, 4, 1		7	7	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
26	26	0	0	12/8	2	1	IV						A	I		IV	IV							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	1.75	0.125
26	26	3/8	3/8	12/8	2	1	IV6						A	I		IV6	IV		6					M	0	0	6, 3, 2		2	6	3	3	0.5	0.375	0.375	0.5
26	26	3/4	3/4	12/8	2	1	IV						A	I		IV	IV							M	0	0	2, 6, 3		2	2	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
26	26	9/8	9/8	12/8	2	1	ii7						A	I		ii7	ii		7					mm7	0	0	5, 2, 6, 3		5	5	0	6	0.0	0.0	0.75	0.0
27	27	0	0	12/8	2	1	V7}{						A	I		V7	V		7				}{	Mm7	0	0	4, 8, 5, 2		4	4	1	4	0.2	0.125	1.375	0.08333333333333333
27	27	3/8	3/8	12/8	2	1	V(64)						A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	1	3	0.25	0.125	0.625	0.16666666666666666
27	27	3/4	3/4	12/8	2	1	V(4)						A	I		V(4)	V			4				M	0	0	4, 3, 5		4	4	2	3	0.4	0.25	0.875	0.2222222222222222
27	27	9/8	9/8	12/8	2	1	V						A	I		V	V							M	0	0	4, 8, 5		4	4	4	5	0.4444444444444444	0.5	0.625	0.4444444444444444
28	28	0	0	12/8	2	1	viio/IV	-0.274336	3.29425		/		A	I		viio/IV	vii	o			IV			o	0	0	7, 4, 1		7	7	6	5	0.5454545454545454	0.75	1.5	0.3333333333333333
28	28	3/4	3/4	12/8	2	1	IV(9)						A	I		IV(9)	IV			9				M	0	0	2, 6, 3	4	2	2	1	4	0.2	0.125	1.375	0.08333333333333333
28	28	9/8	9/8	12/8	2	1	IV					ii	A	I		IV	IV							M	0	0	2, 6, 3		2	2	1	3	0.25	0.125	0.625	0.16666666666666666
29	29	0	0	12/8	2	1	V65						A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	7	0.0	0.0	1.5	0.0
29	29	3/8	3/8	12/8	2	1	I						A	I		I	I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.75	0.0
29	29	3/4	3/4	12/8	2	1	IVM65						A	I		IVM65	IV	M	65					MM7	0	0	6, 3, 7, 2		2	6	1	4	0.2	0.125	1.0	0.1111111111111111
29	29	9/8	9/8	12/8	2	1	viio						A	I		viio	vii	o						o	0	0	8, 5, 2		8	8	1	4	0.2	0.125	1.0	0.1111111111111111
30	30	0	0	12/8	2	1	I(9)						A	I		I(9)	I			9				M	0	0	3, 7, 4	5	3	3	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
30	30	3/8	3/8	12/8	2	1	V7/IV	0.366609	3.86661		/		A	I		V7/IV	V		7		IV			Mm7	0	0	3, 7, 4, 1		3	3	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
30	30	3/4	3/4	12/8	2	1	IVM7						A	I		IVM7	IV	M	7					MM7	0	0	2, 6, 3, 7		2	2	0	5	0.0	0.0	1.5	0.0
30	30	9/8	9/8	12/8	2	1	V6/V						A	I		V6/V	V		6		V			M	0	0	9, 6, 5		5	9	2	2	0.5	0.25	0.5	0.3333333333333333
31	31	0	0	12/8	2	1	V|HC}{						A	I		V	V					HC	}{	M	0	0	4, 8, 5		4	4	5	6	0.45454545454545453	0.625	1.125	0.35714285714285715
31	31	3/4	3/4	12/8	2	1	V6						A	I		V6	V		6					M	0	0	8, 5, 4		4	8	6	4	0.6	0.75	0.75	0.5
32	32	0	0	12/8	2	1	V						A	I		V	V							M	0	0	4, 8, 5		4	4	8	7	0.5333333333333333	1.0	1.25	0.4444444444444444
32	32	3/4	3/4	12/8	2	1	V7						A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	4	7	0.36363636363636365	0.5	2.0	0.2
33	33	0	0	12/8	2	1	V65						A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	4	0.2	0.125	1.0	0.1111111111111111
33	33	3/8	3/8	12/8	2	1	I(9)						A	I		I(9)	I			9				M	0	0	3, 7, 4	5	3	3	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
33	33	3/4	3/4	12/8	2	1	IVM7						A	I		IVM7	IV	M	7					MM7	0	0	2, 6, 3, 7		2	2	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
33	33	9/8	9/8	12/8	2	1	iio6						A	I		iio6	ii	o	6					o	0	0	2, -1, 5		5	2	3	4	0.42857142857142855	0.375	0.75	0.3333333333333333
34	34	0	0	12/8	2	1	V(b9)						A	I		V(b9)	V			b9				M	0	0	4, 8, 5	-1	4	4	3	8	0.2727272727272727	0.375	1.875	0.16666666666666666
34	34	3/4	3/4	12/8	2	1	V(64)						A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	6	0.0	0.0	1.875	0.0
34	34	9/8	9/8	12/8	2	1	V7(4)						A	I		V7(4)	V		7	4				Mm7	0	0	4, 3, 5, 2		4	4	0	4	0.0	0.0	1.0	0.0
34	34	11/8	11/8	12/8	2	1	V7						A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	1	0.0	0.0	0.125	0.0
35	35	0	0	12/8	2	1	I[I|PAC}{						A	I	I	I	I					PAC	}{	M	0	0	3, 7, 4		3	3	12	12	0.5	1.5	4.5	0.25
36	36	0	0	12/8	2	1	I6						A	I	I	I6	I		6					M	0	0	7, 4, 3		3	7	6	9	0.4	0.75	2.25	0.25
36	36	3/4	3/4	12/8	2	1	IV						A	I	I	IV	IV							M	0	0	2, 6, 3		2	2	4	13	0.23529411764705882	0.5	2.875	0.14814814814814814
37	37	0	0	12/8	2	1	I(64)						A	I	I	I(64)	I			64				M	0	0	3, 2, 6		3	3	4	10	0.2857142857142857	0.5	3.25	0.13333333333333333
37	37	3/4	3/4	12/8	2	1	I]|PC}						A	I	I	I	I					PC	}	M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	3.75	0.0
