mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	15/16	4/4	2	1	g.i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.0625	0.0
2	1	0	0	4/4	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.5625	0.0
2	1	1/8	1/8	4/4	2	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.125	0.0
2	1	1/4	1/4	4/4	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	2	6	0.25	0.125	0.375	0.25
2	1	1/2	1/2	4/4	2	1	#viio				g	i		#viio	#vii	o						o	1	1	6, 3, 0		6	6	1	3	0.25	0.0625	0.5625	0.1
2	1	5/8	5/8	4/4	2	1	iio64				g	i		iio64	ii	o	64					o	1	1	-3, 3, 0		3	-3	0	2	0.0	0.0	0.125	0.0
2	1	3/4	3/4	4/4	2	1	V7				g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	4	0.0	0.0	0.25	0.0
2	1	7/8	7/8	4/4	2	1	#viio6				g	i		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	2	2	0.5	0.125	0.125	0.5
3	2	0	0	4/4	2	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	9	0.0	0.0	0.75	0.0
3	2	3/8	3/8	4/4	2	1	ii%65				g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	4	0.0	0.0	0.25	0.0
3	2	1/2	1/2	4/4	2	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	5	8	0.38461538461538464	0.3125	0.6875	0.3125
4	3	0	0	4/4	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.6875	0.0
4	3	1/8	1/8	4/4	2	1	i7				g	i		i7	i		7					mm7	1	1	1, -2, 2, -1		1	1	0	2	0.0	0.0	0.125	0.0
4	3	1/4	1/4	4/4	2	1	VI6				g	i		VI6	VI		6					M	1	1	1, -2, -3		-3	1	0	3	0.0	0.0	0.375	0.0
4	3	3/8	3/8	4/4	2	1	iv6				g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.25	0.0
4	3	1/2	1/2	4/4	2	1	V7/III				g	i		V7/III	V		7		III			Mm7	1	1	-1, 3, 0, -3		-1	-1	0	6	0.0	0.0	0.875	0.0
4	3	3/4	3/4	4/4	2	1	v6				g	i		v6	v		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
4	3	7/8	7/8	4/4	2	1	III6				g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	0	3	0.0	0.0	0.25	0.0
5	4	0	0	4/4	2	1	VIM7				g	i		VIM7	VI	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	0	6	0.0	0.0	0.875	0.0
5	4	1/4	1/4	4/4	2	1	iv6				g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.375	0.0
5	4	3/8	3/8	4/4	2	1	iio6				g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	0	3	0.0	0.0	0.25	0.0
5	4	1/2	1/2	4/4	2	1	V7				g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	7	0.0	0.0	1.0	0.0
5	4	3/4	3/4	4/4	2	1	V(64)				g	i		V(64)	V			64				M	1	1	2, 1, -2		2	2	1	5	0.16666666666666666	0.0625	0.4375	0.125
6	5	0	0	4/4	2	1	V7				g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	4	0.0	0.0	0.375	0.0
6	5	1/8	1/8	4/4	2	1	V2				g	i		V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	0	4	0.0	0.0	0.375	0.0
6	5	1/4	1/4	4/4	2	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.5	0.0
6	5	3/8	3/8	4/4	2	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	1/2	1/2	4/4	2	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	4	7	0.36363636363636365	0.25	0.625	0.2857142857142857
6	5	7/8	7/8	4/4	2	1	iio				g	i		iio	ii	o						o	1	1	3, 0, -3		3	3	2	3	0.4	0.09375	0.15625	0.375
7	6	0	0	4/4	2	1	V7/iv				g	i		V7/iv	V		7		iv			Mm7	1	1	1, 5, 2, -1		1	1	0	7	0.0	0.0	1.25	0.0
7	6	1/4	1/4	4/4	2	1	#viio6/iv				g	i		#viio6/iv	#vii	o	6		iv			o	1	1	2, -1, 5		5	2	2	2	0.5	0.125	0.125	0.5
7	6	3/8	3/8	4/4	2	1	iv(4)				g	i		iv(4)	iv			4				m	1	1	0, -1, 1		0	0	2	3	0.4	0.09375	0.15625	0.375
7	6	1/2	1/2	4/4	2	1	#viio/iv				g	i		#viio/iv	#vii	o			iv			o	1	1	5, 2, -1		5	5	2	2	0.5	0.125	0.125	0.5
7	6	5/8	5/8	4/4	2	1	iio64/iv				g	i		iio64/iv	ii	o	64		iv			o	1	1	-4, 2, -1		2	-4	2	3	0.4	0.09375	0.15625	0.375
7	6	3/4	3/4	4/4	2	1	V7/iv				g	i		V7/iv	V		7		iv			Mm7	1	1	1, 5, 2, -1		1	1	1	3	0.25	0.0625	0.1875	0.25
7	6	7/8	7/8	4/4	2	1	#viio6/iv				g	i		#viio6/iv	#vii	o	6		iv			o	1	1	2, -1, 5		5	2	2	2	0.5	0.125	0.125	0.5
8	7	0	0	4/4	2	1	iv				g	i		iv	iv							m	1	1	0, -3, 1		0	0	1	8	0.1111111111111111	0.0625	0.6875	0.08333333333333333
8	7	3/8	3/8	4/4	2	1	ii%43				g	i		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	0	4	0.0	0.0	0.25	0.0
8	7	1/2	1/2	4/4	2	1	#viio64				g	i		#viio64	#vii	o	64					o	1	1	0, 6, 3		6	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
8	7	5/8	5/8	4/4	2	1	V2				g	i		V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	1	3	0.25	0.0625	0.3125	0.16666666666666666
8	7	3/4	3/4	4/4	2	1	#vi%43				g	i		#vi%43	#vi	%	43					%7	1	1	-2, 2, 4, 1		4	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
