mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	2	1	F.V				F	I		V	V							M	0	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.0625	0.125	0.3333333333333333
1	1	1/4	1/4	2/2	2	1	I				F	I		I	I							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.0625	0.1875	0.25
1	1	1/2	1/2	2/2	2	1	IV				F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	2	2	0.5	0.125	0.125	0.5
1	1	3/4	3/4	2/2	2	1	V43				F	I		V43	V		43					Mm7	0	0	1, -2, 0, 4		0	1	0	4	0.0	0.0	0.25	0.0
2	2	0	0	2/2	2	1	I64				F	I		I64	I		64					M	0	0	0, -1, 3		-1	0	2	3	0.4	0.125	0.3125	0.2857142857142857
2	2	1/4	1/4	2/2	2	1	I				F	I		I	I							M	0	0	-1, 3, 0		-1	-1	1	5	0.16666666666666666	0.0625	0.4375	0.125
2	2	1/2	1/2	2/2	2	1	IV				F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	3	3	0.5	0.1875	0.3125	0.375
2	2	3/4	3/4	2/2	2	1	V43				F	I		V43	V		43					Mm7	0	0	1, -2, 0, 4		0	1	1	5	0.16666666666666666	0.0625	0.4375	0.125
3	3	0	0	2/2	2	1	I6				F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	3	1/8	1/8	2/2	2	1	I				F	I		I	I							M	0	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	3	1/4	1/4	2/2	2	1	vi6				F	I		vi6	vi		6					m	0	0	-1, 3, 2		2	-1	1	5	0.16666666666666666	0.0625	0.4375	0.125
3	3	1/2	1/2	2/2	2	1	V2/V				F	I		V2/V	V		2		V			Mm7	0	0	-1, 1, 5, 2		1	-1	1	5	0.16666666666666666	0.0625	0.4375	0.125
