mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/16	3/8	2	1	c.i{					c	i		i	i						{	m	1	1	0, -3, 1		0.0	0.0	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
3	2	0	0	3/8	2	1	iio6					c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	2	2	0.5	0.125	0.375	0.25
3	2	1/4	1/4	3/8	2	1	ii%43	0	-9	/	VI	c	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2.0	-4.0	0	2	0.0	0.0	0.25	0.0
4	3	0	0	3/8	2	1	V					c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	2	2	0.5	0.125	0.375	0.25
4	3	1/4	1/4	3/8	2	1	V2	0	-9	/	#viio64	c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1.0	-1.0	0	2	0.0	0.0	0.25	0.0
5	4	0	0	3/8	2	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
6	5	0	0	3/8	2	1	iv6					c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	2	2	0.5	0.125	0.375	0.25
6	5	1/4	1/4	3/8	2	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	2	0.0	0.0	0.25	0.0
7	6	0	0	3/8	2	1	V					c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.5	0.0
7	6	1/4	1/4	3/8	2	1	V7					c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	2	0.0	0.0	0.25	0.0
8	7	0	0	3/8	2	1	i|IAC}					c	i		i	i					IAC	}	m	1	1	0, -3, 1		0.0	0.0	1	4	0.2	0.0625	0.6875	0.08333333333333333
9	8	0	0	3/8	2	1	V6					c	i		V6	V		6					M	1	1	5, 2, 1		1.0	5.0	1	2	0.3333333333333333	0.0625	0.5625	0.1
9	8	1/4	1/4	3/8	2	1	V					c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	1	0.0	0.0	0.125	0.0
10	9	0	0	3/8	2	1	i					c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.5	0.0
10	9	1/4	1/4	3/8	2	1	V2/iv					c	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0.0	-2.0	0	2	0.0	0.0	0.25	0.0
11	10	0	0	3/8	2	1	iv6					c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	1	3	0.25	0.0625	0.4375	0.125
11	10	1/4	1/4	3/8	2	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	2	0.0	0.0	0.25	0.0
12	11	0	0	3/8	2	1	VII					c	i		VII	VII							M	1	1	-2, 2, -1		-2.0	-2.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
13	12	0	0	3/8	2	1	V6/VII					c	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1.0	3.0	1	2	0.3333333333333333	0.0625	0.5625	0.1
13	12	1/4	1/4	3/8	2	1	V/VII					c	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1.0	-1.0	0	1	0.0	0.0	0.125	0.0
14	13	0	0	3/8	2	1	VII					c	i		VII	VII							M	1	1	-2, 2, -1		-2.0	-2.0	0	3	0.0	0.0	0.5	0.0
14	13	1/4	1/4	3/8	2	1	V2/III	0	-9	/		c	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2.0	-4.0	0	2	0.0	0.0	0.25	0.0
15	14	0	0	3/8	2	1	III6					c	i		III6	III		6					M	1	1	1, -2, -3		-3.0	1.0	1	3	0.25	0.0625	0.4375	0.125
15	14	1/4	1/4	3/8	2	1	III					c	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0	0	2	0.0	0.0	0.25	0.0
16	15	0	0	3/8	2	1	IV/III					c	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4.0	-4.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
17	16	0	0	3/8	2	1	ii/III	0	-6.6	/		c	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1.0	-1.0	1	3	0.25	0.0625	0.6875	0.08333333333333333
18	17	0	0	3/8	2	1	viio(^2)/III					c	i		viio(^2)/III	vii	o		^2	III			o	1	1	2, -3, -4		2.0	2.0	0	4	0.0	0.0	0.75	0.0
19	18	0	0	3/8	2	1	viio/III					c	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2.0	2.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
20	19	0	0	3/8	2	1	V/III					c	i		V/III	V				III			M	1	1	-2, 2, -1		-2.0	-2.0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
21	20	0	0	3/8	2	1	V2/III					c	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2.0	-4.0	1	2	0.3333333333333333	0.0625	0.5625	0.1
21	20	1/4	1/4	3/8	2	1	V64/III	0	-9	/		c	i		V64/III	V		64		III			M	1	1	-1, -2, 2		-2.0	-1.0	0	1	0.0	0.0	0.125	0.0
22	21	0	0	3/8	2	1	I/III					c	i		I/III	I				III			M	1	1	-3, 1, -2		-3.0	-3.0	0	6	0.0	0.0	0.75	0.0
23	22	0	0	3/8	2	1	V(64)/III					c	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2.0	-2.0	1	2	0.3333333333333333	0.0625	0.4375	0.125
23	22	1/4	1/4	3/8	2	1	V/III					c	i		V/III	V				III			M	1	1	-2, 2, -1		-2.0	-2.0	0	2	0.0	0.0	0.25	0.0
24	23	0	0	3/8	2	1	I/III|PAC}					c	i		I/III	I				III	PAC	}	M	1	1	-3, 1, -2		-3.0	-3.0	0	3	0.0	0.0	0.75	0.0
25	24	0	0	3/8	2	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	3	0.0	0.0	0.625	0.0
25	24	1/4	1/4	3/8	2	1	i					c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	1	0.0	0.0	0.125	0.0
26	25	0	0	3/8	2	1	#viio/v					c	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6.0	6.0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
27	26	0	0	3/8	2	1	iio6/v					c	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3.0	0.0	1	3	0.25	0.125	0.625	0.16666666666666666
28	27	0	0	3/8	2	1	iio/v					c	i		iio/v	ii	o			v			o	1	1	3, 0, -3		3.0	3.0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
29	28	0	0	3/8	2	1	V/v					c	i		V/v	V				v			M	1	1	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.5	0.0
29	28	1/4	1/4	3/8	2	1	V2/v					c	i		V2/v	V		2		v			Mm7	1	1	0, 2, 6, 3		2.0	0.0	0	2	0.0	0.0	0.25	0.0
30	29	0	0	3/8	2	1	i6/v	0	-6	/		c	i		i6/v	i		6		v			m	1	1	-2, 2, 1		1.0	-2.0	2	2	0.5	0.125	0.375	0.25
30	29	1/4	1/4	3/8	2	1	i/v					c	i		i/v	i				v			m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	0.25	0.0
31	30	0	0	3/8	2	1	V/V					c	i		V/V	V				V			M	1	1	2, 6, 3		2.0	2.0	1	4	0.2	0.0625	0.6875	0.08333333333333333
32	31	0	0	3/8	2	1	I/V|PAC	0	-6.1	/		c	i		I/V	I				V	PAC		M	1	1	1, 5, 2		1.0	1.0	1	12	0.07692307692307693	0.0625	1.8125	0.03333333333333333
36	34	0	0	3/8	2	1	#viio					c	i		#viio	#vii	o						o	1	1	5, 2, -1		5.0	5.0	1	2	0.3333333333333333	0.0625	0.5625	0.1
36	34	1/4	1/4	3/8	2	1	V7					c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	1	0.0	0.0	0.125	0.0
37	35	0	0	3/8	2	1	i(4)					c	i		i(4)	i			4				m	1	1	0, -1, 1		0.0	0.0	1	3	0.25	0.125	0.625	0.16666666666666666
38	36	0	0	3/8	2	1	i					c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.5	0.0
38	36	1/4	1/4	3/8	2	1	iio/iv					c	i		iio/iv	ii	o			iv			o	1	1	1, -2, -5		1.0	1.0	0	2	0.0	0.0	0.25	0.0
39	37	0	0	3/8	2	1	#viio7/iv					c	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4.0	4.0	2	2	0.5	0.125	0.375	0.25
39	37	1/4	1/4	3/8	2	1	V/iv					c	i		V/iv	V				iv			M	1	1	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.25	0.0
